from	from	from
:	:	:
robert@cpuserver.acsc.com	robert@cpuserver.acsc.com	robert@cpuserver.acsc.com
(	(	(
robert	robert	robert
grant	grant	grant
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
virtual	virtual	virtual
reality	realiti	reality
for	for	for
x	x	x
on	on	on
the	the	the
cheap	cheap	cheap
!	!	!

organization	organ	organization
:	:	:
uscacsc	uscacsc	uscacsc
,	,	,
los	los	los
angeles	angel	angeles

lines	line	line
:	:	:
32	32	32

distribution	distribut	distribution
:	:	:
world	world	world

reply	repli	reply
-	-	-
to	to	to
:	:	:
robert@cpuserver.acsc.com	robert@cpuserver.acsc.com	robert@cpuserver.acsc.com
(	(	(
robert	robert	robert
grant	grant	grant
)	)	)

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
cpuserver	cpuserv	cpuserver
.	.	.
acsc	acsc	acsc
.	.	.
com	com	com

hi	hi	hi
steve	steve	steve
,	,	,
as	as	a
the	the	the
author	author	author
of	of	of
multiverse	multivers	multiverse
,	,	,
i	i	i
feel	feel	feel
i	i	i
had	had	had
better	better	better
respond	respond	respond
to	to	to
your	your	your
mailnote	mailnot	mailnote
questioning	question	questioning
whether	whether	whether
anyone	anyon	anyone
had	had	had
managed	manag	managed
to	to	to
compile	compil	compile
this	this	this
software	softwar	software
-	-	-
the	the	the
quick	quick	quick
answer	answer	answer
is	is	is
yes	yes	yes
!	!	!

the	the	the
long	long	long
answer	answer	answer
is	is	is
yes	yes	yes
-	-	-
but	but	but
a	a	a
few	few	few
have	have	have
had	had	had
a	a	a
few	few	few
problems	problem	problem
with	with	with
their	their	their
platforms	platform	platform
-	-	-
not	not	not
all	all	all
unix	unix	unix
'	'	'
s	s	s
are	are	are
the	the	the
same	same	same
,	,	,
you	you	you
know	know	know
!	!	!

as	as	a
far	far	far
as	as	a
"	"	"
many	mani	many
bugs	bug	bug
"	"	"
go	go	go
,	,	,
it	it	it
would	would	would
probably	probabl	probably
be	be	be
more	more	more
useful	use	useful
to	to	to
everyone	everyon	everyone
(	(	(
including	includ	including
you	you	you
)	)	)
if	if	if
you	you	you
were	were	were
a	a	a
bit	bit	bit
more	more	more
explicit	explicit	explicit
!	!	!

:	:	:
-	-	-
)	)	)

platforms	platform	platform
it	it	it
has	has	ha
succesfully	succes	succesfully
compiled	compil	compiled
and	and	and
run	run	run
on	on	on
are	are	are
:	:	:
rs6000	rs6000	rs6000
,	,	,
dec	dec	dec
ultrix	ultrix	ultrix

sun	sun	sun
solaris	solari	solaris
so	so	so
it	it	it
is	is	is
possible	possibl	possible
.	.	.

the	the	the
main	main	main
problem	problem	problem
is	is	is
that	that	that
i	i	i
don	don	don
'	'	'
t	t	t
have	have	have
access	access	access
to	to	to
other	other	other
platforms	platform	platform
than	than	than
the	the	the
rs6000	rs6000	rs6000
,	,	,
so	so	so
if	if	if
there	there	there
are	are	are
portability	portabl	portability
problems	problem	problem
then	then	then
the	the	the
only	onli	only
way	way	way
i	i	i
hear	hear	hear
about	about	about
them	them	them
is	is	is
by	by	by
people	peopl	people
letting	let	letting
me	me	me
know	know	know
and	and	and
giving	give	giving
me	me	me
a	a	a
clue	clue	clue
as	as	a
to	to	to
how	how	how
to	to	to
fix	fix	fix
it	it	it
.	.	.

as	as	a
far	far	far
as	as	a
the	the	the
software	softwar	software
not	not	not
doing	do	doing
anything	anyth	anything
,	,	,
do	do	do
you	you	you
really	realli	really
think	think	think
i	i	i
would	would	would
bother	bother	bother
releasing	releas	releasing
it	it	it
,	,	,
if	if	if
that	that	that
was	was	wa
the	the	the
case	case	case
?	?	?

perhaps	perhap	perhaps
you	you	you
didn	didn	didn
'	'	'
t	t	t
read	read	read
the	the	the
few	few	few
docs	doc	doc
that	that	that
are	are	are
supplied	suppli	supplied
.	.	.

the	the	the
dogfight	dogfight	dogfight
world	world	world
is	is	is
made	made	made
up	up	up
of	of	of
clients	client	client
only	onli	only
,	,	,
so	so	so
if	if	if
you	you	you
'	'	'
re	re	re
in	in	in
there	there	there
on	on	on
your	your	your
own	own	own
,	,	,
then	then	then
you	you	you
'	'	'
re	re	re
not	not	not
going	go	going
to	to	to
see	see	see
anything	anyth	anything
!	!	!

the	the	the
dactyl	dactyl	dactyl
world	world	world
has	has	ha
quite	quit	quite
a	a	a
lot	lot	lot
of	of	of
scenary	scenari	scenary
-	-	-
so	so	so
if	if	if
you	you	you
don	don	don
'	'	'
t	t	t
see	see	see
anything	anyth	anything
there	there	there
,	,	,
then	then	then
this	this	this
is	is	is
definitely	definit	definitely
a	a	a
problem	problem	problem
!	!	!

one	one	one
final	final	final
word	word	word
-	-	-
if	if	if
you	you	you
'	'	'
re	re	re
not	not	not
interested	interest	interested
,	,	,
don	don	don
'	'	'
t	t	t
bother	bother	bother
with	with	with
it	it	it
.	.	.

if	if	if
you	you	you
are	are	are
interested	interest	interested
,	,	,
then	then	then
please	pleas	please
remember	rememb	remember
that	that	that
i	i	i
'	'	'
m	m	m
not	not	not
asking	ask	asking
for	for	for
any	ani	any
money	money	money
!	!	!

so	so	so
why	whi	why
not	not	not
try	tri	try
a	a	a
little	littl	little
patience	patienc	patience
and	and	and
constructive	construct	constructive
criticism	critic	criticism
,	,	,
maybe	mayb	maybe
that	that	that
will	will	will
get	get	get
results	result	result
?	?	?
?	?	?

robert	robert	robert
.	.	.

robert@acsc.com	robert@acsc.com	robert@acsc.com
