from	from	from
:	:	:
mark@ocsmd.ocs.com	mark@ocsmd.ocs.com	mark@ocsmd.ocs.com
(	(	(
mark	mark	mark
wilson	wilson	wilson
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
tiff	tiff	tiff
:	:	:
philosophical	philosoph	philosophical
significance	signific	significance
of	of	of
42	42	42
(	(	(
silly	silli	silly
)	)	)

organization	organ	organization
:	:	:
online	onlin	online
computer	comput	computer
systems	system	system
,	,	,
inc	inc	inc
.	.	.

x	x	x
-	-	-
newsreader	newsread	newsreader
:	:	:
tin	tin	tin
1	1	1
.	.	.
1	1	1
pl5	pl5	pl5
lines	line	line
:	:	:
20	20	20

mark	mark	mark
a	a	a
.	.	.

cartwright	cartwright	cartwright
(	(	(
markc@emx.utexas.edu	markc@emx.utexas.edu	markc@emx.utexas.edu
)	)	)
wrote	wrote	wrote
:	:	:

:	:	:
well	well	well
,	,	,
:	:	:

:	:	:
42	42	42
is	is	is
101010	101010	101010
binary	binari	binary
,	,	,
and	and	and
who	who	who
would	would	would
forget	forget	forget
that	that	that
its	it	it
the	the	the

:	:	:
answer	answer	answer
to	to	to
the	the	the
question	question	question
of	of	of
"	"	"
life	life	life
,	,	,
the	the	the
universe	univers	universe
,	,	,
and	and	and
everything	everyth	everything
else	els	else
.	.	.
"	"	"

:	:	:
that	that	that
is	is	is
to	to	to
quote	quot	quote
douglas	dougla	douglas
adams	adam	adam
in	in	in
a	a	a
round	round	round
about	about	about
way	way	way
.	.	.

:	:	:

:	:	:
of	of	of
course	cours	course
the	the	the
question	question	question
has	has	ha
not	not	not
yet	yet	yet
been	been	been
discovered	discov	discovered
.	.	.
.	.	.
.	.	.

^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
but	but	but
it	it	it
was	was	wa
discovered	discov	discovered
(	(	(
sort	sort	sort
of	of	of
)	)	)
.	.	.

the	the	the
question	question	question
was	was	wa
"	"	"
what	what	what
is	is	is
7	7	7
times	time	time
8	8	8
?	?	?
"	"	"
when	when	when
arthur	arthur	arthur
dent	dent	dent
objected	object	objected
that	that	that
this	this	this
was	was	wa
,	,	,
unfortunately	unfortun	unfortunately
,	,	,
factually	factual	factually
inaccurate	inaccur	inaccurate
,	,	,
the	the	the
effort	effort	effort
to	to	to
discover	discov	discover
the	the	the
question	question	question
was	was	wa
begun	begun	begun
all	all	all
over	over	over
.	.	.

this	this	this
last	last	last
effort	effort	effort
was	was	wa
,	,	,
i	i	i
believe	believ	believe
,	,	,
likely	like	likely
to	to	to
take	take	take
far	far	far
longer	longer	longer
than	than	than
the	the	the
lifespan	lifespan	lifespan
of	of	of
the	the	the
universe	univers	universe
,	,	,
in	in	in
fact	fact	fact
several	sever	several
lifespans	lifespan	lifespan
of	of	of
same	same	same
!	!	!

-	-	-
-	-	-

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
mark	mark	mark
wilson	wilson	wilson
,	,	,
online	onlin	online
computer	comput	computer
systems	system	system
.	.	.

1-800-922-9204	1-800-922-9204	1-800-922-9204
or	or	or
