from	from	from
:	:	:
trb3@ra.msstate.edu	trb3@ra.msstate.edu	trb3@ra.msstate.edu
(	(	(
tony	toni	tony
r	r	r
.	.	.

boutwell	boutwel	boutwell
)	)	)
subject	subject	subject
:	:	:
hot	hot	hot
new	new	new
3d	3d	3d
software	softwar	software
keywords	keyword	keywords
:	:	:
imagine	imagin	imagine
,	,	,
3d	3d	3d
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
ra	ra	ra
.	.	.
msstate	msstate	msstate
.	.	.
edu	edu	edu
organization	organ	organization
:	:	:
mississippi	mississippi	mississippi
state	state	state
university	univers	university
lines	line	line
:	:	:
20	20	20

there	there	there
is	is	is
a	a	a
new	new	new
product	product	product
for	for	for
the	the	the
(	(	(
ibm	ibm	ibm
'	'	'
ers	er	er
)	)	)
out	out	out
there	there	there
.	.	.
.	.	.
.	.	.

it	it	it
is	is	is
called	call	called
imagine	imagin	imagine
and	and	and
it	it	it
just	just	just
started	start	started
shipping	ship	shipping
yesterday	yesterday	yesterday
.	.	.
.	.	.
.	.	.

i	i	i
can	can	can
personally	person	personally
attest	attest	attest
that	that	that
it	it	it
will	will	will
blow	blow	blow
the	the	the
doors	door	door
off	off	off
of	of	of
3d	3d	3d
-	-	-
studio	studio	studio
.	.	.

it	it	it
is	is	is
made	made	made
by	by	by
impulse	impuls	impulse
,	,	,
and	and	and
is	is	is
in	in	in
its	it	it
3rd	3rd	3rd
version	version	version
.	.	.
.	.	.
.	.	.
.	.	.
(	(	(
1st	1st	1st
)	)	)
for	for	for
the	the	the
ibm	ibm	ibm
.	.	.
.	.	.
.	.	.
.	.	.

it	it	it
can	can	can
do	do	do
morphing	morph	morphing
,	,	,
your	your	your
standard	standard	standard
key	key	key
-	-	-
framming	fram	framming
animation	anim	animation
,	,	,
it	it	it
is	is	is
a	a	a
raytracer	raytrac	raytracer
(	(	(
reflections	reflect	reflection
&	&	&
shadows	shadow	shadow
)	)	)
,	,	,
and	and	and
can	can	can
do	do	do
/	/	/
apply	appli	apply
special	special	special
fx	fx	fx
to	to	to
objects	object	object
.	.	.
.	.	.
.	.	.

(	(	(
like	like	like
ripple	rippl	ripple
,	,	,
explode	explod	explode
,	,	,
bounce	bounc	bounce
)	)	)
things	thing	thing
of	of	of
that	that	that
nature	natur	nature
.	.	.

also	also	also
it	it	it
has	has	ha
algorithmic	algorithm	algorithmic
texture	textur	texture
maps	map	map
.	.	.
.	.	.
.	.	.
.	.	.
and	and	and
your	your	your
standard	standard	standard
brushmapping	brushmap	brushmapping
also	also	also
.	.	.
.	.	.
.	.	.

you	you	you
can	can	can
have	have	have
animated	anim	animated
brushmaps	brushmap	brushmaps
.	.	.
.	.	.
.	.	.
(	(	(
ie	ie	ie
.	.	.

live	live	live
video	video	video
mapped	map	mapped
on	on	on
the	the	the
objs	obj	objs
)	)	)
.	.	.
.	.	.
.	.	.

also	also	also
animated	anim	animated
backdrops	backdrop	backdrop
(	(	(
ie	ie	ie
.	.	.

live	live	live
video	video	video
backgrounds	background	background
)	)	)
also	also	also
animted	animt	animted
reflections	reflect	reflection
maps	map	map
.	.	.
.	.	.
.	.	.
.	.	.

you	you	you
get	get	get
the	the	the
idea	idea	idea
.	.	.
.	.	.
.	.	.
.	.	.

it	it	it
will	will	will
run	run	run
for	for	for
about	about	about
500	500	500
$	$	$
retail	retail	retail
(	(	(
i	i	i
think	think	think
)	)	)
.	.	.
.	.	.
.	.	.

dont	dont	dont
let	let	let
the	the	the
low	low	low
price	price	price
fool	fool	fool
you	you	you
.	.	.
.	.	.
.	.	.
.	.	.

this	this	this
product	product	product
can	can	can
do	do	do
it	it	it
all	all	all
when	when	when
it	it	it
comes	come	come
to	to	to
3d	3d	3d
-	-	-
animation	anim	animation
and	and	and
renderering	render	renderering
.	.	.
.	.	.
.	.	.
!	!	!

also	also	also
.	.	.
.	.	.
.	.	.
.	.	.
does	doe	doe
anyone	anyon	anyone
here	here	here
know	know	know
how	how	how
to	to	to
get	get	get
in	in	in
the	the	the
imagine	imagin	imagine
mailing	mail	mailing
list	list	list
?	?	?
?	?	?

please	pleas	please
e	e	e
-	-	-
mail	mail	mail
me	me	me
if	if	if
you	you	you
do	do	do
or	or	or
post	post	post
up	up	up
here	here	here
.	.	.
.	.	.
.	.	.
.	.	.

oh	oh	oh
.	.	.
.	.	.
.	.	.
the	the	the
number	number	number
for	for	for
impulse	impuls	impulse
is	is	is
-	-	-
-	-	-
-	-	-
>	>	>
1 800 328 0184	1 800 328 0184	1 800 328 0184

trb3@ra.msstate.edu	trb3@ra.msstate.edu	trb3@ra.msstate.edu
