from	from	from
:	:	:
mhembruc@tsegw.tse.com	mhembruc@tsegw.tse.com	mhembruc@tsegw.tse.com
(	(	(
mattias	mattia	mattias
hembruch	hembruch	hembruch
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
telix	telix	telix
problem	problem	problem

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
tsegw	tsegw	tsegw
.	.	.
c5w3hd	c5w3hd	c5w3hd
.	.	.
jiv	jiv	jiv

organization	organ	organization
:	:	:
toronto	toronto	toronto
stock	stock	stock
exchange	exchang	exchange

lines	line	line
:	:	:
20	20	20

dericks@plains.nodak.edu	dericks@plains.nodak.edu	dericks@plains.nodak.edu
(	(	(
dale	dale	dale
erickson	erickson	erickson
)	)	)
writes	write	writes
:	:	:

>	>	>
when	when	when
i	i	i
use	use	use
telix	telix	telix
(	(	(
or	or	or
kermit	kermit	kermit
)	)	)
in	in	in
win	win	win
3	3	3
.	.	.
1	1	1
,	,	,
or	or	or
use	use	use
telix	telix	telix
after	after	after
exiting	exit	exiting
windows	window	window

>	>	>
to	to	to
dos	dos	do
,	,	,
telix	telix	telix
can	can	can
not	not	not
find	find	find
the	the	the
serial	serial	serial
port	port	port
.	.	.

if	if	if
you	you	you
have	have	have
some	some	some
ideas	idea	idea
on	on	on
how	how	how

>	>	>
to	to	to
solve	solv	solve
this	this	this
problem	problem	problem
or	or	or
where	where	where
i	i	i
can	can	can
find	find	find
further	further	further
information	inform	information
,	,	,
send	send	send
me	me	me
email	email	email

>	>	>
or	or	or
send	send	send
it	it	it
to	to	to
the	the	the
news	news	news
group	group	group
.	.	.

thanks	thank	thanks
.	.	.

you	you	you
may	may	may
have	have	have
to	to	to
define	defin	define
your	your	your
serial	serial	serial
ports	port	port
under	under	under
windows	window	window
(	(	(
i	i	i
think	think	think
it	it	it
'	'	'
s	s	s
the	the	the
control	control	control
panel	panel	panel
,	,	,
ports	port	port
options	option	option
.	.	.
.	.	.
)	)	)

>	>	>
dale	dale	dale
erickson	erickson	erickson

>	>	>
dericks@plains.nodak.edu	dericks@plains.nodak.edu	dericks@plains.nodak.edu

>	>	>
-	-	-
-	-	-

>	>	>
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+
+	+	+

mattias	mattia	mattias

-	-	-
-	-	-
mattias	mattia	mattias
hembruch	hembruch	hembruch

>	>	>
>	>	>
my	my	my
views	view	view
do	do	do
not	not	not
necessarily	necessarili	necessarily
reflect	reflect	reflect
those	those	those
of	of	of
the	the	the
tse	tse	tse
.	.	.

<	<	<
<	<	<
e	e	e
-	-	-
mail	mail	mail
:	:	:
mhembruc@tse.com	mhembruc@tse.com	mhembruc@tse.com
