subject	subject	subject
:	:	:
roman	roman	roman
.	.	.
bmp	bmp	bmp
04	04	04
/	/	/
14	14	14

from	from	from
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

reply	repli	reply
-	-	-
to	to	to
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

distribution	distribut	distribution
:	:	:
usa	usa	usa

organization	organ	organization
:	:	:
university	univers	university
of	of	of
south	south	south
dakota	dakota	dakota

lines	line	line
:	:	:
958	958	958

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
part	part	part
4	4	4
of	of	of
14	14	14
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
m	m	m
)	)	)
g	g	g
(	(	(
f	f	f
&	&	&
g	g	g
*	*	*
z	z	z
<	<	<
g	g	g
*	*	*
r	r	r
)	)	)
g	g	g
(	(	(
:	:	:
nb8	nb8	nb8
:	:	:
nahfnajz	nahfnajz	nahfnajz
<	<	<
ahf	ahf	ahf
<	<	<
ajz	ajz	ajz
)	)	)
ah	ah	ah
:	:	:
&	&	&
k	k	k
*	*	*
r	r	r
&	&	&
b9r	b9r	b9r
)	)	)
g	g	g
(	(	(
f	f	f
&	&	&
khf	khf	khf
&	&	&
ajz	ajz	ajz
m	m	m
<	<	<
ajr	ajr	ajr
&	&	&
b9r	b9r	b9r
)	)	)
ahf	ahf	ahf
<	<	<
g	g	g
)	)	)
r	r	r
&	&	&
ajr	ajr	ajr
&	&	&
ajrnk	ajrnk	ajrnk
)	)	)
r	r	r
&	&	&
air	air	air
&	&	&
kirng	kirng	kirng
(	(	(
:	:	:
nb	nb	nb
:	:	:
z	z	z
&	&	&
g	g	g
(	(	(
fnajz	fnajz	fnajz
)	)	)
kjz	kjz	kjz
<	<	<
khf	khf	khf
mnb	mnb	mnb
;	;	;
"	"	"
nahfleu	nahfleu	nahfleu
=	=	=
771t772z772r	771t772z772r	771t772z772r
)	)	)
l	l	l
)	)	)
]	]	]
ngt	ngt	ngt
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
m	m	m
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
m	m	m
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
