from	from	from
:	:	:
baseball@catch-the-fever.scd.ucar.edu	baseball@catch-the-fever.scd.ucar.edu	baseball@catch-the-fever.scd.ucar.edu
(	(	(
gregg	gregg	gregg
walters	walter	walter
)	)	)

subject	subject	subject
:	:	:
mathcad	mathcad	mathcad
4	4	4
.	.	.
0	0	0
swap	swap	swap
file	file	file
?	?	?

organization	organ	organization
:	:	:
scientific	scientif	scientific
computing	comput	computing
divison	divison	divison
/	/	/
ncar	ncar	ncar
boulder	boulder	boulder
,	,	,
co	co	co

lines	line	line
:	:	:
119	119	119

reposting	repost	reposting
and	and	and
summarizing	summar	summarizing
,	,	,
for	for	for
your	your	your
information	inform	information
or	or	or
additional	addit	additional
comment	comment	comment
.	.	.

*	*	*
*	*	*
*	*	*
this	this	this
is	is	is
long	long	long
*	*	*
*	*	*
*	*	*

i	i	i
have	have	have
16mb	16mb	16mb
of	of	of
memory	memori	memory
on	on	on
my	my	my
386sx	386sx	386sx
(	(	(
25	25	25
mhz	mhz	mhz
)	)	)
,	,	,
an	an	an
intel	intel	intel
math	math	math
coprocessor	coprocessor	coprocessor
,	,	,
and	and	and
a	a	a
120mb	120mb	120mb
hard	hard	hard
drive	drive	drive
with	with	with
20mb	20mb	20mb
free	free	free
(	(	(
no	no	no
compression	compress	compression
)	)	)
.	.	.

i	i	i
have	have	have
been	been	been
running	run	running
mathcad	mathcad	mathcad
3	3	3
.	.	.
1	1	1
,	,	,
under	under	under
windows	window	window
3	3	3
.	.	.
1	1	1
in	in	in
enhanced	enhanc	enhanced
mode	mode	mode
,	,	,
with	with	with
a	a	a
5mb	5mb	5mb
ram	ram	ram
drive	drive	drive
,	,	,
2mb	2mb	2mb
/	/	/
1mb	1mb	1mb
smart	smart	smart
drive	drive	drive
,	,	,
and	and	and
no	no	no
swap	swap	swap
file	file	file
(	(	(
permanent	perman	permanent
or	or	or
temporary	temporari	temporary
)	)	)
for	for	for
several	sever	several
months	month	month
.	.	.

i	i	i
am	am	am
interested	interest	interested
in	in	in
the	the	the
faster	faster	faster
mathcad	mathcad	mathcad
4	4	4
.	.	.
0	0	0
,	,	,
but	but	but
