from	from	from
:	:	:
reimert@anthrax.etdesg.trw.com	reimert@anthrax.etdesg.trw.com	reimert@anthrax.etdesg.trw.com
(	(	(
scott	scott	scott
p	p	p
.	.	.

reimert	reimert	reimert
)	)	)
subject	subject	subject
:	:	:
re	re	re
:	:	:
win	win	win
/	/	/
nt	nt	nt
file	file	file
systems	system	system
organization	organ	organization
:	:	:
trw	trw	trw
inc	inc	inc
.	.	.
,	,	,
redondo	redondo	redondo
beach	beach	beach
,	,	,
ca	ca	ca
lines	line	line
:	:	:
26	26	26

in	in	in
article	articl	article
<	<	<
1993apr26.103230.10618@spider.co.uk	1993apr26.103230.10618@spider.co.uk	1993apr26.103230.10618@spider.co.uk
>	>	>
keiths@spider.co.uk	keiths@spider.co.uk	keiths@spider.co.uk
(	(	(
keith	keith	keith
smith	smith	smith
)	)	)
writes	write	writes
:	:	:

>	>	>
ok	ok	ok
will	will	will
some	some	some
one	one	one
out	out	out
there	there	there
tell	tell	tell
me	me	me
why	whi	why
/	/	/
how	how	how
dos	dos	do
5	5	5

>	>	>
can	can	can
read	read	read
(	(	(
i	i	i
havn	havn	havn
'	'	'
t	t	t
tried	tri	tried
writing	write	writing
in	in	in
case	case	case
it	it	it
breaks	break	break
something	someth	something
)	)	)

>	>	>
the	the	the
win	win	win
/	/	/
nt	nt	nt
ntfs	ntfs	ntfs
file	file	file
system	system	system
.	.	.

>	>	>
i	i	i
thought	thought	thought
ntfs	ntfs	ntfs
was	was	wa
supposed	suppos	supposed
to	to	to
be	be	be
better	better	better
than	than	than
the	the	the
fat	fat	fat
system	system	system

>	>	>

>	>	>
keith	keith	keith

dos	dos	do
5	5	5
.	.	.
0	0	0
/	/	/
6	6	6
.	.	.
0	0	0
cannot	cannot	cannot
read	read	read
the	the	the
ntfs	ntfs	ntfs
file	file	file
system	system	system
,	,	,
although	although	although
the	the	the
ntfs	ntfs	ntfs
file	file	file
system	system	system
can	can	can
read	read	read
the	the	the
fat	fat	fat
file	file	file
system	system	system
of	of	of
dos	dos	do
.	.	.

i	i	i
have	have	have
windowsnt	windowsnt	windowsnt
on	on	on
a	a	a
seperate	seper	seperate
partition	partit	partition
on	on	on
my	my	my
machine	machin	machine
at	at	at
home	home	home
,	,	,
and	and	and
i	i	i
can	can	can
read	read	read
my	my	my
dos	dos	do
disks	disk	disk
from	from	from
windows	window	window
nt	nt	nt
,	,	,
but	but	but
not	not	not
vice	vice	vice
-	-	-
versa	versa	versa
.	.	.

as	as	a
far	far	far
as	as	a
the	the	the
robustness	robust	robustness
of	of	of
the	the	the
file	file	file
system	system	system
,	,	,
it	it	it
seems	seem	seems
to	to	to
be	be	be
very	veri	very
fast	fast	fast
,	,	,
and	and	and
i	i	i
have	have	have
yet	yet	yet
to	to	to
have	have	have
a	a	a
single	singl	single
problem	problem	problem
with	with	with
it	it	it
.	.	.

that	that	that
doesn	doesn	doesn
'	'	'
t	t	t
prove	prove	prove
it	it	it
'	'	'
s	s	s
better	better	better
than	than	than
the	the	the
fat	fat	fat
system	system	system
though	though	though
.	.	.

read	read	read
the	the	the
book	book	book
'	'	'
inside	insid	inside
windows	window	window
nt	nt	nt
,	,	,
'	'	'
it	it	it
will	will	will
give	give	give
you	you	you
all	all	all
the	the	the
info	info	info
you	you	you
'	'	'
re	re	re
looking	look	looking
for	for	for
.	.	.

scott	scott	scott

-	-	-
-	-	-

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

scott	scott	scott
reimert	reimert	reimert
\	\	\
reimert@mamacass.etdesg.trw.com	reimert@mamacass.etdesg.trw.com	reimert@mamacass.etdesg.trw.com
/	/	/
standard	standard	standard
disclaimer	disclaim	disclaimer
:	:	:
redondo	redondo	redondo
beach	beach	beach
,	,	,
ca	ca	ca
\	\	\
______________________________________	______________________________________	______________________________________
/	/	/
"	"	"
blah	blah	blah
blah	blah	blah
blah	blah	blah
.	.	.
.	.	.
.	.	.

"	"	"

__________________	__________________	__________________
|	|	|
always	alway	always
store	store	store
beer	beer	beer
in	in	in
a	a	a
cool	cool	cool
dark	dark	dark
place	place	place
|	|	|
_____________________	_____________________	_____________________
