from	from	from
:	:	:
sat@eng.tridom.com	sat@eng.tridom.com	sat@eng.tridom.com
(	(	(
stephen	stephen	stephen
thomas	thoma	thomas
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
how	how	how
can	can	can
i	i	i
use	use	use
the	the	the
mouse	mous	mouse
in	in	in
non	non	non
-	-	-
windows	window	window
applications	applic	application
under	under	under
ms	ms	m
-	-	-
windows	window	window
?	?	?

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
nut	nut	nut
.	.	.
eng	eng	eng
.	.	.
tridom	tridom	tridom
.	.	.
com	com	com

reply	repli	reply
-	-	-
to	to	to
:	:	:
sat@eng.tridom.com	sat@eng.tridom.com	sat@eng.tridom.com

organization	organ	organization
:	:	:
at	at	at
&	&	&
t	t	t
tridom	tridom	tridom

lines	line	line
:	:	:
42	42	42

in	in	in
article	articl	article
12328@ucsu.colorado.edu	12328@ucsu.colorado.edu	12328@ucsu.colorado.edu
,	,	,
gonzaled@ucsu.colorado.edu	gonzaled@ucsu.colorado.edu	gonzaled@ucsu.colorado.edu
(	(	(
lgv	lgv	lgv
/	/	/
mc	mc	mc
)	)	)
writes	write	writes
:	:	:

>	>	>
kasajian@netcom.com	kasajian@netcom.com	kasajian@netcom.com
(	(	(
kenneth	kenneth	kenneth
kasajian	kasajian	kasajian
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
>	>	>
wnkretz@ikesg1.energietechnik.uni-stuttgart.de	wnkretz@ikesg1.energietechnik.uni-stuttgart.d	wnkretz@ikesg1.energietechnik.uni-stuttgart.de
(	(	(
oliver	oliv	oliver
kretzschmar	kretzschmar	kretzschmar
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>

>	>	>

>	>	>
>	>	>
>	>	>
hey	hey	hey
,	,	,
>	>	>

>	>	>
>	>	>
>	>	>
could	could	could
somebody	somebodi	somebody
tell	tell	tell
me	me	me
,	,	,
how	how	how
it	it	it
is	is	is
possible	possibl	possible
to	to	to
work	work	work
with	with	with
the	the	the
mouse	mous	mouse

>	>	>
>	>	>
>	>	>
in	in	in
a	a	a
non	non	non
-	-	-
windows	window	window
application	applic	application
,	,	,
which	which	which
runs	run	run
in	in	in
an	an	an
window	window	window
.	.	.

we	we	we
use	use	use

>	>	>
>	>	>
>	>	>
ms	ms	m
-	-	-
windows	window	window
3	3	3
.	.	.
1	1	1
and	and	and
have	have	have
clipper	clipper	clipper
applications	applic	application
.	.	.

exists	exist	exists
there	there	there
any	ani	any

>	>	>
>	>	>
>	>	>
routines	routin	routine
or	or	or
something	someth	something
else	els	else
?	?	?

please	pleas	please
mail	mail	mail
me	me	me
your	your	your
informations	inform	information
.	.	.

>	>	>

>	>	>
>	>	>
>	>	>
thanks	thank	thanks
for	for	for
your	your	your
efforts	effort	effort
,	,	,
>	>	>

>	>	>
>	>	>
>	>	>
oliver	oliv	oliver

>	>	>
>	>	>
>	>	>
-	-	-
-	-	-

>	>	>
>	>	>
>	>	>
name	name	name
:	:	:
o	o	o
.	.	.
kretzschmar	kretzschmar	kretzschmar
inst	inst	inst
.	.	.
ike	ike	ike
/	/	/
university	univers	university
stuttgart	stuttgart	stuttgart

>	>	>
>	>	>
>	>	>
phone	phone	phone
:	:	:
+49 711 685 2130	+49 711 685 2130	+49 711 685 2130
pfaffenwaldring	pfaffenwaldr	pfaffenwaldring
31	31	31

>	>	>
>	>	>
>	>	>
fax	fax	fax
:	:	:
+49 711 685 2010                            7000	+49 711 685 2010                            7000	+49 711 685 2010                            7000
stuttgart	stuttgart	stuttgart
80	80	80

>	>	>
>	>	>
>	>	>
email	email	email
:	:	:
wnkretz@ikesg1.energietechnik.uni-stuttgart.de	wnkretz@ikesg1.energietechnik.uni-stuttgart.d	wnkretz@ikesg1.energietechnik.uni-stuttgart.de

>	>	>

>	>	>
>	>	>
very	veri	very
simple	simpl	simple
.	.	.

you	you	you
have	have	have
to	to	to
have	have	have
the	the	the
mouse	mous	mouse
.	.	.
com	com	com
or	or	or
mouse	mous	mouse
.	.	.
sys	sys	sys
loaded	load	loaded
in	in	in
dos	dos	do

>	>	>
>	>	>
before	befor	before
you	you	you
run	run	run
windows	window	window
.	.	.

note	note	note
that	that	that
you	you	you
don	don	don
'	'	'
t	t	t
need	need	need
to	to	to
have	have	have
these	these	these
files	file	file
loaded	load	loaded

>	>	>
>	>	>
to	to	to
use	use	use
the	the	the
mouse	mous	mouse
in	in	in
windows	window	window
.	.	.

>	>	>

>	>	>
one	one	one
addition	addit	addition
to	to	to
this	this	this
.	.	.
.	.	.
.	.	.

i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
if	if	if
it	it	it
applies	appli	applies
to	to	to
everybody	everybodi	everybody
.	.	.

for	for	for
my	my	my

>	>	>
(	(	(
microsoft	microsoft	microsoft
400dpi	400dpi	400dpi
)	)	)
mouse	mous	mouse
to	to	to
work	work	work
with	with	with
windowed	window	windowed
dos	dos	do
apps	app	apps
,	,	,
i	i	i
had	had	had
to	to	to
use	use	use
the	the	the

>	>	>
driver	driver	driver
that	that	that
came	came	came
with	with	with
windows	window	window
(	(	(
version	version	version
8	8	8
.	.	.
20	20	20
)	)	)
.	.	.

8	8	8
.	.	.
1	1	1
didn	didn	didn
'	'	'
t	t	t
allow	allow	allow
me	me	me
to	to	to
do	do	do

>	>	>
it	it	it
for	for	for
some	some	some
reason	reason	reason
.	.	.

>	>	>

i	i	i
could	could	could
never	never	never
find	find	find
the	the	the
microsoft	microsoft	microsoft
mouse	mous	mouse
driver	driver	driver
on	on	on
my	my	my
windows	window	window
3	3	3
.	.	.
1	1	1
installation	instal	installation
disks	disk	disk
,	,	,
but	but	but
dos	dos	do
6	6	6
.	.	.
0	0	0
also	also	also
has	has	ha
version	version	version
8	8	8
.	.	.
20	20	20
of	of	of
mouse	mous	mouse
.	.	.
com	com	com
.	.	.

-	-	-
-	-	-
-	-	-

stephen	stephen	stephen
thomas	thoma	thomas
at	at	at
&	&	&
t	t	t
tridom	tridom	tridom
(	(	(
404-514-3522	404-514-3522	404-514-3522
)	)	)
email	email	email
:	:	:
