from	from	from
:	:	:
q@twg.com	q@twg.com	q@twg.com
(	(	(
michael	michael	michael
wiesenberg	wiesenberg	wiesenberg
)	)	)

subject	subject	subject
:	:	:
quicken	quicken	quicken
6	6	6
vs	vs	v
.	.	.

tobias	tobia	tobias
'	'	'
managing	manag	managing
your	your	your
money	money	money
summary	summari	summary
:	:	:
any	ani	any
comparisons	comparison	comparison
of	of	of
q6	q6	q6
and	and	and
tobias	tobia	tobias
'	'	'
mym	mym	mym
?	?	?

keywords	keyword	keywords
:	:	:
quicken	quicken	quicken
tobias	tobia	tobias

organization	organ	organization
:	:	:
the	the	the
wollongong	wollongong	wollongong
group	group	group
,	,	,
palo	palo	palo
alto	alto	alto
,	,	,
ca	ca	ca

lines	line	line
:	:	:
19	19	19

i	i	i
just	just	just
got	got	got
a	a	a
copy	copi	copy
of	of	of
tobias	tobia	tobias
'	'	'
managing	manag	managing
your	your	your
money	money	money
v9	v9	v9
.	.	.
0	0	0
.	.	.
i	i	i
have	have	have
quicken	quicken	quicken
6	6	6
,	,	,
and	and	and
it	it	it
'	'	'
s	s	s
wonderful	wonder	wonderful
for	for	for
some	some	some
things	thing	thing
,	,	,
but	but	but
mym	mym	mym
seems	seem	seems
to	to	to
have	have	have
some	some	some
features	featur	feature
that	that	that
q6	q6	q6
doesn	doesn	doesn
'	'	'
t	t	t
.	.	.

for	for	for
example	exampl	example
,	,	,
q6	q6	q6
doesn	doesn	doesn
'	'	'
t	t	t
seem	seem	seem
to	to	to
be	be	be
able	abl	able
to	to	to
handle	handl	handle
monthly	month	monthly
automatic	automat	automatic
deductions	deduct	deduction
from	from	from
a	a	a
checking	check	checking
account	account	account
(	(	(
you	you	you
know	know	know
,	,	,
a	a	a
monthly	month	monthly
payment	payment	payment
that	that	that
gets	get	get
electronically	electron	electronically
deducted	deduct	deducted
every	everi	every
month	month	month
from	from	from
my	my	my
checking	check	checking
account	account	account
)	)	)
.	.	.

or	or	or
is	is	is
there	there	there
something	someth	something
that	that	that
i	i	i
'	'	'
m	m	m
not	not	not
doing	do	doing
right	right	right
,	,	,
and	and	and
q6	q6	q6
can	can	can
actually	actual	actually
do	do	do
that	that	that
?	?	?

anyway	anyway	anyway
,	,	,
mym	mym	mym
seems	seem	seems
to	to	to
be	be	be
able	abl	able
to	to	to
handle	handl	handle
monthly	month	monthly
deductions	deduct	deduction
.	.	.

in	in	in
fact	fact	fact
,	,	,
it	it	it
can	can	can
apparently	appar	apparently
do	do	do
better	better	better
than	than	than
that	that	that
.	.	.

that	that	that
is	is	is
,	,	,
you	you	you
can	can	can
specify	specifi	specify
monthly	month	monthly
,	,	,
bimonthly	bimonth	bimonthly
,	,	,
quarterly	quarter	quarterly
,	,	,
even	even	even
yearly	year	yearly
.	.	.

anyway	anyway	anyway
,	,	,
is	is	is
anyone	anyon	anyone
aware	awar	aware
of	of	of
a	a	a
comparitive	comparit	comparitive
study	studi	study
of	of	of
the	the	the
two	two	two
programs	program	program
?	?	?

or	or	or
can	can	can
someone	someon	someone
just	just	just
give	give	give
me	me	me
their	their	their
own	own	own
personal	person	personal
impressions	impress	impression
?	?	?

maybe	mayb	maybe
someone	someon	someone
who	who	who
has	has	ha
used	use	used
both	both	both
.	.	.

or	or	or
maybe	mayb	maybe
someone	someon	someone
who	who	who
is	is	is
familiar	familiar	familiar
with	with	with
each	each	each
could	could	could
give	give	give
me	me	me
a	a	a
capsule	capsul	capsule
review	review	review
?	?	?

anything	anyth	anything
would	would	would
be	be	be
greatly	great	greatly
appreciated	appreci	appreciated
.	.	.

if	if	if
i	i	i
keep	keep	keep
mym	mym	mym
,	,	,
i	i	i
have	have	have
to	to	to
pay	pay	pay
for	for	for
it	it	it
,	,	,
and	and	and
i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
whether	whether	whether
it	it	it
'	'	'
s	s	s
worth	worth	worth
doing	do	doing
.	.	.

if	if	if
mym	mym	mym
is	is	is
better	better	better
than	than	than
q6	q6	q6
,	,	,
of	of	of
course	cours	course
i	i	i
will	will	will
keep	keep	keep
it	it	it
.	.	.

but	but	but
if	if	if
q6	q6	q6
can	can	can
do	do	do
everything	everyth	everything
mym	mym	mym
can	can	can
do	do	do
(	(	(
maybe	mayb	maybe
even	even	even
better	better	better
)	)	)
,	,	,
i	i	i
won	won	won
'	'	'
t	t	t
.	.	.

thanks	thank	thanks
all	all	all
!	!	!

if	if	if
you	you	you
post	post	post
a	a	a
reply	repli	reply
,	,	,
please	pleas	please
also	also	also
cc	cc	cc
me	me	me
.	.	.

thanks	thank	thanks
.	.	.
