subject	subject	subject
:	:	:
roman	roman	roman
03	03	03
/	/	/
14	14	14

from	from	from
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

reply	repli	reply
-	-	-
to	to	to
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

distribution	distribut	distribution
:	:	:
usa	usa	usa

organization	organ	organization
:	:	:
university	univers	university
of	of	of
south	south	south
dakota	dakota	dakota

keywords	keyword	keywords
:	:	:
bmp	bmp	bmp
,	,	,
wallpaper	wallpap	wallpaper

lines	line	line
:	:	:
958	958	958

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
part	part	part
3	3	3
of	of	of
14	14	14
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
m	m	m
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
g	g	g
.	.	.
3dy	3di	3dy
.	.	.
3dy	3di	3dy
.	.	.
3dy	3di	3dy
.	.	.
3dy	3di	3dy
.	.	.
3dy	3di	3dy
.	.	.
3dy	3di	3dy
.	.	.
3dy	3di	3dy
.	.	.
2	2	2
#	#	#
ij	ij	ij
:	:	:
fij	fij	fij
:	:	:
f	f	f
m	m	m
@	@	@
^	^	^
3dy	3di	3dy
.	.	.
3dg	3dg	3dg
.	.	.
okzznkjzokzysdy	okzznkjzokzysdi	okzznkjzokzysdy
.	.	.
2	2	2
#	#	#
ij9	ij9	ij9
$	$	$
b	b	b
-	-	-
ryb	ryb	ryb
(	(	(
c	c	c
<	<	<
$	$	$
!	!	!
"	"	"
(	(	(
h	h	h
#	#	#
ym	ym	ym
.	.	.
lisrg	lisrg	lisrg
-	-	-
sv	sv	sv
#	#	#
hz	hz	hz
mrg	mrg	mrg
/	/	/
8	8	8
<	<	<
]	]	]
c	c	c
*	*	*
<	<	<
vw8	vw8	vw8
.	.	.
mc8v	mc8v	mc8v
#	#	#
k	k	k
*	*	*
rlis	rlis	rlis
.	.	.
m	m	m
@	@	@
z	z	z
<	<	<
]	]	]
c	c	c
*	*	*
<	<	<
]	]	]
c8v	c8v	c8v
,	,	,
hz	hz	hz
.	.	.
fw	fw	fw
*	*	*
.	.	.
mam	mam	mam
<	<	<
w	w	w
-	-	-
s	s	s
<	<	<
w	w	w
,	,	,
z	z	z
<	<	<
\	\	\
im	im	im
m	m	m
;	;	;
<	<	<
j6	j6	j6
<	<	<
]	]	]
@	@	@
\	\	\
rd	rd	rd
%	%	%
m	m	m
<	<	<
\	\	\
im	im	im
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
(	(	(
"	"	"
`	`	`
@	@	@
`	`	`
`	`	`
`	`	`
"	"	"
"	"	"
$	$	$
q	q	q
.	.	.
"	"	"
`	`	`
"	"	"
mafyn	mafyn	mafyn
;	;	;
/	/	/
jz	jz	jz
(	(	(
n	n	n
;	;	;
g	g	g
<	<	<
b	b	b
*	*	*
z	z	z
@	@	@
m	m	m
/	/	/
in	in	in
;	;	;
