subject	subject	subject
:	:	:
re	re	re
:	:	:
windows	window	window
for	for	for
workgroups	workgroup	workgroups
and	and	and
lan	lan	lan
workplace	workplac	workplace

from	from	from
:	:	:
flint.waters@uwyo.edu	flint.waters@uwyo.edu	flint.waters@uwyo.edu
(	(	(
flint	flint	flint
waters	water	water
)	)	)

distribution	distribut	distribution
:	:	:
comp	comp	comp
.	.	.
os	os	o
.	.	.
ms	ms	m
-	-	-
windows	window	window
.	.	.
apps	app	apps
,	,	,
comp	comp	comp
.	.	.
os	os	o
.	.	.
ms	ms	m
-	-	-
windows	window	window
.	.	.
misc	misc	misc
,	,	,
comp	comp	comp
.	.	.
os	os	o
.	.	.
ms	ms	m
-	-	-
,	,	,
world	world	world

organization	organ	organization
:	:	:
university	univers	university
of	of	of
wyoming	wyom	wyoming

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
sheriff	sheriff	sheriff
.	.	.
uwyo	uwyo	uwyo
.	.	.
edu	edu	edu

lines	line	line
:	:	:
13	13	13

>	>	>
now	now	now
does	doe	doe
anyone	anyon	anyone
know	know	know
if	if	if
it	it	it
is	is	is
possible	possibl	possible
to	to	to
use	use	use
w4wg	w4wg	w4wg
and	and	and
lan	lan	lan
workplace	workplac	workplace

>	>	>
for	for	for
dos	dos	do
at	at	at
the	the	the
same	same	same
time	time	time
.	.	.

>	>	>
ie	ie	ie
can	can	can
i	i	i
access	access	access
a	a	a
file	file	file
on	on	on
another	anoth	another
pc	pc	pc
while	while	while
being	be	being
logged	log	logged
on	on	on
to	to	to
the	the	the

>	>	>
mainframe	mainfram	mainframe
at	at	at
the	the	the
same	same	same
time	time	time
,	,	,
simultaneously	simultan	simultaneously
.	.	.

yup	yup	yup
.	.	.

we	we	we
'	'	'
re	re	re
using	use	using
both	both	both
and	and	and
they	they	they
work	work	work
just	just	just
fine	fine	fine
.	.	.

hopefully	hope	hopefully
,	,	,
someday	someday	someday
wfwg	wfwg	wfwg
will	will	will
communicate	communic	communicate
over	over	over
lwp	lwp	lwp
tcpip	tcpip	tcpip
.	.	.

right	right	right
now	now	now
we	we	we
have	have	have
to	to	to
load	load	load
netbeui	netbeui	netbeui
.	.	.

i	i	i
use	use	use
odi	odi	odi
with	with	with
odinsup	odinsup	odinsup
and	and	and
all	all	all
works	work	work
well	well	well
.	.	.
