from	from	from
:	:	:
mhembruc@tsegw.tse.com	mhembruc@tsegw.tse.com	mhembruc@tsegw.tse.com
(	(	(
mattias	mattia	mattias
hembruch	hembruch	hembruch
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
can	can	can
i	i	i
change	chang	change
"	"	"
"	"	"
licensed	licens	licensed
to	to	to
"	"	"
"	"	"
data	data	data
in	in	in
windows	window	window
3	3	3
.	.	.
1	1	1
?	?	?

organization	organ	organization
:	:	:
toronto	toronto	toronto
stock	stock	stock
exchange	exchang	exchange

lines	line	line
:	:	:
35	35	35

rmohns@vax.clarku.edu	rmohns@vax.clarku.edu	rmohns@vax.clarku.edu
writes	write	writes
:	:	:

>	>	>
this	this	this
is	is	is
in	in	in
relation	relat	relation
to	to	to
a	a	a
question	question	question
concerning	concern	concerning
changing	chang	changing
the	the	the
registered	regist	registered
to	to	to
:	:	:

>	>	>
information	inform	information
of	of	of
ms	ms	m
-	-	-
windows	window	window
.	.	.
.	.	.
.	.	.

>	>	>
in	in	in
a	a	a
previous	previous	previous
article	articl	article
,	,	,
2a42dubinski@vms.csd.mu.edu	2a42dubinski@vms.csd.mu.edu	2a42dubinski@vms.csd.mu.edu
wrote	wrote	wrote
:	:	:

>	>	>
>	>	>

>	>	>
>	>	>
ahh	ahh	ahh
,	,	,
yes	yes	yes
,	,	,
this	this	this
is	is	is
a	a	a
fun	fun	fun
topic	topic	topic
.	.	.

no	no	no
,	,	,
once	onc	once
the	the	the
name	name	name
is	is	is
incribed	incrib	incribed
on	on	on
the	the	the

>	>	>
>	>	>
disk	disk	disk
,	,	,
that	that	that
is	is	is
it	it	it
,	,	,
it	it	it
is	is	is
encoded	encod	encoded
.	.	.

not	not	not
even	even	even
a	a	a
hex	hex	hex
editor	editor	editor
will	will	will
find	find	find
it	it	it
.	.	.

you	you	you
can	can	can

>	>	>
>	>	>
write	write	write
over	over	over
the	the	the
"	"	"
licensed	licens	licensed
to	to	to
:	:	:
"	"	"
,	,	,
but	but	but
you	you	you
can	can	can
'	'	'
t	t	t
change	chang	change
the	the	the
name	name	name
underneth	underneth	underneth
it	it	it
.	.	.

i	i	i

>	>	>
i	i	i
can	can	can
find	find	find
it	it	it
with	with	with
a	a	a
hex	hex	hex
editor	editor	editor
,	,	,
although	although	although
i	i	i
have	have	have
not	not	not
tried	tri	tried
to	to	to
overwrite	overwrit	overwrite
it	it	it
.	.	.

>	>	>
are	are	are
you	you	you
sure	sure	sure
it	it	it
can	can	can
'	'	'
t	t	t
be	be	be
?	?	?

you	you	you
may	may	may
be	be	be
mistaken	mistaken	mistaken
about	about	about
this	this	this
.	.	.

(	(	(
?	?	?
?	?	?
?	?	?
)	)	)

>	>	>
rob	rob	rob

>	>	>
rmohns@vax.clarku.edu	rmohns@vax.clarku.edu	rmohns@vax.clarku.edu

on	on	on
a	a	a
similar	similar	similar
note	note	note
,	,	,
has	has	ha
anyone	anyon	anyone
found	found	found
out	out	out
a	a	a
way	way	way
to	to	to
do	do	do
this	this	this
with	with	with
ms	ms	m
foxpro	foxpro	foxpro
for	for	for
windows	window	window
?	?	?

my	my	my
setup	setup	setup
.	.	.
ini	ini	ini
file	file	file
was	was	wa
modified	modifi	modified
on	on	on
disk	disk	disk
1	1	1
(	(	(
all	all	all
encrypted	encrypt	encrypted
)	)	)
.	.	.
.	.	.

well	well	well
,	,	,
of	of	of
course	cours	course
i	i	i
forgot	forgot	forgot
about	about	about
microsoft	microsoft	microsoft
'	'	'
s	s	s
stupid	stupid	stupid
arrangement	arrang	arrangement
when	when	when
i	i	i
got	got	got
the	the	the
software	softwar	software
,	,	,
and	and	and
used	use	used
my	my	my
name	name	name
(	(	(
it	it	it
was	was	wa
paid	paid	paid
for	for	for
by	by	by
the	the	the
company	compani	company
i	i	i
'	'	'
m	m	m
doing	do	doing
consulting	consult	consulting
for	for	for
.	.	.

when	when	when
my	my	my
job	job	job
is	is	is
done	done	done
,	,	,
it	it	it
'	'	'
s	s	s
their	their	their
software	softwar	software
)	)	)
.	.	.
.	.	.

any	ani	any
ideas	idea	idea
before	befor	before
i	i	i
start	start	start
doing	do	doing
dumb	dumb	dumb
things	thing	thing
to	to	to
a	a	a
copy	copi	copy
of	of	of
that	that	that
file	file	file
?	?	?
?	?	?

mattias	mattia	mattias
ps	ps	p
no	no	no
-	-	-
i	i	i
don	don	don
'	'	'
t	t	t
want	want	want
to	to	to
pirate	pirat	pirate
this	this	this
software	softwar	software
.	.	.

i	i	i
just	just	just
want	want	want
to	to	to
avoid	avoid	avoid
having	have	having
to	to	to
buy	buy	buy
a	a	a
new	new	new
copy	copi	copy
in	in	in
order	order	order
to	to	to
change	chang	change
the	the	the
registration	registr	registration
information	inform	information
and	and	and
then	then	then
having	have	having
a	a	a
copy	copi	copy
lying	lie	lying
around	around	around
i	i	i
don	don	don
'	'	'
t	t	t
use	use	use
.	.	.
.	.	.
.	.	.

maybe	mayb	maybe
i	i	i
can	can	can
get	get	get
a	a	a
new	new	new
disk	disk	disk
1	1	1
.	.	.
.	.	.
.	.	.

-	-	-
-	-	-
mattias	mattia	mattias
hembruch	hembruch	hembruch

>	>	>
>	>	>
my	my	my
views	view	view
do	do	do
not	not	not
necessarily	necessarili	necessarily
reflect	reflect	reflect
those	those	those
of	of	of
the	the	the
tse	tse	tse
.	.	.

<	<	<
<	<	<
e	e	e
-	-	-
mail	mail	mail
:	:	:
mhembruc@tse.com	mhembruc@tse.com	mhembruc@tse.com
