from	from	from
:	:	:
manu@oas.olivetti.com	manu@oas.olivetti.com	manu@oas.olivetti.com
(	(	(
manu	manu	manu
das	das	da
)	)	)

subject	subject	subject
:	:	:
overlapped	overlap	overlapped
window	window	window
without	without	without
a	a	a
title	titl	title
bar	bar	bar

organization	organ	organization
:	:	:
olivetti	olivetti	olivetti
atc	atc	atc
;	;	;
cupertino	cupertino	cupertino
ca	ca	ca
,	,	,
usa	usa	usa

lines	line	line
:	:	:
31	31	31

distribution	distribut	distribution
:	:	:
usa	usa	usa

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
todi	todi	todi
.	.	.
oas	oa	oas
.	.	.
olivetti	olivetti	olivetti
.	.	.
com	com	com

hi	hi	hi
,	,	,

i	i	i
have	have	have
a	a	a
simple	simpl	simple
question	question	question
.	.	.

is	is	is
it	it	it
possible	possibl	possible
to	to	to
create	creat	create
a	a	a
overlapped	overlap	overlapped
thickframe	thickfram	thickframe
window	window	window
without	without	without
a	a	a
title	titl	title
bar	bar	bar
;	;	;
ie	ie	ie

(	(	(
ws_overlapped	ws_overlap	ws_overlapped
|	|	|
ws_thickframe	ws_thickfram	ws_thickframe
)	)	)
&	&	&
~	~	~
ws_caption	ws_caption	ws_caption

i	i	i
don	don	don
'	'	'
t	t	t
seem	seem	seem
to	to	to
be	be	be
able	abl	able
to	to	to
get	get	get
rid	rid	rid
off	off	off
the	the	the
title	titl	title
bar	bar	bar
.	.	.

i	i	i
have	have	have
another	anoth	another
question	question	question
:	:	:

i	i	i
have	have	have
a	a	a
overlapped	overlap	overlapped
window	window	window
(	(	(
say	say	say
v	v	v
)	)	)
which	which	which
has	has	ha
few	few	few
child	child	child
windows	window	window
(	(	(
a	a	a
,	,	,
b	b	b
,	,	,
c	c	c
,	,	,
etc	etc	etc
)	)	)
the	the	the
window	window	window
shows	show	show
up	up	up
with	with	with
all	all	all
it	it	it
'	'	'
s	s	s
children	children	child
fine	fine	fine
.	.	.

now	now	now
,	,	,
i	i	i
create	creat	create
another	anoth	another
child	child	child
(	(	(
t	t	t
)	)	)
with	with	with
a	a	a
ws_thickframe	ws_thickfram	ws_thickframe
style	style	style
and	and	and
placed	place	placed
on	on	on
top	top	top
of	of	of
one	one	one
or	or	or
more	more	more
of	of	of
it	it	it
'	'	'
s	s	s
siblings	sibl	sibling
.	.	.

style	style	style
ws_thickframe	ws_thickfram	ws_thickframe
is	is	is
used	use	used
so	so	so
that	that	that
i	i	i
can	can	can
resize	resiz	resize
it	it	it
.	.	.

how	how	how
do	do	do
i	i	i
make	make	make
sure	sure	sure
that	that	that
the	the	the
child	child	child
'	'	'
t	t	t
'	'	'
will	will	will
always	alway	always
be	be	be
at	at	at
the	the	the
top	top	top
of	of	of
it	it	it
'	'	'
s	s	s
siblings	sibl	sibling
.	.	.

i	i	i
used	use	used
setwindowpos	setwindowpo	setwindowpos
(	(	(
)	)	)
and	and	and
bringwindowtotop	bringwindowtotop	bringwindowtotop
(	(	(
)	)	)
without	without	without
success	success	success
.	.	.

what	what	what
'	'	'
s	s	s
happening	happen	happening
is	is	is
that	that	that
while	while	while
i	i	i
am	am	am
resizing	resiz	resizing
'	'	'
t	t	t
'	'	'
it	it	it
shows	show	show
up	up	up
but	but	but
as	as	a
soon	soon	soon
as	as	a
i	i	i
let	let	let
go	go	go
,	,	,
it	it	it
goes	goe	go
behild	behild	behild
it	it	it
'	'	'
s	s	s
siblings	sibl	sibling
.	.	.

any	ani	any
help	help	help
would	would	would
be	be	be
greatly	great	greatly
appreciated	appreci	appreciated
.	.	.

manu	manu	manu

please	pleas	please
mail	mail	mail
me	me	me
at	at	at
manu@oas.olivetti.com	manu@oas.olivetti.com	manu@oas.olivetti.com
