subject	subject	subject
:	:	:
roman	roman	roman
.	.	.
bmp	bmp	bmp
05	05	05
/	/	/
14	14	14

from	from	from
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

reply	repli	reply
-	-	-
to	to	to
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

distribution	distribut	distribution
:	:	:
usa	usa	usa

organization	organ	organization
:	:	:
university	univers	university
of	of	of
south	south	south
dakota	dakota	dakota

lines	line	line
:	:	:
957	957	957

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
part	part	part
5	5	5
of	of	of
14	14	14
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
m	m	m
)	)	)
b9r	b9r	b9r
&	&	&
kjz	kjz	kjz
)	)	)
evz	evz	evz
=	=	=
+	+	+
itnkh	itnkh	itnkh
>	>	>
?	?	?
7u	7u	7u
=	=	=
pgu	pgu	pgu
]	]	]
+	+	+
"	"	"
q	q	q
=	=	=
?	?	?
72_	72_	72_
=	=	=
"	"	"
pu	pu	pu
'	'	'
gt	gt	gt
>	>	>
+	+	+
,	,	,
<	<	<
lorpu86	lorpu86	lorpu86
$	$	$
1ex	1ex	1ex
,	,	,
8	8	8
m	m	m
,	,	,
p	p	p
$	$	$
hwa	hwa	hwa
=	=	=
@	@	@
8	8	8
!	!	!
skwi_	skwi_	skwi_
,	,	,
s	s	s
"	"	"
b	b	b
<	<	<
)	)	)
s	s	s
<	<	<
w	w	w
-	-	-
r	r	r
>	>	>
!	!	!
5c	5c	5c
<	<	<
-	-	-
s	s	s
`	`	`
hfnair	hfnair	hfnair
<	<	<
k	k	k
)	)	)
r	r	r
<	<	<
b9rmw	b9rmw	b9rmw
)	)	)
+	+	+
d	d	d
)	)	)
#	#	#
d	d	d
"	"	"
c	c	c
!	!	!
v	v	v
m	m	m
=	=	=
kpywa	kpywa	kpywa
>	>	>
\	\	\
'	'	'
.	.	.
l74	l74	l74
?	?	?
4	4	4
<	<	<
jpw	jpw	jpw
,	,	,
5eqefyjlkhbq	5eqefyjlkhbq	5eqefyjlkhbq
?	?	?
k5	k5	k5
^	^	^
(	(	(
7	7	7
*	*	*
zlk	zlk	zlk
*	*	*
z	z	z
)	)	)
kh	kh	kh
:	:	:
nkjz	nkjz	nkjz
)	)	)
g0fnki	g0fnki	g0fnki
=	=	=
m	m	m
)	)	)
k	k	k
)	)	)
=	=	=
)	)	)
khfngu	khfngu	khfngu
=	=	=
nk	nk	nk
*	*	*
rlb9tlkit	rlb9tlkit	rlb9tlkit
)	)	)
l	l	l
)	)	)
=	=	=
pk	pk	pk
)	)	)
=	=	=
71jrnkh	71jrnkh	71jrnkh
:	:	:
<	<	<
air	air	air
&	&	&
kh	kh	kh
:	:	:
<	<	<
b9r	b9r	b9r
&	&	&
g	g	g
*	*	*
w	w	w
<	<	<
g	g	g
*	*	*
w	w	w
m	m	m
&	&	&
k	k	k
>	>	>
w	w	w
&	&	&
jvm	jvm	jvm
<	<	<
g	g	g
)	)	)
rk	rk	rk
:	:	:
ur	ur	ur
<	<	<
k	k	k
>	>	>
w	w	w
<	<	<
jvm	jvm	jvm
<	<	<
g	g	g
)	)	)
r	r	r
