from	from	from
:	:	:
ebosco@us.oracle.com	ebosco@us.oracle.com	ebosco@us.oracle.com
(	(	(
eric	eric	eric
bosco	bosco	bosco
)	)	)

subject	subject	subject
:	:	:
windows	window	window
3	3	3
.	.	.
1	1	1
keeps	keep	keep
crashing	crash	crashing
:	:	:
please	pleas	please
help	help	help

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
monica	monica	monica
.	.	.
us	us	u
.	.	.
oracle	oracl	oracle
.	.	.
com	com	com

reply	repli	reply
-	-	-
to	to	to
:	:	:
ebosco@us.oracle.com	ebosco@us.oracle.com	ebosco@us.oracle.com

organization	organ	organization
:	:	:
oracle	oracl	oracle
corp	corp	corp
.	.	.
,	,	,
redwood	redwood	redwood
shores	shore	shore
ca	ca	ca

x	x	x
-	-	-
disclaimer	disclaim	disclaimer
:	:	:
this	this	this
message	messag	message
was	was	wa
written	written	written
by	by	by
an	an	an
unauthenticated	unauthent	unauthenticated
user	user	user

at	at	at
oracle	oracl	oracle
corporation	corpor	corporation
.	.	.

the	the	the
opinions	opinion	opinion
expressed	express	expressed
are	are	are
those	those	those

of	of	of
the	the	the
user	user	user
and	and	and
not	not	not
necessarily	necessarili	necessarily
those	those	those
of	of	of
oracle	oracl	oracle
.	.	.

lines	line	line
:	:	:
41	41	41

as	as	a
the	the	the
subjects	subject	subject
says	say	say
,	,	,
windows	window	window
3	3	3
.	.	.
1	1	1
keeps	keep	keep
crashing	crash	crashing
(	(	(
givinh	givinh	givinh
me	me	me
gpf	gpf	gpf
)	)	)
on	on	on
me	me	me
of	of	of
late	late	late
.	.	.

it	it	it
was	was	wa
never	never	never
a	a	a
very	veri	very
stable	stabl	stable
package	packag	package
,	,	,
but	but	but
now	now	now
it	it	it
seems	seem	seems
to	to	to
crash	crash	crash
every	everi	every
day	day	day
.	.	.

the	the	the
worst	worst	worst
part	part	part
about	about	about
it	it	it
is	is	is
that	that	that
it	it	it
does	doe	doe
not	not	not
crash	crash	crash
consistently	consist	consistently
:	:	:
ie	ie	ie
i	i	i

can	can	can
'	'	'
t	t	t
