subject	subject	subject
:	:	:
roman	roman	roman
.	.	.
bmp	bmp	bmp
06	06	06
/	/	/
14	14	14

from	from	from
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

reply	repli	reply
-	-	-
to	to	to
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

distribution	distribut	distribution
:	:	:
usa	usa	usa

organization	organ	organization
:	:	:
university	univers	university
of	of	of
south	south	south
dakota	dakota	dakota

lines	line	line
:	:	:
958	958	958

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
part	part	part
6	6	6
of	of	of
14	14	14
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
maz	maz	maz
)	)	)
75u	75u	75u
=	=	=
7r	7r	7r
!	!	!
1kp	1kp	1kp
"	"	"
5a8	5a8	5a8
=	=	=
f	f	f
>	>	>
`	`	`
7	7	7
;	;	;
ug	ug	ug
)	)	)
\	\	\
&	&	&
v0	v0	v0
&	&	&
>	>	>
*	*	*
yz	yz	yz
>	>	>
*	*	*
w5	w5	w5
&	&	&
$	$	$
'	'	'
z	z	z
]	]	]
m	m	m
;	;	;
t0ax	t0ax	t0ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
max	max	max
=	=	=
7hlal	7hlal	7hlal
(	(	(
;	;	;
7	7	7
(	(	(
5u	5u	5u
\	\	\
,	,	,
meih	meih	meih
@	@	@
$	$	$
h	h	h
^	^	^
,	,	,
#	#	#
"	"	"
,	,	,
4	4	4
*	*	*
&	&	&
?	?	?
8	8	8
%	%	%
'	'	'
u	u	u
#	#	#
6	6	6
#	#	#
,	,	,
-	-	-
v	v	v
`	`	`
w	w	w
!	!	!
h	h	h
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
max	max	max
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
a	a	a
[	[	[
0e9	0e9	0e9
:	:	:
0e97pm8	0e97pm8	0e97pm8
]	]	]
8m9	8m9	8m9
#	#	#
mh	mh	mh
m6cnl	m6cnl	m6cnl
]	]	]
%	%	%
&	&	&
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
ax	ax	ax
>	>	>
'	'	'
aul4su	aul4su	aul4su
=	=	=
7z	7z	7z
/	/	/
*	*	*
v	v	v
&	&	&
u	u	u
<	<	<
2x	2x	2x
!	!	!
!	!	!
:	:	:
6m3byk7l	6m3byk7l	6m3byk7l
:	:	:
.	.	.
q	q	q
-	-	-
tz	tz	tz
#	#	#
q	q	q
m	m	m
[	[	[
/	/	/
%	%	%
#	#	#
\	\	\
>	>	>
sl	sl	sl
[	[	[
.	.	.
r	r	r
'	'	'
