nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
134	134	134
.	.	.
58	58	58
.	.	.
96	96	96
.	.	.
14	14	14

from	from	from
:	:	:
wimvh@liris.tew.kuleuven.ac.be	wimvh@liris.tew.kuleuven.ac.b	wimvh@liris.tew.kuleuven.ac.be
(	(	(
wim	wim	wim
van	van	van
holder	holder	holder
)	)	)

distribution	distribut	distribution
:	:	:
world	world	world

organization	organ	organization
:	:	:
k	k	k
.	.	.
u	u	u
.	.	.
leuven	leuven	leuven
-	-	-
applied	appli	applied
economic	econom	economic
sciences	scienc	science
department	depart	department

subject	subject	subject
:	:	:
trumpet	trumpet	trumpet
for	for	for
windows	window	window
&	&	&
other	other	other
news	news	news
readers	reader	reader

lines	line	line
:	:	:
18	18	18

i	i	i
'	'	'
m	m	m
looking	look	looking
for	for	for
a	a	a
decent	decent	decent
windows	window	window
news	news	news
reader	reader	reader
.	.	.

i	i	i
'	'	'
ve	ve	ve
given	given	given
up	up	up
on	on	on
winvn	winvn	winvn
0	0	0
.	.	.
76	76	76
since	sinc	since
it	it	it
doesn	doesn	doesn
'	'	'
t	t	t
work	work	work
very	veri	very
well	well	well
with	with	with
the	the	the
winsock	winsock	winsock
.	.	.
dll	dll	dll
of	of	of
the	the	the
ibm	ibm	ibm
tcp	tcp	tcp
/	/	/
ip	ip	ip
for	for	for
dos	dos	do
2	2	2
.	.	.
1	1	1
.	.	.

what	what	what
the	the	the
status	status	status
of	of	of
trumpet	trumpet	trumpet
for	for	for
windows	window	window
?	?	?

will	will	will
it	it	it
use	use	use
the	the	the
windows	window	window
sockets	socket	socket
?	?	?

i	i	i
liked	like	liked
it	it	it
in	in	in
dos	dos	do
but	but	but
had	had	had
to	to	to
abandon	abandon	abandon
it	it	it
since	sinc	since
i	i	i
started	start	started
using	use	using
ndis	ndis	ndis
to	to	to
access	access	access
our	our	our
token	token	token
ring	ring	ring
(	(	(
results	result	result
in	in	in
invalid	invalid	invalid
class	class	class
error	error	error
:	:	:
(	(	(

bye	bye	bye
!	!	!

wim	wim	wim
van	van	van
holder	holder	holder
katholieke	katholiek	katholieke
universiteit	universiteit	universiteit
leuven	leuven	leuven
tel	tel	tel
:	:	:
+	+	+
+	+	+
32	32	32
(	(	(
0	0	0
)	)	)
16	16	16
/	/	/
28	28	28
.	.	.
57	57	57
.	.	.
16	16	16
departement	depart	departement
t	t	t
.	.	.
e	e	e
.	.	.
w	w	w
.	.	.
fax	fax	fax
:	:	:
+	+	+
+	+	+
32	32	32
(	(	(
0	0	0
)	)	)
16	16	16
/	/	/
28	28	28
.	.	.
57	57	57
.	.	.
99	99	99
dekenstraat	dekenstraat	dekenstraat
2	2	2
b	b	b
-	-	-
3000	3000	3000
leuven	leuven	leuven
e	e	e
-	-	-
mail	mail	mail
:	:	:
wimvh@liris.tew.kuleuven.ac.be	wimvh@liris.tew.kuleuven.ac.b	wimvh@liris.tew.kuleuven.ac.be
belgium	belgium	belgium
fdbaq03@cc1.kuleuven.ac.be	fdbaq03@cc1.kuleuven.ac.b	fdbaq03@cc1.kuleuven.ac.be
