subject	subject	subject
:	:	:
is	is	is
smartdrv	smartdrv	smartdrv
.	.	.
exe	exe	exe
causing	caus	causing
bad	bad	bad
sectors	sector	sector
on	on	on
my	my	my
hd	hd	hd
?	?	?

from	from	from
:	:	:
jdriver@netlink.cts.com	jdriver@netlink.cts.com	jdriver@netlink.cts.com
(	(	(
john	john	john
driver	driver	driver
)	)	)

organization	organ	organization
:	:	:
netlink	netlink	netlink
online	onlin	online
communications	communic	communication
,	,	,
san	san	san
diego	diego	diego
ca	ca	ca

lines	line	line
:	:	:
47	47	47

i	i	i
am	am	am
having	have	having
something	someth	something
very	veri	very
unusual	unusu	unusual
happen	happen	happen
.	.	.

first	first	first
some	some	some
background	background	background
on	on	on
my	my	my
system	system	system
.	.	.

i	i	i
have	have	have
a	a	a
mitsubishi	mitsubishi	mitsubishi
63	63	63
meg	meg	meg
hard	hard	hard
drive	drive	drive
,	,	,
and	and	and
am	am	am
running	run	running
smartdrv	smartdrv	smartdrv
(	(	(
the	the	the
version	version	version
that	that	that
comes	come	come
with	with	with
windows	window	window
3	3	3
.	.	.
1	1	1
)	)	)
on	on	on
it	it	it
.	.	.

i	i	i
rarely	rare	rarely
use	use	use
windows	window	window
.	.	.

i	i	i
use	use	use
a	a	a
program	program	program
called	call	called
disk	disk	disk
technician	technician	technician
gold	gold	gold
v1	v1	v1
.	.	.
14	14	14
to	to	to
do	do	do
diagnostics	diagnost	diagnostics
live	live	live
time	time	time
on	on	on
my	my	my
hard	hard	hard
drive	drive	drive
.	.	.

it	it	it
works	work	work
by	by	by
having	have	having
a	a	a
device	devic	device
driver	driver	driver
detect	detect	detect
whenever	whenev	whenever
more	more	more
than	than	than
one	one	one
read	read	read
is	is	is
necessary	necessari	necessary
for	for	for
a	a	a
file	file	file
,	,	,
or	or	or
if	if	if
there	there	there
is	is	is
anything	anyth	anything
else	els	else
is	is	is
wrong	wrong	wrong
with	with	with
it	it	it
,	,	,
and	and	and
minor	minor	minor
problems	problem	problem
are	are	are
fully	fulli	fully
checked	check	checked
out	out	out
upon	upon	upon
rebooting	reboot	rebooting
.	.	.

my	my	my
hard	hard	hard
drive	drive	drive
is	is	is
notorious	notori	notorious
for	for	for
bad	bad	bad
sectors	sector	sector
.	.	.

i	i	i
usually	usual	usually
end	end	end
up	up	up
with	with	with
8	8	8
new	new	new
bad	bad	bad
sectors	sector	sector
a	a	a
week	week	week
.	.	.

here	here	here
'	'	'
s	s	s
what	what	what
happened	happen	happened
:	:	:
i	i	i
ran	ran	ran
a	a	a
program	program	program
,	,	,
and	and	and
dtg	dtg	dtg
broke	broke	broke
in	in	in
with	with	with
an	an	an
emergency	emerg	emergency
warning	warn	warning
and	and	and
recommended	recommend	recommended
i	i	i
reboot	reboot	reboot
.	.	.

it	it	it
gave	gave	gave
me	me	me
this	this	this
message	messag	message
twice	twice	twice
before	befor	before
the	the	the
program	program	program
was	was	wa
fully	fulli	fully
loaded	load	loaded
.	.	.

i	i	i
exited	exit	exited
the	the	the
program	program	program
and	and	and
did	did	did
just	just	just
this	this	this
.	.	.

dtg	dtg	dtg
went	went	went
through	through	through
its	it	it
bootup	bootup	bootup
process	process	process
,	,	,
examining	examin	examining
for	for	for
new	new	new
errors	error	error
etc	etc	etc
.	.	.
