subject	subject	subject
:	:	:
roman	roman	roman
02	02	02
/	/	/
14	14	14

from	from	from
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

reply	repli	reply
-	-	-
to	to	to
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

distribution	distribut	distribution
:	:	:
usa	usa	usa

organization	organ	organization
:	:	:
university	univers	university
of	of	of
south	south	south
dakota	dakota	dakota

keywords	keyword	keywords
:	:	:
bmp	bmp	bmp
,	,	,
wallpaper	wallpap	wallpaper

lines	line	line
:	:	:
958	958	958

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
part	part	part
2	2	2
of	of	of
14	14	14
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
m0	m0	m0
.	.	.
/	/	/
cxt	cxt	cxt
!	!	!
)	)	)
27m	27m	27m
)	)	)
x	x	x
^	^	^
-	-	-
)	)	)
x	x	x
^	^	^
/	/	/
cbn	cbn	cbn
/	/	/
c24e	c24e	c24e
[	[	[
x	x	x
^	^	^
.	.	.
*	*	*
x	x	x
^	^	^
/	/	/
cx	cx	cx
^	^	^
.	.	.
*	*	*
x	x	x
^	^	^
,	,	,
rbn	rbn	rbn
.	.	.
*	*	*
,	,	,
hkc	hkc	hkc
,	,	,
goc	goc	goc
,	,	,
n	n	n
-	-	-
[	[	[
mbc	mbc	mbc
)	)	)
[	[	[
xs	xs	x
(	(	(
r6	r6	r6
'	'	'
oc3c	oc3c	oc3c
)	)	)
[	[	[
>	>	>
xj	xj	xj
*	*	*
,	,	,
ea	ea	ea
.	.	.
bn	bn	bn
>	>	>
*	*	*
>	>	>
s	s	s
+	+	+
gbe	gbe	gbe
@	@	@
r6	r6	r6
(	(	(
ksyxksbhi86	ksyxksbhi86	ksyxksbhi86
$	$	$
y	y	y
.	.	.
y	y	y
^	^	^
<	<	<
r	r	r
\	\	\
_	_	_
-	-	-
8	8	8
my_	my_	my_
/	/	/
sys	sys	sys
*	*	*
/	/	/
ct	ct	ct
[	[	[
s	s	s
\	\	\
x_s3n	x_s3n	x_s3n
>	>	>
/	/	/
c	c	c
^	^	^
>	>	>
/	/	/
cx_s	cx_s	cx_s
\	\	\
ua	ua	ua
.	.	.
y_	y_	y_
/	/	/
sc_	sc_	sc_
.	.	.
/	/	/
c_	c_	c_
-	-	-
8c_	8c_	8c_
.	.	.
/	/	/
c_	c_	c_
/	/	/
gcx	gcx	gcx
^	^	^
/	/	/
y_	y_	y_
.	.	.
/	/	/
m	m	m
\	\	\
x_scx	x_scx	x_scx
^	^	^
/	/	/
\	\	\
_	_	_
.	.	.
/	/	/
c_	c_	c_
/	/	/
s	s	s
\	\	\
_	_	_
.	.	.
/	/	/
\	\	\
x	x	x
^	^	^
/	/	/
\	\	\
x	x	x
^	^	^
/	/	/
cx_scx	cx_scx	cx_scx
^	^	^
/	/	/
c_	c_	c_
.	.	.
/	/	/
cx	cx	cx
^	^	^
/	/	/
\	\	\
x	x	x
^	^	^
/	/	/
c_	c_	c_
.	.	.
/	/	/
cx	cx	cx
^	^	^
/	/	/
cx	cx	cx
^	^	^
/	/	/
m	m	m
\	\	\
x	x	x
^	^	^
