from	from	from
:	:	:
ob00@ns1.cc.lehigh.edu	ob00@ns1.cc.lehigh.edu	ob00@ns1.cc.lehigh.edu
(	(	(
olcay	olcay	olcay
boz	boz	boz
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
how	how	how
do	do	do
i	i	i
make	make	make
ghostscript	ghostscript	ghostscript
work	work	work
?	?	?

organization	organ	organization
:	:	:
lehigh	lehigh	lehigh
university	univers	university

lines	line	line
:	:	:
40	40	40

you	you	you
need	need	need
gs252ini	gs252ini	gs252ini
.	.	.
zip	zip	zip
and	and	and
24	24	24
*	*	*
.	.	.
zip	zip	zip
,	,	,
and	and	and
25	25	25
*	*	*
.	.	.
zip	zip	zip
font	font	font
files	file	file
.	.	.

you	you	you
can	can	can
get	get	get
these	these	these
from	from	from
wuarchive	wuarchiv	wuarchive
.	.	.
wustl	wustl	wustl
.	.	.
edu	edu	edu
/	/	/
mirrors	mirror	mirror
/	/	/
msdos	msdos	msdos
/	/	/
postscript	postscript	postscript
.	.	.

i	i	i
also	also	also
advice	advic	advice
you	you	you
to	to	to
get	get	get
gs252gui	gs252gui	gs252gui
.	.	.
zip	zip	zip
from	from	from
cica	cica	cica
.	.	.

it	it	it
is	is	is
a	a	a
nice	nice	nice
interface	interfac	interface
for	for	for
ghostscript	ghostscript	ghostscript
.	.	.

ghostscript	ghostscript	ghostscript
is	is	is
very	veri	very
user	user	user
unfriendly	unfriend	unfriendly
.	.	.

this	this	this
interface	interfac	interface
makes	make	make
it	it	it
user	user	user
friendly	friend	friendly
.	.	.

for	for	for
using	use	using
this	this	this
interface	interfac	interface
you	you	you
have	have	have
to	to	to
get	get	get
vbrun100	vbrun100	vbrun100
.	.	.
dll	dll	dll
(	(	(
from	from	from
risc	risc	risc
.	.	.
ua	ua	ua
.	.	.
edu	edu	edu
/	/	/
pub	pub	pub
/	/	/
network	network	network
/	/	/
misc	misc	misc
)	)	)
copy	copi	copy
this	this	this
to	to	to
your	your	your
windows	window	window
directory	directori	directory
.	.	.

copy	copi	copy
gui	gui	gui
executables	execut	executables
and	and	and
other	other	other
files	file	file
to	to	to
your	your	your
