subject	subject	subject
:	:	:
roman	roman	roman
.	.	.
bmp	bmp	bmp
07	07	07
/	/	/
14	14	14

from	from	from
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

reply	repli	reply
-	-	-
to	to	to
:	:	:
pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu	pwiseman@salmon.usd.edu
(	(	(
cliff	cliff	cliff
)	)	)

distribution	distribut	distribution
:	:	:
usa	usa	usa

organization	organ	organization
:	:	:
university	univers	university
of	of	of
south	south	south
dakota	dakota	dakota

lines	line	line
:	:	:
958	958	958

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
part	part	part
7	7	7
of	of	of
14	14	14
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
mi	mi	mi
:	:	:
6ei	6ei	6ei
:	:	:
6ei	6ei	6ei
:	:	:
6ei	6ei	6ei
:	:	:
6ei	6ei	6ei
:	:	:
6ei	6ei	6ei
:	:	:
6ei	6ei	6ei
:	:	:
6ei4	6ei4	6ei4
=	=	=
'	'	'
1t	1t	1t
=	=	=
'	'	'
1t	1t	1t
=	=	=
'	'	'
1t	1t	1t
=	=	=
'	'	'
i	i	i
:	:	:
6ei	6ei	6ei
:	:	:
6ei	6ei	6ei
:	:	:
6ei0l	6ei0l	6ei0l
+	+	+
m	m	m
"	"	"
pl	pl	pl
+	+	+
"	"	"
pl	pl	pl
+	+	+
"	"	"
pl	pl	pl
+	+	+
"	"	"
pl	pl	pl
+	+	+
