from	from	from
:	:	:
bishop@baeyer.chem.fsu.edu	bishop@baeyer.chem.fsu.edu	bishop@baeyer.chem.fsu.edu
(	(	(
greg	greg	greg
bishop	bishop	bishop
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
borland	borland	borland
'	'	'
s	s	s
paradox	paradox	paradox
offer	offer	offer

organization	organ	organization
:	:	:
physics	physic	physic
department	depart	department
,	,	,
fsu	fsu	fsu

news	news	news
-	-	-
software	softwar	software
:	:	:
vax	vax	vax
/	/	/
vms	vms	vms
vnews	vnew	vnews

reply	repli	reply
-	-	-
to	to	to
:	:	:
bishop@baeyer.chem.fsu.edu	bishop@baeyer.chem.fsu.edu	bishop@baeyer.chem.fsu.edu

lines	line	line
:	:	:
31	31	31

>	>	>
i	i	i
am	am	am
considering	consid	considering
buying	buy	buying
borland	borland	borland
'	'	'
s	s	s
paradox	paradox	paradox
for	for	for
windows	window	window
since	sinc	since
i	i	i

>	>	>
would	would	would
like	like	like
to	to	to
use	use	use
a	a	a
database	databas	database
with	with	with
windows	window	window
(	(	(
i	i	i
don	don	don
'	'	'
t	t	t
have	have	have
/	/	/
use	use	use

>	>	>
one	one	one
yet	yet	yet
)	)	)
for	for	for
both	both	both
work	work	work
/	/	/
home	home	home
use	use	use
.	.	.

i	i	i
would	would	would
like	like	like
to	to	to
advantage	advantag	advantage

>	>	>
of	of	of
borland	borland	borland
'	'	'
s	s	s
"	"	"
$	$	$
129	129	129
.	.	.
95	95	95
until	until	until
april	april	april
30	30	30
"	"	"
offer	offer	offer
if	if	if
this	this	this
package	packag	package

>	>	>
is	is	is
everything	everyth	everything
that	that	that
borland	borland	borland
claims	claim	claim
it	it	it
to	to	to
be	be	be
.	.	.

so	so	so
,	,	,
i	i	i
was	was	wa

>	>	>
wondering	wonder	wondering
.	.	.
.	.	.
.	.	.

has	has	ha
anybody	anybodi	anybody
used	use	used
this	this	this
and	and	and
/	/	/
or	or	or
have	have	have
any	ani	any
opinions	opinion	opinion
?	?	?

>	>	>

>	>	>
-	-	-
-	-	-
tom	tom	tom
belmonte	belmont	belmonte

if	if	if
you	you	you
are	are	are
interested	interest	interested
in	in	in
a	a	a
program	program	program
which	which	which
is	is	is
very	veri	very
easy	easi	easy
to	to	to
use	use	use
,	,	,
i	i	i
strongly	strong	strongly
suggest	suggest	suggest
approach	approach	approach
2	2	2
.	.	.
0	0	0
.	.	.
it	it	it
is	is	is
extremely	extrem	extremely
easy	easi	easy
to	to	to
use	use	use
,	,	,
make	make	make
reports	report	report
,	,	,
etc	etc	etc
.	.	.

i	i	i
own	own	own
both	both	both
it	it	it
and	and	and
paradox	paradox	paradox
,	,	,
and	and	and
i	i	i
almost	almost	almost
never	never	never
use	use	use
paradox	paradox	paradox
.	.	.

if	if	if
you	you	you
need	need	need
to	to	to
build	build	build
up	up	up
a	a	a
complicated	complic	complicated
application	applic	application
,	,	,
then	then	then
paradox	paradox	paradox
is	is	is
the	the	the
way	way	way
to	to	to
go	go	go
.	.	.

i	i	i
have	have	have
heard	heard	heard
horror	horror	horror
stories	stori	story
about	about	about
the	the	the
access	access	access
programming	program	programming
being	be	being
extremely	extrem	extremely
cryptic	cryptic	cryptic
.	.	.

since	sinc	since
you	you	you
seem	seem	seem
like	like	like
you	you	you
will	will	will
probably	probabl	probably
be	be	be
doing	do	doing
fairly	fair	fairly
small	small	small
stuff	stuff	stuff
(	(	(
work	work	work
/	/	/
home	home	home
use	use	use
and	and	and
you	you	you
have	have	have
not	not	not
used	use	used
a	a	a
database	databas	database
before	befor	before
)	)	)
,	,	,
i	i	i
recommend	recommend	recommend
approach	approach	approach
.	.	.

i	i	i
have	have	have
found	found	found
only	onli	only
one	one	one
small	small	small
thing	thing	thing
which	which	which
i	i	i
would	would	would
like	like	like
it	it	it
to	to	to
do	do	do
more	more	more
easily	easili	easily
:	:	:
i	i	i
have	have	have
one	one	one
database	databas	database
where	where	where
the	the	the
order	order	order
in	in	in
which	which	which
the	the	the
records	record	record
are	are	are
entered	enter	entered
must	must	must
be	be	be
different	differ	different
than	than	than
what	what	what
is	is	is
the	the	the
logical	logic	logical
ordering	order	ordering
.	.	.

to	to	to
permanently	perman	permanently
reorder	reorder	reorder
(	(	(
to	to	to
use	use	use
the	the	the
old	old	old
dbase	dbase	dbase
iii	iii	iii
command	command	command
)	)	)
the	the	the
records	record	record
requires	requir	requires
sorting	sort	sorting
the	the	the
records	record	record
appropriately	appropri	appropriately
(	(	(
no	no	no
problem	problem	problem
,	,	,
since	sinc	since
i	i	i
almost	almost	almost
always	alway	always
use	use	use
them	them	them
in	in	in
this	this	this
order	order	order
)	)	)
exporting	export	exporting
the	the	the
database	databas	database
to	to	to
another	anoth	another
database	databas	database
(	(	(
which	which	which
can	can	can
still	still	still
be	be	be
an	an	an
approach	approach	approach
database	databas	database
)	)	)
,	,	,
and	and	and
then	then	then
copying	copi	copying
the	the	the
exported	export	exported
files	file	file
back	back	back
to	to	to
the	the	the
original	origin	original
filename	filenam	filename
.	.	.

this	this	this
is	is	is
a	a	a
small	small	small
weakness	weak	weakness
,	,	,
considering	consid	considering
the	the	the
other	other	other
items	item	item
i	i	i
really	realli	really
like	like	like
about	about	about
approach	approach	approach
.	.	.

it	it	it
is	is	is
also	also	also
a	a	a
little	littl	little
slower	slower	slower
than	than	than
paradox	paradox	paradox
(	(	(
other	other	other
than	than	than
the	the	the
loading	load	loading
,	,	,
