from	from	from
:	:	:
ld231782@longs.lance.colostate.edu	ld231782@longs.lance.colostate.edu	ld231782@longs.lance.colostate.edu
(	(	(
l	l	l
.	.	.

detweiler	detweil	detweiler
)	)	)
subject	subject	subject
:	:	:
privacy	privaci	privacy
&	&	&
anonymity	anonym	anonymity
on	on	on
the	the	the
internet	internet	internet
faq	faq	faq
(	(	(
3	3	3
of	of	of
3	3	3
)	)	)
supersedes	supersed	supersedes
:	:	:
<	<	<
net	net	net
-	-	-
privacy	privaci	privacy
/	/	/
part3_733153240@gza.com	part3_733153240@gza.com	part3_733153240@gza.com
>	>	>
organization	organ	organization
:	:	:
tmp	tmp	tmp
enterprises	enterpris	enterprise
lines	line	line
:	:	:
1201	1201	1201
expires	expir	expires
:	:	:
21	21	21
may	may	may
1993	1993	1993
04	04	04
:	:	:
00	00	00
:	:	:
06	06	06
gmt	gmt	gmt
reply	repli	reply
-	-	-
to	to	to
:	:	:
ld231782@longs.lance.colostate.edu	ld231782@longs.lance.colostate.edu	ld231782@longs.lance.colostate.edu
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
pad	pad	pad
-	-	-
thai	thai	thai
.	.	.
aktis	akti	aktis
.	.	.
com	com	com
summary	summari	summary
:	:	:
notes	note	note
on	on	on
the	the	the
use	use	use
,	,	,
history	histori	history
,	,	,
and	and	and
value	valu	value
of	of	of
anonymous	anonym	anonymous
usenet	usenet	usenet

posting	post	posting
and	and	and
email	email	email
remailing	remail	remailing
services	servic	service
x	x	x
-	-	-
last	last	last
-	-	-
updated	updat	updated
:	:	:
1993	1993	1993
/	/	/
03	03	03
/	/	/
04	04	04

archive	archiv	archive
-	-	-
name	name	name
:	:	:
net	net	net
-	-	-
privacy	privaci	privacy
/	/	/
part3	part3	part3

last	last	last
-	-	-
modified	modifi	modified
:	:	:
1993	1993	1993
/	/	/
3	3	3
/	/	/
3	3	3

version	version	version
:	:	:
2	2	2
.	.	.
1	1	1

notes	note	note
on	on	on
anonymity	anonym	anonymity
on	on	on
the	the	the
internet	internet	internet

=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=

compiled	compil	compiled
by	by	by
l	l	l
.	.	.

detweiler	detweil	detweiler
<	<	<
ld231782@longs.lance.colostate.edu	ld231782@longs.lance.colostate.edu	ld231782@longs.lance.colostate.edu
>	>	>
.	.	.

<	<	<
8	8	8
.	.	.
1	1	1
>	>	>
what	what	what
are	are	are
some	some	some
known	known	known
anonymous	anonym	anonymous
remailing	remail	remailing
and	and	and
posting	post	posting
sites	site	site
?	?	?

<	<	<
8	8	8
.	.	.
2	2	2
>	>	>
what	what	what
are	are	are
the	the	the
responsibilities	respons	responsibility
associated	associ	associated
with	with	with
anonymity	anonym	anonymity
?	?	?

<	<	<
8	8	8
.	.	.
3	3	3
>	>	>
how	how	how
do	do	do
i	i	i
`	`	`
kill	kill	kill
'	'	'
anonymous	anonym	anonymous
postings	post	posting
?	?	?

<	<	<
8	8	8
.	.	.
4	4	4
>	>	>
what	what	what
is	is	is
the	the	the
history	histori	history
behind	behind	behind
anonymous	anonym	anonymous
posting	post	posting
servers	server	server
?	?	?

<	<	<
8	8	8
.	.	.
5	5	5
>	>	>
what	what	what
is	is	is
the	the	the
value	valu	value
of	of	of
anonymity	anonym	anonymity
?	?	?

<	<	<
8	8	8
.	.	.
6	6	6
>	>	>
should	should	should
anonymous	anonym	anonymous
posting	post	posting
to	to	to
all	all	all
groups	group	group
be	be	be
allowed	allow	allowed
?	?	?

<	<	<
8	8	8
.	.	.
7	7	7
>	>	>
what	what	what
should	should	should
system	system	system
operators	oper	operator
do	do	do
with	with	with
anonymous	anonym	anonymous
postings	post	posting
?	?	?

<	<	<
8	8	8
.	.	.
8	8	8
>	>	>
what	what	what
is	is	is
going	go	going
on	on	on
with	with	with
anon	anon	anon
.	.	.
penet	penet	penet
.	.	.
fi	fi	fi
maintained	maintain	maintained
by	by	by
j	j	j
.	.	.

helsingius	helsingius	helsingius
?	?	?

*	*	*
*	*	*
*	*	*

_____	_____	_____

<	<	<
8	8	8
.	.	.
1	1	1
>	>	>
what	what	what
are	are	are
some	some	some
known	known	known
anonymous	anonym	anonymous
remailing	remail	remailing
and	and	and
posting	post	posting
sites	site	site
?	?	?

currently	current	currently
the	the	the
most	most	most
stable	stabl	stable
of	of	of
anonymous	anonym	anonymous
remailing	remail	remailing
and	and	and
posting	post	posting
sites	site	site

is	is	is
anon	anon	anon
.	.	.
penet	penet	penet
.	.	.
fi	fi	fi
operated	oper	operated
by	by	by
julf@penet.fi	julf@penet.fi	julf@penet.fi
for	for	for
several	sever	several
months	month	month
,	,	,
who	who	who

has	has	ha
system	system	system
adminstrator	adminstr	adminstrator
privileges	privileg	privilege
and	and	and
owns	own	owns
the	the	the
equipment	equip	equipment
.	.	.

including	includ	including
anonymized	anonym	anonymized
mail	mail	mail
,	,	,
usenet	usenet	usenet
posting	post	posting
,	,	,
and	and	and
return	return	return
addresses	address	address

(	(	(
no	no	no
encryption	encrypt	encryption
)	)	)
.	.	.

send	send	send
mail	mail	mail
to	to	to
help@penet.fi	help@penet.fi	help@penet.fi
for	for	for
information	inform	information
.	.	.

hal	hal	hal
finney	finney	finney
has	has	ha
contributed	contribut	contributed
an	an	an
instruction	instruct	instruction
manual	manual	manual
for	for	for
the	the	the
cypherpunk	cypherpunk	cypherpunk

remailers	remail	remailers
on	on	on
the	the	the
ftp	ftp	ftp
site	site	site
soda	soda	soda
.	.	.
berkeley	berkeley	berkeley
.	.	.
edu	edu	edu
(	(	(
128	128	128
.	.	.
32	32	32
.	.	.
149	149	149
.	.	.
19	19	19
)	)	)
:	:	:

pub	pub	pub
/	/	/
cypherpunks	cypherpunk	cypherpunks
/	/	/
hal	hal	hal
'	'	'
s	s	s
.	.	.
instructions	instruct	instruction
.	.	.

see	see	see
also	also	also
scripts	script	script
.	.	.
tar	tar	tar
.	.	.
z	z	z
(	(	(
unix	unix	unix

scripts	script	script
to	to	to
aid	aid	aid
remailer	remail	remailer
use	use	use
)	)	)
and	and	and
anonmail	anonmail	anonmail
.	.	.
arj	arj	arj
(	(	(
msdos	msdos	msdos
batch	batch	batch
files	file	file
to	to	to

aid	aid	aid
remailer	remail	remailer
use	use	use
)	)	)
.	.	.

ebrandt@jarthur.claremont.edu	ebrandt@jarthur.claremont.edu	ebrandt@jarthur.claremont.edu

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

anonymized	anonym	anonymized
mail	mail	mail
.	.	.

request	request	request
information	inform	information
from	from	from
above	abov	above
address	address	address
.	.	.

elee7h5@rosebud.ee.uh.edu	elee7h5@rosebud.ee.uh.edu	elee7h5@rosebud.ee.uh.edu

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

experimental	experiment	experimental
anonymous	anonym	anonymous
remailer	remail	remailer
run	run	run
karl	karl	karl
barrus	barrus	barrus

<	<	<
elee9sf@menudo.uh.edu	elee9sf@menudo.uh.edu	elee9sf@menudo.uh.edu
>	>	>
,	,	,
with	with	with
encryption	encrypt	encryption
to	to	to
the	the	the
server	server	server
.	.	.

request	request	request

information	inform	information
from	from	from
that	that	that
address	address	address
.	.	.

hal@alumni.caltech.edu	hal@alumni.caltech.edu	hal@alumni.caltech.edu

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

experimental	experiment	experimental
remailer	remail	remailer
with	with	with
encryption	encrypt	encryption
to	to	to
server	server	server
and	and	and
return	return	return

addresses	address	address
.	.	.

request	request	request
information	inform	information
from	from	from
above	abov	above
address	address	address
.	.	.

hh@soda.berkeley.edu	hh@soda.berkeley.edu	hh@soda.berkeley.edu

hh@cicada.berkeley.edu	hh@cicada.berkeley.edu	hh@cicada.berkeley.edu

hh@pmantis.berkeley.edu	hh@pmantis.berkeley.edu	hh@pmantis.berkeley.edu

