from	from	from
:	:	:
arc@leland.stanford.edu	arc@leland.stanford.edu	arc@leland.stanford.edu
(	(	(
andrew	andrew	andrew
richard	richard	richard
conway	conway	conway
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
once	onc	once
tapped	tap	tapped
,	,	,
your	your	your
code	code	code
is	is	is
no	no	no
good	good	good
any	ani	any
more	more	more
.	.	.

organization	organ	organization
:	:	:
society	societi	society
for	for	for
the	the	the
conservation	conserv	conservation
of	of	of
momentum	momentum	momentum

distribution	distribut	distribution
:	:	:
na	na	na

lines	line	line
:	:	:
65	65	65

in	in	in
article	articl	article
<	<	<
1993apr21.204036.13723@rick.dgbt.doc.ca	1993apr21.204036.13723@rick.dgbt.doc.ca	1993apr21.204036.13723@rick.dgbt.doc.ca
>	>	>
jhan@debra.dgbt.doc.ca	jhan@debra.dgbt.doc.ca	jhan@debra.dgbt.doc.ca
(	(	(
jerry	jerri	jerry
han	han	han
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
bontchev	bontchev	bontchev
.	.	.
735404289	735404289	735404289
@	@	@
fbihh	fbihh	fbihh
>	>	>

>	>	>

>	>	>
as	as	a
one	one	one
of	of	of
the	the	the
happily	happili	happily
sleeping	sleep	sleeping
people	peopl	people
,	,	,
i	i	i
would	would	would
just	just	just
like	like	like
to	to	to
ask	ask	ask
this	this	this
-	-	-
>	>	>

>	>	>
aren	aren	aren
'	'	'
t	t	t
people	peopl	people
just	just	just
slightly	slight	slightly
overreacting	overreact	overreacting
to	to	to
this	this	this
?	?	?

or	or	or
are	are	are
we	we	we
all	all	all
of	of	of
a	a	a

>	>	>
sudden	sudden	sudden
going	go	going
to	to	to
draw	draw	draw
parallels	parallel	parallel
to	to	to
nazi	nazi	nazi
germany	germani	germany
and	and	and
communist	communist	communist
russia	russia	russia
?	?	?

yes	yes	yes
.	.	.

reasonable	reason	reasonable
parallels	parallel	parallel
.	.	.

(	(	(
though	though	though
i	i	i
don	don	don
'	'	'
t	t	t
think	think	think
russia	russia	russia
ever	ever	ever
claimed	claim	claimed
to	to	to
be	be	be
communist	communist	communist
)	)	)

>	>	>
the	the	the
point	point	point
of	of	of
the	the	the
matter	matter	matter
is	is	is
that	that	that
;	;	;
yes	yes	yes
this	this	this
is	is	is
a	a	a
serious	serious	serious
problem	problem	problem
.	.	.

but	but	but
it	it	it
is	is	is

>	>	>
not	not	not
the	the	the
end	end	end
of	of	of
the	the	the
world	world	world
.	.	.

guess	guess	guess
what	what	what
?	?	?

we	we	we
'	'	'
re	re	re
doing	do	doing
something	someth	something
now	now	now
you	you	you

>	>	>
can	can	can
'	'	'
t	t	t
do	do	do
in	in	in
a	a	a
communist	communist	communist
country	countri	country
or	or	or
nazi	nazi	nazi
germany	germani	germany
.	.	.

we	we	we
'	'	'
re	re	re
complaining	complain	complaining
about	about	about

i	i	i
must	must	must
protest	protest	protest
your	your	your
"	"	"
.	.	.
.	.	.
.	.	.
in	in	in
a	a	a
communist	communist	communist
country	countri	country
"	"	"
.	.	.

how	how	how
do	do	do
you	you	you
know	know	know
?	?	?

there	there	there
haven	haven	haven
'	'	'
t	t	t
been	been	been
any	ani	any
,	,	,
and	and	and
are	are	are
unlikely	unlik	unlikely
to	to	to
ever	ever	ever
be	be	be
any	ani	any
.	.	.

in	in	in
some	some	some
socialist	socialist	socialist
dictatorships	dictatorship	dictatorship
,	,	,
you	you	you
can	can	can
'	'	'
t	t	t
,	,	,
whilst	whilst	whilst
in	in	in
some	some	some
socialist	socialist	socialist
democracies	democraci	democracy

(	(	(
such	such	such
as	as	a
france	franc	france
or	or	or
australia	australia	australia
)	)	)
you	you	you
can	can	can
.	.	.

of	of	of
course	cours	course
,	,	,
some	some	some
people	peopl	people
may	may	may
disagree	disagre	disagree
about	about	about
france	franc	france
&	&	&
australia	australia	australia
being	be	being
socialist	socialist	socialist
.	.	.
.	.	.
.	.	.

>	>	>
it	it	it
,	,	,
(	(	(
or	or	or
rather	rather	rather
,	,	,
you	you	you
'	'	'
re	re	re
complaining	complain	complaining
about	about	about
it	it	it
)	)	)
and	and	and
nobody	nobodi	nobody
is	is	is
shooting	shoot	shooting
at	at	at
us	us	u
.	.	.

yet	yet	yet
.	.	.

>	>	>
(	(	(
or	or	or
,	,	,
rather	rather	rather
,	,	,
if	if	if
they	they	they
'	'	'
re	re	re
shooting	shoot	shooting
at	at	at
me	me	me
,	,	,
they	they	they
have	have	have
real	real	real
bad	bad	bad
aim	aim	aim
.	.	.

(	(	(
:	:	:
-	-	-
)	)	)
)	)	)

>	>	>

>	>	>
guess	guess	guess
