from	from	from
:	:	:
wcs@anchor.ho.att.com	wcs@anchor.ho.att.com	wcs@anchor.ho.att.com
(	(	(
bill	bill	bill
stewart	stewart	stewart
+1-908-949-0705	+1-908-949-0705	+1-908-949-0705
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
the	the	the
clipper	clipper	clipper
chip	chip	chip
:	:	:
a	a	a
technical	technic	technical
summary	summari	summary

organization	organ	organization
:	:	:
brought	brought	brought
to	to	to
you	you	you
by	by	by
the	the	the
numbers	number	number
2	2	2
,	,	,
3	3	3
,	,	,
and	and	and
7	7	7

in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
denning@guvax.acc.georgetown.edu	denning@guvax.acc.georgetown.edu	denning@guvax.acc.georgetown.edu
'	'	'
s	s	s
message	messag	message
of	of	of
19	19	19
apr	apr	apr
93	93	93
18	18	18
:	:	:
23	23	23
:	:	:
27	27	27
-	-	-
0400	0400	0400

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
rainier	rainier	rainier
.	.	.
ho	ho	ho
.	.	.
att	att	att
.	.	.
com	com	com

lines	line	line
:	:	:
62	62	62

in	in	in
article	articl	article
<	<	<
1993apr19.182327.3420@guvax.acc.georgetown.edu	1993apr19.182327.3420@guvax.acc.georgetown.edu	1993apr19.182327.3420@guvax.acc.georgetown.edu
>	>	>
denning@guvax.acc.georgetown.edu	denning@guvax.acc.georgetown.edu	denning@guvax.acc.georgetown.edu
writes	write	writes
:	:	:

[	[	[
prof	prof	prof
.	.	.

denning	den	denning
'	'	'
s	s	s
description	descript	description
of	of	of
skipjack	skipjack	skipjack
mostly	most	mostly
omitted	omit	omitted
]	]	]

chip	chip	chip
structure	structur	structure

the	the	the
clipper	clipper	clipper
chip	chip	chip
contains	contain	contains
a	a	a
classified	classifi	classified
64	64	64
-	-	-
bit	bit	bit
block	block	block
encryption	encrypt	encryption

algorithm	algorithm	algorithm
called	call	called
"	"	"
skipjack	skipjack	skipjack
.	.	.
"	"	"
the	the	the
algorithm	algorithm	algorithm
uses	use	us
80	80	80
bit	bit	bit
keys	key	key
(	(	(
compared	compar	compared

with	with	with
56	56	56
for	for	for
the	the	the
des	des	de
)	)	)
and	and	and
has	has	ha
32	32	32
rounds	round	round
of	of	of
scrambling	scrambl	scrambling
(	(	(
compared	compar	compared
with	with	with
16	16	16

for	for	for
the	the	the
des	des	de
)	)	)
.	.	.

it	it	it
supports	support	support
all	all	all
4	4	4
des	des	de
modes	mode	mode
of	of	of
operation	oper	operation
.	.	.

throughput	throughput	throughput
is	is	is

16	16	16
mbits	mbit	mbit
a	a	a
second	second	second
.	.	.

[	[	[
.	.	.
.	.	.
.	.	.
]	]	]

f	f	f
,	,	,
an	an	an
80	80	80
-	-	-
bit	bit	bit
family	famili	family
key	key	key
that	that	that
is	is	is
common	common	common
to	to	to
all	all	all
chips	chip	chip

n	n	n
,	,	,
a	a	a
30	30	30
-	-	-
bit	bit	bit
serial	serial	serial
number	number	number

u	u	u
,	,	,
an	an	an
80	80	80
-	-	-
bit	bit	bit
secret	secret	secret
key	key	key
