from	from	from
:	:	:
crypt-comments@math.ncsu.edu	crypt-comments@math.ncsu.edu	crypt-comments@math.ncsu.edu

subject	subject	subject
:	:	:
cryptography	cryptographi	cryptography
faq	faq	faq
05	05	05
/	/	/
10	10	10
-	-	-
product	product	product
ciphers	cipher	cipher

organization	organ	organization
:	:	:
the	the	the
crypt	crypt	crypt
cabal	cabal	cabal

lines	line	line
:	:	:
435	435	435

expires	expir	expires
:	:	:
22	22	22
may	may	may
1993	1993	1993
04	04	04
:	:	:
00	00	00
:	:	:
07	07	07
gmt	gmt	gmt

reply	repli	reply
-	-	-
to	to	to
:	:	:
crypt-comments@math.ncsu.edu	crypt-comments@math.ncsu.edu	crypt-comments@math.ncsu.edu

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
pad	pad	pad
-	-	-
thai	thai	thai
.	.	.
aktis	akti	aktis
.	.	.
com	com	com

summary	summari	summary
:	:	:
part	part	part
5	5	5
of	of	of
10	10	10
of	of	of
the	the	the
sci	sci	sci
.	.	.
crypt	crypt	crypt
faq	faq	faq
,	,	,
product	product	product
ciphers	cipher	cipher
.	.	.

theory	theori	theory
and	and	and
security	secur	security
of	of	of
product	product	product
ciphers	cipher	cipher
.	.	.

differential	differenti	differential
cryptanalysis	cryptanalysi	cryptanalysis
.	.	.

des	des	de
encryption	encrypt	encryption
standard	standard	standard
.	.	.

nsa	nsa	nsa
role	role	role
in	in	in
des	des	de
design	design	design
.	.	.

des	des	de
hardware	hardwar	hardware
and	and	and

software	softwar	software
availability	avail	availability
.	.	.

x	x	x
-	-	-
last	last	last
-	-	-
updated	updat	updated
:	:	:
1993	1993	1993
/	/	/
04	04	04
/	/	/
16	16	16

archive	archiv	archive
-	-	-
name	name	name
:	:	:
cryptography	cryptographi	cryptography
-	-	-
faq	faq	faq
/	/	/
part05	part05	part05

last	last	last
-	-	-
modified	modifi	modified
:	:	:
1993	1993	1993
/	/	/
4	4	4
/	/	/
15	15	15

faq	faq	faq
for	for	for
sci	sci	sci
.	.	.
crypt	crypt	crypt
,	,	,
part	part	part
5	5	5
:	:	:
product	product	product
ciphers	cipher	cipher

this	this	this
is	is	is
the	the	the
fifth	fifth	fifth
of	of	of
ten	ten	ten
parts	part	part
of	of	of
the	the	the
sci	sci	sci
.	.	.
crypt	crypt	crypt
faq	faq	faq
.	.	.

the	the	the
parts	part	part
are	are	are
mostly	most	mostly
independent	independ	independent
,	,	,
but	but	but
you	you	you
should	should	should
read	read	read
the	the	the
first	first	first
part	part	part
before	befor	before
the	the	the
rest	rest	rest
.	.	.

we	we	we
don	don	don
'	'	'
t	t	t
have	have	have
the	the	the
time	time	time
to	to	to
send	send	send
out	out	out
missing	miss	missing
parts	part	part
by	by	by
mail	mail	mail
,	,	,
so	so	so
don	don	don
'	'	'
t	t	t
ask	ask	ask
.	.	.

notes	note	note
such	such	such
as	as	a
`	`	`
`	`	`
[	[	[
kah67	kah67	kah67
]	]	]
'	'	'
'	'	'
refer	refer	refer
to	to	to
the	the	the
reference	refer	reference
list	list	list
in	in	in
the	the	the
last	last	last
part	part	part
.	.	.

the	the	the
sections	section	section
of	of	of
this	this	this
faq	faq	faq
are	are	are
available	avail	available
via	via	via
anonymous	anonym	anonymous
ftp	ftp	ftp
to	to	to
rtfm	rtfm	rtfm
.	.	.
mit	mit	mit
.	.	.
edu	edu	edu
as	as	a
/	/	/
pub	pub	pub
/	/	/
usenet	usenet	usenet
/	/	/
news	news	news
.	.	.
answers	answer	answer
/	/	/
