from	from	from
:	:	:
holland@cs.colostate.edu	holland@cs.colostate.edu	holland@cs.colostate.edu
(	(	(
douglas	dougla	douglas
craig	craig	craig
holland	holland	holland
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
screw	screw	screw
the	the	the
people	peopl	people
,	,	,
crypto	crypto	crypto
is	is	is
for	for	for
hard	hard	hard
-	-	-
core	core	core
hackers	hacker	hacker
&	&	&
spooks	spook	spook
only	onli	only

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
beethoven	beethoven	beethoven
.	.	.
cs	cs	c
.	.	.
colostate	colost	colostate
.	.	.
edu	edu	edu

organization	organ	organization
:	:	:
colorado	colorado	colorado
state	state	state
university	univers	university
,	,	,
computer	comput	computer
science	scienc	science
department	depart	department

lines	line	line
:	:	:
42	42	42

in	in	in
article	articl	article
<	<	<
1r47l1inn8gq@senator-bedfellow.mit.edu	1r47l1inn8gq@senator-bedfellow.mit.edu	1r47l1inn8gq@senator-bedfellow.mit.edu
>	>	>
jfc@athena.mit.edu	jfc@athena.mit.edu	jfc@athena.mit.edu
(	(	(
john	john	john
f	f	f
carr	carr	carr
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
in	in	in
most	most	most
cases	case	case
information	inform	information
you	you	you
come	come	come
by	by	by
properly	proper	properly
is	is	is
yours	your	yours
to	to	to
use	use	use
as	as	a
you	you	you
wish	wish	wish
,	,	,
>	>	>
but	but	but
there	there	there
are	are	are
certainly	certain	certainly
exceptions	except	exception
.	.	.

if	if	if
you	you	you
write	write	write
a	a	a
paper	paper	paper
which	which	which
includes	includ	includes

>	>	>
sufficiently	suffici	sufficiently
detailed	detail	detailed
information	inform	information
on	on	on
how	how	how
to	to	to
build	build	build
a	a	a
nuclear	nuclear	nuclear
weapon	weapon	weapon
,	,	,
it	it	it
is	is	is

>	>	>
classified	classifi	classified
.	.	.

as	as	a
i	i	i
understand	understand	understand
the	the	the
law	law	law
,	,	,
nuclear	nuclear	nuclear
weapons	weapon	weapon
design	design	design
is	is	is

>	>	>
_automatically_	_automatically_	_automatically_
classified	classifi	classified
