from	from	from
:	:	:
jayne@mmalt.guild.org	jayne@mmalt.guild.org	jayne@mmalt.guild.org
(	(	(
jayne	jayn	jayne
kulikauskas	kulikauska	kulikauskas
)	)	)

subject	subject	subject
:	:	:
what	what	what
'	'	'
s	s	s
in	in	in
a	a	a
name	name	name
?	?	?
:	:	:
the	the	the
sequel	sequel	sequel

organization	organ	organization
:	:	:
kulikauskas	kulikauska	kulikauskas
home	home	home

lines	line	line
:	:	:
57	57	57

i	i	i
'	'	'
ve	ve	ve
been	been	been
thinking	think	thinking
about	about	about
the	the	the
idea	idea	idea
that	that	that
was	was	wa
raised	rais	raised
(	(	(
by	by	by
michael	michael	michael
covington	covington	covington
,	,	,
i	i	i
think	think	think
)	)	)
that	that	that
words	word	word
mean	mean	mean
what	what	what
we	we	we
think	think	think
they	they	they
mean	mean	mean
,	,	,
regardless	regardless	regardless
of	of	of
etymology	etymolog	etymology
.	.	.

i	i	i
'	'	'
ve	ve	ve
been	been	been
reflecting	reflect	reflecting
on	on	on
what	what	what
certain	certain	certain
words	word	word
meant	meant	meant
in	in	in
my	my	my
childhood	childhood	childhood
and	and	and
tracing	trace	tracing
how	how	how
this	this	this
shaped	shape	shaped
some	some	some
of	of	of
my	my	my
attitudes	attitud	attitude
.	.	.

i	i	i
grew	grew	grew
up	up	up
in	in	in
a	a	a
home	home	home
where	where	where
christ	christ	christ
was	was	wa
a	a	a
bad	bad	bad
word	word	word
.	.	.

people	peopl	people
who	who	who
were	were	were
very	veri	very
angry	angri	angry
said	said	said
it	it	it
.	.	.

the	the	the
word	word	word
christian	christian	christian
meant	meant	meant
someone	someon	someone
who	who	who
was	was	wa
not	not	not
a	a	a
jew	jew	jew
.	.	.

it	it	it
carried	carri	carried
connotations	connot	connotation
of	of	of
otherness	other	otherness
,	,	,
of	of	of
threat	threat	threat
,	,	,
of	of	of
enemy	enemi	enemy
.	.	.

it	it	it
took	took	took
some	some	some
time	time	time
to	to	to
figure	figur	figure
out	out	out
that	that	that
there	there	there
was	was	wa
a	a	a
connection	connect	connection
between	between	between
`	`	`
christ	christ	christ
'	'	'
and	and	and

`	`	`
christian	christian	christian
'	'	'
.	.	.

when	when	when
i	i	i
accepted	accept	accepted
jesus	jesus	jesus
,	,	,
i	i	i
expected	expect	expected
to	to	to
be	be	be
disowned	disown	disowned
.	.	.

to	to	to
become	becom	become
a	a	a
christian	christian	christian
meant	meant	meant
to	to	to
join	join	join
the	the	the
enemy	enemi	enemy
.	.	.

i	i	i
knew	knew	knew
others	other	others
would	would	would
consider	consid	consider
me	me	me
a	a	a
traitor	traitor	traitor
.	.	.

at	at	at
some	some	some
level	level	level
,	,	,
i	i	i
agreed	agre	agreed
,	,	,
but	but	but
was	was	wa
still	still	still
prepared	prepar	prepared
to	to	to
pay	pay	pay
this	this	this
price	price	price
.	.	.

like	like	like
esau	esau	esau
,	,	,
i	i	i
sold	sold	sold
my	my	my
birthright	birthright	birthright
.	.	.

however	howev	however
,	,	,
i	i	i
made	made	made
a	a	a
better	better	better
bargain	bargain	bargain
.	.	.

he	he	he
only	onli	only
got	got	got
some	some	some
stew	stew	stew
,	,	,
but	but	but
i	i	i
got	got	got
the	the	the
incomparable	incompar	incomparable
riches	rich	rich
of	of	of
knowing	know	knowing
christ	christ	christ
.	.	.

as	as	a
it	it	it
turned	turn	turned
out	out	out
,	,	,
my	my	my
parents	parent	parent
did	did	did
not	not	not
disown	disown	disown
me	me	me
.	.	.

i	i	i
found	found	found
out	out	out
later	later	later
that	that	that
they	they	they
were	were	were
hoping	hope	hoping
it	it	it
was	was	wa
a	a	a
phase	phase	phase
that	that	that
i	i	i
would	would	would
grow	grow	grow
out	out	out
of	of	of
.	.	.

by	by	by
the	the	the
time	time	time
they	they	they
had	had	had
