from	from	from
:	:	:
wbg@festival.ed.ac.uk	wbg@festival.ed.ac.uk	wbg@festival.ed.ac.uk
(	(	(
w	w	w
geake	geak	geake
)	)	)

subject	subject	subject
:	:	:
ec	ec	ec
bhp	bhp	bhp
limit	limit	limit
vetoed	veto	vetoed

lines	line	line
:	:	:
12	12	12

according	accord	according
to	to	to
bbc	bbc	bbc
radio	radio	radio
this	this	this
morning	morn	morning
,	,	,
uk	uk	uk
,	,	,
denmark	denmark	denmark
,	,	,
portugal	portug	portugal
&	&	&
a	a	a
few	few	few
others	other	others
have	have	have
vetoed	veto	vetoed
a	a	a
proposal	propos	proposal
to	to	to
limit	limit	limit
ec	ec	ec
-	-	-
sold	sold	sold
bikes	bike	bike
to	to	to
100	100	100
bhp	bhp	bhp
.	.	.

the	the	the
reason	reason	reason
is	is	is
that	that	that
such	such	such
a	a	a
limit	limit	limit
is	is	is
not	not	not
supported	support	supported
by	by	by
accident	accid	accident
statistics	statist	statistic
-	-	-
a	a	a
rare	rare	rare
example	exampl	example
of	of	of
governmental	government	governmental
wisdom	wisdom	wisdom
.	.	.

the	the	the
limit	limit	limit
has	has	ha
a	a	a
five	five	five
year	year	year
moratorium	moratorium	moratorium
on	on	on
it	it	it
,	,	,
and	and	and
"	"	"
specialist	specialist	specialist
"	"	"
manufacturers	manufactur	manufacturer
will	will	will
be	be	be
exempt	exempt	exempt
anyway	anyway	anyway
.	.	.

any	ani	any
suspicion	suspicion	suspicion
that	that	that
this	this	this
is	is	is
a	a	a
crafty	crafti	crafty
trick	trick	trick
to	to	to
restrict	restrict	restrict
that	that	that
end	end	end
of	of	of
the	the	the
market	market	market
in	in	in
europe	europ	europe
to	to	to
triumph	triumph	triumph
,	,	,
norton	norton	norton
(	(	(
who	who	who
?	?	?

:	:	:
-	-	-
)	)	)
)	)	)
,	,	,
bmw	bmw	bmw
,	,	,
cagiva	cagiva	cagiva
&	&	&
ducati	ducati	ducati
is	is	is
the	the	the
sort	sort	sort
of	of	of
dangerous	danger	dangerous
rubbish	rubbish	rubbish
which	which	which
stalls	stall	stall
gatt	gatt	gatt
talks	talk	talk
.	.	.

you	you	you
heard	heard	heard
it	it	it
here	here	here
first	first	first
.	.	.

bill	bill	bill
@	@	@
univ	univ	univ
edinburgh	edinburgh	edinburgh
,	,	,
replete	replet	replete
with	with	with
12	12	12
hp	hp	hp
and	and	and
a	a	a
healthy	healthi	healthy
blue	blue	blue
exhaust	exhaust	exhaust
.	.	.
