from	from	from
:	:	:
leavitt@cs.umd.edu	leavitt@cs.umd.edu	leavitt@cs.umd.edu
(	(	(
mr. bill	mr. bill	mr. bill
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
countersteering_faq	countersteering_faq	countersteering_faq
please	pleas	please
post	post	post

organization	organ	organization
:	:	:
the	the	the
cafe	cafe	cafe
at	at	at
the	the	the
edge	edg	edge
of	of	of
the	the	the
universe	univers	universe

lines	line	line
:	:	:
43	43	43

mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk	mjs@sys.uea.ac.uk
(	(	(
mike	mike	mike
sixsmith	sixsmith	sixsmith
)	)	)
writes	write	writes
:	:	:
mjs	mjs	mjs
>	>	>
secondly	second	secondly
,	,	,
it	it	it
is	is	is
the	the	the
adhesion	adhes	adhesion
of	of	of
the	the	the
mjs	mjs	mjs
>	>	>
tyre	tyre	tyre
on	on	on
the	the	the
road	road	road
,	,	,
the	the	the
suspension	suspens	suspension
geometry	geometri	geometry
and	and	and
the	the	the
ground	ground	ground
clearance	clearanc	clearance
of	of	of
the	the	the
mjs	mjs	mjs
>	>	>
motorcycle	motorcycl	motorcycle
which	which	which
dictate	dictat	dictate
how	how	how
quickly	quick	quickly
you	you	you
can	can	can
swerve	swerv	swerve
to	to	to
avoid	avoid	avoid
obstacles	obstacl	obstacle
,	,	,
and	and	and
mjs	mjs	mjs
>	>	>
not	not	not
the	the	the
knowledge	knowledg	knowledge
of	of	of
physics	physic	physic
between	between	between
the	the	the
rider	rider	rider
'	'	'
s	s	s
ears	ear	ear
.	.	.

are	are	are
you	you	you
seriously	serious	seriously

^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
mjs	mjs	mjs
>	>	>
suggesting	suggest	suggesting
that	that	that
countersteering	counterst	countersteering
knowledge	knowledg	knowledge
enables	enabl	enables
you	you	you
to	to	to
corner	corner	corner
faster	faster	faster
mjs	mjs	mjs
>	>	>
or	or	or
more	more	more
competently	compet	competently
than	than	than
you	you	you
could	could	could
manage	manag	manage
otherwise	otherwis	otherwise
?	?	?
?	?	?

egreen@east.sun.com	egreen@east.sun.com	egreen@east.sun.com
writes	write	writes
:	:	:
ed	ed	ed
>	>	>
if	if	if
he	he	he
'	'	'
s	s	s
not	not	not
,	,	,
i	i	i
will	will	will
.	.	.

hey	hey	hey
ed	ed	ed
,	,	,
you	you	you
didn	didn	didn
'	'	'
t	t	t
give	give	give
me	me	me
the	the	the
chance	chanc	chance
!	!	!

sheesh	sheesh	sheesh
!	!	!

the	the	the
answer	answer	answer
is	is	is
,	,	,
absolutely	absolut	absolutely
!	!	!
,	,	,
as	as	a
ed	ed	ed
so	so	so
eloquently	eloqu	eloquently
describes	describ	describes
:	:	:

ed	ed	ed
>	>	>
put	put	put
two	two	two
riders	rider	rider
on	on	on
identical	ident	identical
machines	machin	machine
.	.	.

it	it	it
'	'	'
s	s	s
the	the	the
ed	ed	ed
>	>	>
one	one	one
who	who	who
knows	know	know
what	what	what
he	he	he
'	'	'
s	s	s
doing	do	doing
,	,	,
and	and	and
why	whi	why
,	,	,
that	that	that
will	will	will
be	be	be
faster	faster	faster
.	.	.

it	it	it
*	*	*
may	may	may
*	*	*
ed	ed	ed
>	>	>
be	be	be
possible	possibl	possible
to	to	to
improve	improv	improve
your	your	your
technique	techniqu	technique
if	if	if
you	you	you
have	have	have
no	no	no
idea	idea	idea
what	what	what
it	it	it
is	is	is
,	,	,
ed	ed	ed
>	>	>
through	through	through
trial	trial	trial
and	and	and
error	error	error
,	,	,
but	but	but
it	it	it
is	is	is
not	not	not
very	veri	very
effective	effect	effective
methodology	methodolog	methodology
.	.	.

ed	ed	ed
>	>	>
only	onli	only
by	by	by
understanding	understand	understanding
the	the	the
technique	techniqu	technique
of	of	of
steering	steer	steering
a	a	a
motorcycle	motorcycl	motorcycle
can	can	can
one	one	one

^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
ed	ed	ed
>	>	>
improve	improv	improve
on	on	on
that	that	that
technique	techniqu	technique
(	(	(
i	i	i
hold	hold	hold
that	that	that
this	this	this
applies	appli	applies
to	to	to
any	ani	any
human	human	human
ed	ed	ed
>	>	>
endeavor	endeavor	endeavor
)	)	)
.	.	.

herein	herein	herein
lies	lie	lie
the	the	the
key	key	key
to	to	to
this	this	this
thread	thread	thread
:	:	:

kindly	kind	kindly
note	note	note
the	the	the
difference	differ	difference
in	in	in
the	the	the
responses	respons	response
.	.	.

ed	ed	ed
(	(	(
and	and	and
i	i	i
)	)	)
are	are	are
talking	talk	talking
about	about	about
knowing	know	knowing
riding	ride	riding
technique	techniqu	technique
,	,	,
while	while	while
mike	mike	mike
is	is	is
arguing	argu	arguing
knowing	know	knowing
the	the	the
physics	physic	physic
behind	behind	behind
it	it	it
.	.	.

it	it	it
*	*	*
is	is	is
*	*	*
possible	possibl	possible
to	to	to
be	be	be
taught	taught	taught
the	the	the
technique	techniqu	technique
of	of	of
countersteering	counterst	countersteering

(	(	(
ie	ie	ie
:	:	:
push	push	push
the	the	the
bar	bar	bar
on	on	on
the	the	the
inside	insid	inside
of	of	of
the	the	the
turn	turn	turn
to	to	to
go	go	go
that	that	that
way	way	way
)	)	)
*	*	*
without	without	without
*	*	*
having	have	having
to	to	to
learn	learn	learn
all	all	all
the	the	the
fizziks	fizzik	fizziks
about	about	about
gyroscopes	gyroscop	gyroscope
and	and	and
ice	ice	ice
cream	cream	cream
cones	cone	cone
and	and	and
such	such	such
as	as	a
seen	seen	seen
in	in	in
the	the	the
parallel	parallel	parallel
thread	thread	thread
.	.	.

that	that	that
stuff	stuff	stuff
is	is	is
mainly	main	mainly
of	of	of
interest	interest	interest
to	to	to
techno	techno	techno
-	-	-
motorcycle	motorcycl	motorcycle
geeks	geek	geek
like	like	like
the	the	the
readers	reader	reader
of	of	of
rec	rec	rec
.	.	.
motorcycles	motorcycl	motorcycle
;	;	;
^	^	^
)	)	)
,	,	,
but	but	but
doesn	doesn	doesn
'	'	'
t	t	t
need	need	need
to	to	to
be	be	be
taught	taught	taught
to	to	to
the	the	the
average	averag	average
student	student	student
learning	learn	learning
c	c	c
-	-	-
steering	steer	steering
.	.	.

mike	mike	mike
doesn	doesn	doesn
'	'	'
t	t	t
seem	seem	seem
to	to	to
be	be	be
able	abl	able
to	to	to
make	make	make
the	the	the
distinction	distinct	distinction
.	.	.

i	i	i
know	know	know
people	peopl	people
who	who	who
can	can	can
carve	carv	carve
circles	circl	circle
around	around	around
me	me	me
who	who	who
couldn	couldn	couldn
'	'	'
t	t	t
tell	tell	tell
you	you	you
who	who	who
newton	newton	newton
was	was	wa
.	.	.

on	on	on
the	the	the
other	other	other
hand	hand	hand
,	,	,
i	i	i
know	know	know
very	veri	very
intelligent	intellig	intelligent
,	,	,
well	well	well
-	-	-
educated	educ	educated
people	peopl	people
who	who	who
think	think	think
that	that	that
you	you	you
steer	steer	steer
a	a	a
motorcycle	motorcycl	motorcycle
by	by	by
either	either	either
:	:	:
1	1	1
)	)	)
leaning	lean	leaning
,	,	,
2	2	2
)	)	)
steering	steer	steering
a	a	a
la	la	la
bicycles	bicycl	bicycle
,	,	,
or	or	or
3	3	3
)	)	)
a	a	a
combination	combin	combination
of	of	of
1	1	1
and	and	and
2	2	2
.	.	.

knowledge	knowledg	knowledge
of	of	of
physics	physic	physic
doesn	doesn	doesn
'	'	'
t	t	t
get	get	get
you	you	you
squat	squat	squat
-	-	-
knowledge	knowledg	knowledge
of	of	of
technique	techniqu	technique
does	doe	doe
!	!	!

mr. bill	mr. bill	mr. bill
