from	from	from
:	:	:
mbeaving@bnr.ca	mbeaving@bnr.ca	mbeaving@bnr.ca
(	(	(
the	the	the
beav	beav	beav
)	)	)

subject	subject	subject
:	:	:
dod	dod	dod
confessional	confession	confessional

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
bmerh824	bmerh824	bmerh824

reply	repli	reply
-	-	-
to	to	to
:	:	:
mbeaving@bnr.ca	mbeaving@bnr.ca	mbeaving@bnr.ca

organization	organ	organization
:	:	:
bell	bell	bell
-	-	-
northern	northern	northern
research	research	research
,	,	,
ottawa	ottawa	ottawa
,	,	,
canada	canada	canada

lines	line	line
:	:	:
31	31	31

i	i	i
can	can	can
'	'	'
t	t	t
help	help	help
myself	myself	myself
.	.	.

i	i	i
'	'	'
ve	ve	ve
tried	tri	tried
to	to	to
be	be	be
rational	ration	rational
,	,	,
to	to	to
look	look	look
the	the	the
other	other	other
way	way	way
,	,	,
but	but	but
everytime	everytim	everytime
it	it	it
happens	happen	happens
,	,	,
its	it	it
uncontrollable	uncontrol	uncontrollable
.	.	.

i	i	i
hate	hate	hate
pre	pre	pre
'	'	'
80s	80s	80
motorcycles	motorcycl	motorcycle
.	.	.

at	at	at
first	first	first
i	i	i
thought	thought	thought
it	it	it
was	was	wa
a	a	a
phase	phase	phase
.	.	.

i	i	i
though	though	though
i	i	i
would	would	would
get	get	get
used	use	used
to	to	to
them	them	them
.	.	.

it	it	it
didn	didn	didn
'	'	'
t	t	t
happen	happen	happen
.	.	.

i	i	i
tried	tri	tried
gazing	gaze	gazing
at	at	at
cb750s	cb750s	cb750s
and	and	and
900	900	900
customs	custom	custom
,	,	,
but	but	but
each	each	each
time	time	time
i	i	i
sadistically	sadist	sadistically
pictured	pictur	pictured
them	them	them
being	be	being
hurled	hurl	hurled
off	off	off
of	of	of
large	larg	large
precipice	precipic	precipice

(	(	(
i	i	i
also	also	also
picture	pictur	picture
a	a	a
swarm	swarm	swarm
of	of	of
german	german	german
tourists	tourist	tourist
cheering	cheer	cheering
and	and	and
taking	take	taking
holiday	holiday	holiday
snaps	snap	snap
,	,	,
but	but	but
i	i	i
can	can	can
'	'	'
t	t	t
figure	figur	figure
that	that	that
part	part	part
out	out	out
)	)	)
.	.	.

what	what	what
am	am	am
i	i	i
to	to	to
do	do	do
?	?	?

everytime	everytim	everytime
i	i	i
read	read	read
a	a	a
.	.	.
sig	sig	sig
containing	contain	containing
some	some	some
spoked	spoke	spoked
wheel	wheel	wheel
wonder	wonder	wonder
,	,	,
i	i	i
shudder	shudder	shudder
and	and	and
feel	feel	feel
pity	piti	pity
that	that	that
the	the	the
poor	poor	poor
soul	soul	soul
has	has	ha
suffered	suffer	suffered
enough	enough	enough
.	.	.

i	i	i
imagine	imagin	imagine
the	the	the
owner	owner	owner
scrapping	scrap	scrapping
out	out	out
his	his	his
(	(	(
or	or	or
her	her	her
)	)	)
living	live	living
in	in	in
a	a	a
discarded	discard	discarded
maytag	maytag	maytag
refridgerator	refridger	refridgerator
box	box	box
,	,	,
tucked	tuck	tucked
in	in	in
next	next	next
to	to	to
their	their	their
cx500	cx500	cx500
.	.	.

i	i	i
'	'	'
m	m	m
hoping	hope	hoping
for	for	for
some	some	some
deliverance	deliver	deliverance
.	.	.

i	i	i
had	had	had
in	in	in
the	the	the
past	past	past
loathed	loath	loathed
the	the	the
milwaukee	milwauke	milwaukee
machine	machin	machine
,	,	,
but	but	but
i	i	i
can	can	can
actually	actual	actually
begin	begin	begin
to	to	to
understand	understand	understand
some	some	some
of	of	of
the	the	the
preaching	preach	preaching
.	.	.

there	there	there
must	must	must
be	be	be
hope	hope	hope
.	.	.

-	-	-
-	-	-

=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=

=	=	=
the	the	the
beav	beav	beav
|	|	|
mike	mike	mike
beavington	beavington	beavington
|	|	|
dod	dod	dod
:	:	:
9733	9733	9733
=	=	=

=	=	=
v65sabre	v65sabr	v65sabre
mbeaving@bnr.ca	mbeaving@bnr.ca	mbeaving@bnr.ca
=	=	=

=	=	=
my	my	my
employer	employ	employer
has	has	ha
no	no	no
idea	idea	idea
what	what	what
i	i	i
'	'	'
m	m	m
talking	talk	talking
about	about	about
!	!	!

=	=	=

=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
=	=	=
