from	from	from
:	:	:
lady@uhunix.uhcc.hawaii.edu	lady@uhunix.uhcc.hawaii.edu	lady@uhunix.uhcc.hawaii.edu
(	(	(
lee	lee	lee
lady	ladi	lady
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
science	scienc	science
and	and	and
methodology	methodolog	methodology

summary	summari	summary
:	:	:
merely	mere	merely
avoiding	avoid	avoiding
mistakes	mistak	mistake
doesn	doesn	doesn
'	'	'
t	t	t
get	get	get
you	you	you
anywhere	anywher	anywhere
.	.	.

organization	organ	organization
:	:	:
university	univers	university
of	of	of
hawaii	hawaii	hawaii
(	(	(
mathematics	mathemat	mathematics
dept	dept	dept
)	)	)

expires	expir	expires
:	:	:
mon	mon	mon
,	,	,
10	10	10
may	may	may
1993	1993	1993
10	10	10
:	:	:
00	00	00
:	:	:
00	00	00
gmt	gmt	gmt

lines	line	line
:	:	:
57	57	57

in	in	in
article	articl	article
<	<	<
1993apr11.015518.21198@sbcs.sunysb.edu	1993apr11.015518.21198@sbcs.sunysb.edu	1993apr11.015518.21198@sbcs.sunysb.edu
>	>	>
mhollowa@ic.sunysb.edu	mhollowa@ic.sunysb.edu	mhollowa@ic.sunysb.edu

(	(	(
michael	michael	michael
holloway	holloway	holloway
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
c552jv.ggb@news.hawaii.edu	c552jv.ggb@news.hawaii.edu	c552jv.ggb@news.hawaii.edu
>	>	>
lady@uhunix.uhcc.hawaii.edu	lady@uhunix.uhcc.hawaii.edu	lady@uhunix.uhcc.hawaii.edu

(	(	(
lee	lee	lee
lady	ladi	lady
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
i	i	i
would	would	would
also	also	also
like	like	like
to	to	to
point	point	point
out	out	out
that	that	that
most	most	most
of	of	of
the	the	the
arguments	argument	argument
about	about	about
science	scienc	science

>	>	>
>	>	>
in	in	in
sci	sci	sci
.	.	.
med	med	med
,	,	,
sci	sci	sci
.	.	.
psychology	psycholog	psychology
,	,	,
etc	etc	etc
.	.	.

are	are	are
not	not	not
about	about	about
cases	case	case
where	where	where
people	peopl	people
are	are	are

>	>	>
>	>	>
rejecting	reject	rejecting
scientific	scientif	scientific
argument	argument	argument
/	/	/
evidence	evid	evidence
/	/	/
proof	proof	proof
.	.	.

they	they	they
are	are	are
about	about	about
cases	case	case
where	where	where

>	>	>
>	>	>
no	no	no
adequate	adequ	adequate
scientific	scientif	scientific
research	research	research
has	has	ha
been	been	been
done	done	done
.	.	.

(	(	(
in	in	in
some	some	some
cases	case	case
,	,	,
there	there	there
is	is	is

>	>	>
>	>	>
quite	quit	quite
a	a	a
bit	bit	bit
of	of	of
evidence	evid	evidence
,	,	,
but	but	but
it	it	it
isn	isn	isn
'	'	'
t	t	t
in	in	in
a	a	a
format	format	format
to	to	to
fit	fit	fit
doctrinaire	doctrinair	doctrinaire

>	>	>
>	>	>
conceptions	concept	conception
of	of	of
what	what	what
science	scienc	science
is	is	is
.	.	.
)	)	)

>	>	>

>	>	>
here	here	here
it	it	it
is	is	is
again	again	again
.	.	.

this	this	this
indicates	indic	indicates
confusion	confus	confusion
between	between	between
"	"	"
proof	proof	proof
"	"	"
and	and	and
the	the	the
process	process	process

>	>	>
of	of	of
doing	do	doing
science	scienc	science
.	.	.

you	you	you
are	are	are
making	make	making
precisely	precis	precisely
one	one	one
of	of	of
the	the	the
points	point	point
i	i	i
wanted	want	wanted
to	to	to
make	make	make
.	.	.

i	i	i
fully	fulli	fully
agree	agre	agree
with	with	with
you	you	you
that	that	that
there	there	there
is	is	is
a	a	a
big	big	big
distinction	distinct	distinction
between	between	between
the	the	the

*	*	*
process	process	process
*	*	*
of	of	of
science	scienc	science
and	and	and
the	the	the
end	end	end
result	result	result
.	.	.

as	as	a
an	an	an
end	end	end
result	result	result
of	of	of
science	scienc	science
,	,	,
one	one	one
wants	want	want
to	to	to
get	get	get
results	result	result
that	that	that
are	are	are
objectively	object	objectively
verifiable	verifi	verifiable
.	.	.

but	but	but
there	there	there
is	is	is
nothing	noth	nothing
objective	object	objective
about	about	about
the	the	the

*	*	*
process	process	process
*	*	*
of	of	of
science	scienc	science
.	.	.

if	if	if
good	good	good
empirical	empir	empirical
research	research	research
were	were	were
done	done	done
and	and	and
showed	show	showed
that	that	that
there	there	there
is	is	is
some	some	some
merit	merit	merit
to	to	to
homeopathic	homeopath	homeopathic
remedies	remedi	remedy
,	,	,
this	this	this
would	would	would
certainly	certain	certainly
be	be	be
valuable	valuabl	valuable
information	inform	information
.	.	.

but	but	but
it	it	it
would	would	would
still	still	still
not	not	not
mean	mean	mean
that	that	that
homeopathy	homeopathi	homeopathy
qualifies	qualifi	qualifies
as	as	a
a	a	a
science	scienc	science
.	.	.

this	this	this
is	is	is
where	where	where
you	you	you
and	and	and
i	i	i
disagree	disagre	disagree
with	with	with
turpin	turpin	turpin
.	.	.

in	in	in
order	order	order
to	to	to
have	have	have
science	scienc	science
,	,	,
one	one	one
must	must	must
have	have	have
a	a	a
theoretical	theoret	theoretical
structure	structur	structure
that	that	that
makes	make	make
sense	sens	sense
,	,	,
not	not	not
a	a	a
mere	mere	mere
collection	collect	collection
of	of	of
empirically	empir	empirically
validated	valid	validated
random	random	random
hypotheses	hypothes	hypothesis
.	.	.

experiment	experi	experiment
and	and	and
empirical	empir	empirical
studies	studi	study
are	are	are
an	an	an
important	import	important
part	part	part
of	of	of
science	scienc	science
,	,	,
but	but	but
they	they	they
are	are	are
