subject	subject	subject
version	version	version
of	of	of
all	all	all

>	>	>
|	|	|
>	>	>
this	this	this
is	is	is
absolutely	absolut	absolutely
correct	correct	correct
,	,	,
i	i	i
'	'	'
m	m	m
still	still	still
no	no	no
worried	worri	worried
about	about	about
my	my	my
salvation	salvat	salvation
.	.	.

i	i	i
'	'	'
ll	ll	ll

>	>	>
|	|	|
>	>	>
probaby	probabi	probaby
make	make	make
it	it	it
(	(	(
i	i	i
don	don	don
'	'	'
t	t	t
steal	steal	steal
,	,	,
murder	murder	murder
,	,	,
covet	covet	covet
,	,	,
etc	etc	etc
,	,	,
and	and	and
i	i	i
like	like	like
to	to	to
help	help	help
other	other	other

>	>	>
|	|	|
>	>	>
people	peopl	people
)	)	)
.	.	.

all	all	all
i	i	i
did	did	did
was	was	wa
use	use	use
the	the	the
reason	reason	reason
and	and	and
intellect	intellect	intellect
your	your	your
god	god	god
provided	provid	provided
.	.	.

>	>	>
|	|	|
>	>	>
he	he	he
or	or	or
she	she	she
-	-	-
benevolent	benevol	benevolent
and	and	and
loving	love	loving
-	-	-
will	will	will
understand	understand	understand
my	my	my
dilemma	dilemma	dilemma
,	,	,
don	don	don
'	'	'
t	t	t
you	you	you

>	>	>
|	|	|
>	>	>
think	think	think
?	?	?

>	>	>
good	good	good
deeds	deed	deed
do	do	do
not	not	not
justify	justifi	justify
a	a	a
person	person	person
in	in	in
god	god	god
'	'	'
s	s	s
sight	sight	sight
.	.	.

>	>	>
an	an	an
atonement	aton	atonement
(	(	(
jesus	jesus	jesus
)	)	)
is	is	is
needed	need	needed
to	to	to
atone	aton	atone
for	for	for
sin	sin	sin
.	.	.

so	so	so
*	*	*
you	you	you
*	*	*
and	and	and
other	other	other
fundamentalists	fundamentalist	fundamentalist
say	say	say
.	.	.

what	what	what
about	about	about
the	the	the
billions	billion	billion
who	who	who
don	don	don
'	'	'
t	t	t
say	say	say
so	so	so
?	?	?

beware	bewar	beware
of	of	of
people	peopl	people
who	who	who
say	say	say
they	they	they
have	have	have
the	the	the
truth	truth	truth
,	,	,
bill	bill	bill
,	,	,
and	and	and
reconsider	reconsid	reconsider
each	each	each
time	time	time
you	you	you
think	think	think
you	you	you
do	do	do
.	.	.

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
>	>	>
science	scienc	science
and	and	and

>	>	>
|	|	|
>	>	>
>	>	>
the	the	the
bible	bibl	bible
are	are	are
not	not	not
in	in	in
contradiction	contradict	contradiction
.	.	.

god	god	god
can	can	can
supercede	superced	supercede
the	the	the
scientific	scientif	scientific

>	>	>
|	|	|
>	>	>
>	>	>
"	"	"
laws	law	law
"	"	"
as	as	a
man	man	man
understands	understand	understands
them	them	them
.	.	.

creation	creation	creation
is	is	is
a	a	a
good	good	good
example	exampl	example
.	.	.

god	god	god
has	has	ha
the	the	the

>	>	>
|	|	|
>	>	>
>	>	>
power	power	power
to	to	to
create	creat	create
something	someth	something
out	out	out
of	of	of
nothing	noth	nothing
,	,	,
order	order	order
out	out	out
of	of	of
chaos	chao	chaos
.	.	.

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
haven	haven	haven
'	'	'
t	t	t
been	been	been
on	on	on
t	t	t
.	.	.
o	o	o
.	.	.
long	long	long
,	,	,
but	but	but
i	i	i
have	have	have
a	a	a
feeling	feel	feeling
,	,	,
bill	bill	bill
,	,	,
that	that	that
the	the	the
veterans	veteran	veteran
will	will	will

>	>	>
|	|	|
>	>	>
agree	agre	agree
with	with	with
you	you	you
here	here	here
.	.	.

no	no	no
contradiciton	contradiciton	contradiciton
,	,	,
and	and	and
god	god	god
*	*	*
can	can	can
*	*	*
do	do	do
anything	anyth	anything
at	at	at
will	will	will
.	.	.

so	so	so
,	,	,
>	>	>
|	|	|
>	>	>
what	what	what
'	'	'
s	s	s
the	the	the
beef	beef	beef
?	?	?

(	(	(
or	or	or
more	more	more
properly	proper	properly
,	,	,
"	"	"
where	where	where
'	'	'
s	s	s
"	"	"
)	)	)

>	>	>

>	>	>
my	my	my
point	point	point
:	:	:
god	god	god
is	is	is
the	the	the
creator	creator	creator
.	.	.

look	look	look
'	'	'
s	s	s
like	like	like
we	we	we
agree	agre	agree
.	.	.

that	that	that
was	was	wa
not	not	not
your	your	your
point	point	point
,	,	,
bill	bill	bill
.	.	.

your	your	your
point	point	point
above	abov	above
was	was	wa
god	god	god
*	*	*
has	has	ha
*	*	*
the	the	the
power	power	power
.	.	.
.	.	.
.	.	.
.	.	.

scientists	scientist	scientist
generally	general	generally
agree	agre	agree
with	with	with
that	that	that
.	.	.

that	that	that
'	'	'
s	s	s
a	a	a
far	far	far
cry	cri	cry
from	from	from
saying	say	saying
god	god	god
did	did	did
.	.	.

please	pleas	please
attempt	attempt	attempt
to	to	to
understand	understand	understand
your	your	your
own	own	own
posts	post	post
.	.	.

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
>	>	>
if	if	if
the	the	the
title	titl	title
of	of	of
the	the	the
book	book	book
you	you	you
mentioned	mention	mentioned
has	has	ha
anything	anyth	anything
to	to	to
do	do	do
with	with	with
the	the	the

>	>	>
|	|	|
>	>	>
>	>	>
substance	substanc	substance
of	of	of
the	the	the
book	book	book
,	,	,
it	it	it
must	must	must
be	be	be
a	a	a
real	real	real
laugher	laugher	laugher
.	.	.

of	of	of
course	cours	course
jesus	jesus	jesus
existed	exist	existed
,	,	,
>	>	>
|	|	|
>	>	>
>	>	>
and	and	and
there	there	there
are	are	are
volumes	volum	volume
of	of	of
evidence	evid	evidence
to	to	to
back	back	back
it	it	it
up	up	up
.	.	.

i	i	i
can	can	can
give	give	give
many	mani	many
if	if	if
you	you	you

>	>	>
|	|	|
>	>	>
>	>	>
are	are	are
interested	interest	interested
.	.	.

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
its	it	it
not	not	not
a	a	a
laugher	laugher	laugher
,	,	,
bill	bill	bill
.	.	.

its	it	it
a	a	a
scholarly	scholar	scholarly
book	book	book
that	that	that
many	mani	many
happen	happen	happen
to	to	to
disagree	disagre	disagree

>	>	>
|	|	|
>	>	>
with	with	with
.	.	.

i	i	i
am	am	am
definitely	definit	definitely
(	(	(
and	and	and
seriously	serious	seriously
)	)	)
interested	interest	interested
in	in	in
confirmation	confirm	confirmation
.	.	.

i	i	i
know	know	know
of	of	of

>	>	>
|	|	|
>	>	>
the	the	the
bible	bibl	bible
,	,	,
inferences	infer	inference
therefrom	therefrom	therefrom
(	(	(
e	e	e
.	.	.
g	g	g
.	.	.
,	,	,
prophecies	propheci	prophecy
)	)	)
,	,	,
apocrypha	apocrypha	apocrypha
,	,	,
the	the	the
koran	koran	koran
and	and	and

>	>	>
|	|	|
>	>	>
others	other	others
.	.	.

what	what	what
i	i	i
am	am	am
interested	interest	interested
is	is	is
independent	independ	independent
evidence	evid	evidence
.	.	.

do	do	do
you	you	you
have	have	have
any	ani	any
?	?	?

i	i	i

>	>	>
|	|	|
>	>	>
know	know	know
of	of	of
josephus	josephus	josephus
,	,	,
but	but	but
this	this	this
is	is	is
almost	almost	almost
certainly	certain	certainly
an	an	an
insertion	insert	insertion
.	.	.

also	also	also
i	i	i
know	know	know
of	of	of
a	a	a

>	>	>
|	|	|
>	>	>
few	few	few
roman	roman	roman
documents	document	document
(	(	(
e	e	e
.	.	.
g	g	g
.	.	.
,	,	,
pliny	plini	pliny
)	)	)
,	,	,
but	but	but
these	these	these
deal	deal	deal
only	onli	only
with	with	with
early	earli	early
christians	christian	christian
.	.	.

>	>	>
|	|	|
>	>	>
do	do	do
you	you	you
have	have	have
any	ani	any
independent	independ	independent
evidence	evid	evidence
?	?	?

i	i	i
am	am	am
most	most	most
interested	interest	interested
.	.	.

please	pleas	please
email	email	email
or	or	or

>	>	>
|	|	|
>	>	>
post	post	post
.	.	.

thanks	thank	thanks
,	,	,
and	and	and
best	best	best
regards	regard	regard
.	.	.

>	>	>

>	>	>
i	i	i
'	'	'
ll	ll	ll
send	send	send
you	you	you
some	some	some
info	info	info
via	via	via
e	e	e
-	-	-
mail	mail	mail
.	.	.

>	>	>
regards	regard	regard
,	,	,
bill	bill	bill
.	.	.

i	i	i
have	have	have
your	your	your
info	info	info
,	,	,
and	and	and
i	i	i
have	have	have
replied	repli	replied
-	-	-
several	sever	several
days	day	day
ago	ago	ago
.	.	.

hope	hope	hope
you	you	you
have	have	have
it	it	it
.	.	.

somehow	somehow	somehow
your	your	your
post	post	post
above	abov	above
appeared	appear	appeared
at	at	at
my	my	my
server	server	server
only	onli	only
today	today	today
.	.	.

rich	rich	rich
fox	fox	fox
,	,	,
anthro	anthro	anthro
,	,	,
usouthdakota	usouthdakota	usouthdakota
