from	from	from
:	:	:
ad354@freenet.carleton.ca	ad354@freenet.carleton.ca	ad354@freenet.carleton.ca
(	(	(
james	jame	james
owens	owen	owen
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
question	question	question
for	for	for
those	those	those
with	with	with
popular	popular	popular
morality	moral	morality

organization	organ	organization
:	:	:
national	nation	national
capital	capit	capital
freenet	freenet	freenet
,	,	,
ottawa	ottawa	ottawa
,	,	,
canada	canada	canada

lines	line	line
:	:	:
87	87	87

in	in	in
article	articl	article
70257	70257	70257
,	,	,
david@terminus.ericsson.se	david@terminus.ericsson.s	david@terminus.ericsson.se
(	(	(
david	david	david
bold	bold	bold
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
17570@freenet.carleton.ca	17570@freenet.carleton.ca	17570@freenet.carleton.ca
,	,	,
ad354@freenet.carleton.ca	ad354@freenet.carleton.ca	ad354@freenet.carleton.ca

>	>	>
(	(	(
james	jame	james
owens	owen	owen
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
you	you	you
seem	seem	seem
to	to	to
be	be	be
saying	say	saying
that	that	that
,	,	,
god	god	god
being	be	being
unknowable	unknow	unknowable
,	,	,
his	his	his
morality	moral	morality

>	>	>
>	>	>
is	is	is
unknowable	unknow	unknowable
.	.	.

>	>	>
yep	yep	yep
,	,	,
that	that	that
'	'	'
s	s	s
pretty	pretti	pretty
much	much	much
it	it	it
.	.	.

.	.	.

.	.	.

.	.	.

>	>	>
.	.	.

.	.	.

.	.	.

>	>	>
as	as	a
i	i	i
understand	understand	understand
it	it	it
,	,	,
the	the	the
sadducees	sadduce	sadducee
believed	believ	believed
that	that	that
the	the	the
torah	torah	torah
was	was	wa
all	all	all

>	>	>
that	that	that
was	was	wa
required	requir	required
,	,	,
whereas	wherea	whereas
the	the	the
pharisees	pharise	pharisee
(	(	(
the	the	the
ancestors	ancestor	ancestor
of	of	of
modern	modern	modern

>	>	>
judaism	judaism	judaism
)	)	)
believed	believ	believed
that	that	that
the	the	the
torah	torah	torah
was	was	wa
available	avail	available
for	for	for
interpretation	interpret	interpretation

>	>	>
to	to	to
lead	lead	lead
to	to	to
an	an	an
understanding	understand	understanding
of	of	of
the	the	the
required	requir	required
morality	moral	morality
in	in	in
all	all	all
its	it	it

>	>	>
nuances	nuanc	nuance
(	(	(
-	-	-
>	>	>
talmud	talmud	talmud
)	)	)
.	.	.

>	>	>
the	the	the
essence	essenc	essence
of	of	of
all	all	all
of	of	of
this	this	this
is	is	is
that	that	that
biblical	biblic	biblical
morality	moral	morality
is	is	is
an	an	an

>	>	>
interface	interfac	interface
between	between	between
man	man	man
and	and	and
yhwh	yhwh	yhwh
(	(	(
for	for	for
a	a	a
jew	jew	jew
or	or	or
christian	christian	christian
)	)	)
and	and	and
does	doe	doe

>	>	>
not	not	not
necessarily	necessarili	necessarily
indicate	indic	indicate
anything	anyth	anything
about	about	about
yhwh	yhwh	yhwh
outside	outsid	outside
of	of	of
that	that	that

>	>	>
relationship	relationship	relationship
(	(	(
although	although	although
one	one	one
can	can	can
speculate	specul	speculate
)	)	)
.	.	.

>	>	>
.	.	.

.	.	.

.	.	.

>	>	>
.	.	.

.	.	.

.	.	.

the	the	the
point	point	point
i	i	i
`	`	`
m	m	m
trying	tri	trying
to	to	to
make	make	make
is	is	is
that	that	that
we	we	we
only	onli	only
really	realli	really
have	have	have
the	the	the

>	>	>
bible	bibl	bible
to	to	to
interpret	interpret	interpret
,	,	,
and	and	and
that	that	that
interpretation	interpret	interpretation
is	is	is
by	by	by
humanity	human	humanity
.	.	.

i	i	i
guess	guess	guess

>	>	>
this	this	this
is	is	is
where	where	where
faith	faith	faith
or	or	or
