from	from	from
:	:	:
rkwmo@pukrs3.puk.ac.za	rkwmo@pukrs3.puk.ac.za	rkwmo@pukrs3.puk.ac.za
(	(	(
mnr	mnr	mnr
m	m	m
oosthuysen	oosthuysen	oosthuysen
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
a	a	a
kind	kind	kind
and	and	and
loving	love	loving
god	god	god
!	!	!
!	!	!

organization	organ	organization
:	:	:
pu	pu	pu
vir	vir	vir
cho	cho	cho
/	/	/
pu	pu	pu
for	for	for
che	che	che

lines	line	line
:	:	:
33	33	33

in	in	in
article	articl	article
<	<	<
9304141620	9304141620	9304141620
.aa01443@dangermouse.mitre.org	.aa01443@dangermouse.mitre.org	.aa01443@dangermouse.mitre.org
>	>	>
jmeritt@mental.mitre.org	jmeritt@mental.mitre.org	jmeritt@mental.mitre.org
writes	write	writes
:	:	:

>	>	>
leviticus	leviticus	leviticus
21	21	21
:	:	:
9	9	9

>	>	>
and	and	and
the	the	the
daughter	daughter	daughter
of	of	of
any	ani	any
priest	priest	priest
,	,	,
if	if	if
she	she	she
profane	profan	profane
herself	herself	herself
by	by	by
playing	play	playing
the	the	the

>	>	>
whore	whore	whore
,	,	,
she	she	she
profaneth	profaneth	profaneth
her	her	her
father	father	father
:	:	:
she	she	she
shall	shall	shall
be	be	be
burnt	burnt	burnt
with	with	with
fire	fire	fire
.	.	.

>	>	>
deuteronomy	deuteronomi	deuteronomy
22	22	22
:	:	:
20	20	20
-	-	-
21	21	21

>	>	>
.	.	.
.	.	.
.	.	.
and	and	and
the	the	the
tokens	token	token
of	of	of
virginity	virgin	virginity
be	be	be
not	not	not
found	found	found
for	for	for
the	the	the
damsel	damsel	damsel
:	:	:
then	then	then
they	they	they
shall	shall	shall

>	>	>
bring	bring	bring
out	out	out
the	the	the
damsel	damsel	damsel
to	to	to
the	the	the
door	door	door
of	of	of
her	her	her
father	father	father
'	'	'
s	s	s
house	hous	house
,	,	,
and	and	and
the	the	the
men	men	men
of	of	of
the	the	the

>	>	>
city	citi	city
shall	shall	shall
stone	stone	stone
her	her	her
with	with	with
stones	stone	stone
that	that	that
she	she	she
die	die	die
.	.	.
.	.	.
.	.	.

>	>	>
deuteronomy	deuteronomi	deuteronomy
22	22	22
:	:	:
22	22	22

>	>	>
if	if	if
a	a	a
man	man	man
be	be	be
found	found	found
lying	lie	lying
with	with	with
a	a	a
woman	woman	woman
married	marri	married
to	to	to
a	a	a
husband	husband	husband
,	,	,
then	then	then
they	they	they
shall	shall	shall

>	>	>
both	both	both
of	of	of
them	them	them
die	die	die
.	.	.
.	.	.
.	.	.

>	>	>
deuteronomy	deuteronomi	deuteronomy
22	22	22
:	:	:
23	23	23
-	-	-
24	24	24

>	>	>
if	if	if
a	a	a
damsel	damsel	damsel
that	that	that
is	is	is
a	a	a
virgin	virgin	virgin
be	be	be
betrothed	betroth	betrothed
unto	unto	unto
a	a	a
husband	husband	husband
,	,	,
and	and	and
a	a	a
man	man	man
find	find	find
her	her	her

>	>	>
in	in	in
the	the	the
city	citi	city
,	,	,
and	and	and
lie	lie	lie
with	with	with
her	her	her
;	;	;
then	then	then
ye	ye	ye
shall	shall	shall
bring	bring	bring
them	them	them
both	both	both
out	out	out
unto	unto	unto
the	the	the

>	>	>
gate	gate	gate
of	of	of
that	that	that
city	citi	city
,	,	,
and	and	and
ye	ye	ye
shall	shall	shall
stone	stone	stone
them	them	them
with	with	with
stones	stone	stone
that	that	that
they	they	they
die	die	die
.	.	.
.	.	.
.	.	.

>	>	>
deuteronomy	deuteronomi	deuteronomy
22	22	22
:	:	:
25	25	25

>	>	>
but	but	but
if	if	if
a	a	a
man	man	man
find	find	find
a	a	a
betrothed	betroth	betrothed
damsel	damsel	damsel
in	in	in
the	the	the
field	field	field
,	,	,
and	and	and
the	the	the
man	man	man
force	forc	force
her	her	her
,	,	,
>	>	>
and	and	and
lie	lie	lie
with	with	with
her	her	her
:	:	:
then	then	then
the	the	the
man	man	man
only	onli	only
that	that	that
lay	lay	lay
with	with	with
her	her	her
shall	shall	shall
die	die	die
.	.	.

if	if	if
it	it	it
were	were	were
'	'	'
nt	nt	nt
for	for	for
the	the	the
sin	sin	sin
of	of	of
men	men	men
,	,	,
none	none	none
of	of	of
this	this	this
killing	kill	killing
would	would	would
have	have	have
been	been	been
necesarry	necesarri	necesarry
,	,	,
he	he	he
is	is	is
kind	kind	kind
and	and	and
loving	love	loving
,	,	,
but	but	but
also	also	also
righteous	righteous	righteous
,	,	,
sin	sin	sin
must	must	must
be	be	be
punished	punish	punished
.	.	.

before	befor	before
jesus	jesus	jesus
,	,	,
man	man	man
had	had	had
to	to	to
take	take	take
the	the	the
sins	sin	sin
on	on	on
himself	himself	himself
.	.	.

but	but	but
jesus	jesus	jesus
died	die	died
and	and	and
took	took	took
it	it	it
all	all	all
upon	upon	upon
him	him	him
,	,	,
so	so	so
now	now	now
we	we	we
also	also	also
have	have	have
a	a	a
forgiving	forgiv	forgiving
god	god	god
.	.	.

if	if	if
he	he	he
were	were	were
not	not	not
kind	kind	kind
and	and	and
loving	love	loving
,	,	,
there	there	there
wouldn	wouldn	wouldn
'	'	'
t	t	t
have	have	have
been	been	been
any	ani	any
people	peopl	people
left	left	left
.	.	.
