from	from	from
:	:	:
mikey@ccwf.cc.utexas.edu	mikey@ccwf.cc.utexas.edu	mikey@ccwf.cc.utexas.edu
(	(	(
strider	strider	strider
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
guns	gun	gun
in	in	in
backcountry	backcountri	backcountry
?	?	?

no	no	no
thanks	thank	thanks
organization	organ	organization
:	:	:
the	the	the
university	univers	university
of	of	of
texas	texa	texas
at	at	at
austin	austin	austin
,	,	,
austin	austin	austin
tx	tx	tx
lines	line	line
:	:	:
34	34	34
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
louie	louie	louie
.	.	.
cc	cc	cc
.	.	.
utexas	utexa	utexas
.	.	.
edu	edu	edu

reimer@uinpla.npl.uiuc.edu	reimer@uinpla.npl.uiuc.edu	reimer@uinpla.npl.uiuc.edu
(	(	(
paul	paul	paul
e	e	e
.	.	.

reimer	reimer	reimer
)	)	)
writes	write	writes
:	:	:

|	|	|
there	there	there
are	are	are
a	a	a
lot	lot	lot
of	of	of
automobile	automobil	automobile
accidents	accid	accident
,	,	,
but	but	but
atleast	atleast	atleast
there	there	there
is	is	is
some	some	some

|	|	|
regulation	regul	regulation
to	to	to
try	tri	try
to	to	to
combat	combat	combat
this	this	this
.	.	.

when	when	when
i	i	i
got	got	got
my	my	my
drivers	driver	driver
license	licens	license
,	,	,
i	i	i
had	had	had

|	|	|
to	to	to
take	take	take
a	a	a
drivers	driver	driver
safety	safeti	safety
class	class	class
.	.	.

i	i	i
have	have	have
to	to	to
be	be	be
licensed	licens	licensed
to	to	to
drive	drive	drive
.	.	.

my	my	my
car	car	car

|	|	|
must	must	must
be	be	be
registered	regist	registered
.	.	.

i	i	i
must	must	must
(	(	(
at	at	at
least	least	least
where	where	where
i	i	i
live	live	live
)	)	)
have	have	have
liability	liabil	liability

|	|	|
insurance	insur	insurance
on	on	on
both	both	both
myself	myself	myself
driving	drive	driving
and	and	and
my	my	my
car	car	car
(	(	(
if	if	if
someone	someon	someone
else	els	else
had	had	had
an	an	an

|	|	|
accident	accid	accident
with	with	with
it	it	it
)	)	)
.	.	.

hmm	hmm	hmm
,	,	,
wouldn	wouldn	wouldn
'	'	'
t	t	t
manditory	manditori	manditory
saftey	saftey	saftey
classes	class	class
,	,	,
