organization	organ	organization
:	:	:
university	univers	university
of	of	of
illinois	illinoi	illinois
at	at	at
chicago	chicago	chicago
,	,	,
academic	academ	academic
computer	comput	computer
center	center	center

from	from	from
:	:	:
jason	jason	jason
kratz	kratz	kratz
<	<	<
u28037@uicvm.uic.edu	u28037@uicvm.uic.edu	u28037@uicvm.uic.edu
>	>	>

subject	subject	subject
:	:	:
re	re	re
:	:	:
my	my	my
gun	gun	gun
is	is	is
like	like	like
my	my	my
american	american	american
express	express	express
card	card	card

distribution	distribut	distribution
:	:	:
usa	usa	usa

<	<	<
93104.173826u28037@uicvm.uic.edu	93104.173826u28037@uicvm.uic.edu	93104.173826u28037@uicvm.uic.edu

<	<	<
1993apr15.202811.29312@csd-newshost.stanford.edu	1993apr15.202811.29312@csd-newshost.stanford.edu	1993apr15.202811.29312@csd-newshost.stanford.edu
>	>	>
lines	line	line
:	:	:
28	28	28

in	in	in
article	articl	article
<	<	<
1993apr15.202811.29312@csd-newshost.stanford.edu	1993apr15.202811.29312@csd-newshost.stanford.edu	1993apr15.202811.29312@csd-newshost.stanford.edu
>	>	>
,	,	,
andy@sail.stanford.edu	andy@sail.stanford.edu	andy@sail.stanford.edu
(	(	(
andy	andi	andy
freeman	freeman	freeman
)	)	)
says	say	say
:	:	:

>	>	>

>	>	>
>	>	>
i	i	i
have	have	have
been	been	been
at	at	at
a	a	a
shooting	shoot	shooting
range	rang	range
where	where	where

>	>	>
>	>	>
gang	gang	gang
members	member	member
were	were	were
"	"	"
practicing	practic	practicing
"	"	"
shooting	shoot	shooting
.	.	.

>	>	>

>	>	>
how	how	how
do	do	do
"	"	"
we	we	we
"	"	"
know	know	know
that	that	that
they	they	they
were	were	were
gang	gang	gang
members	member	member
and	and	and
not	not	not
undercover	undercov	undercover
cops	cop	cop

>	>	>
or	or	or
even	even	even
law	law	law
-	-	-
abiding	abid	abiding
menacing	menac	menacing
minorities	minor	minority
.	.	.

btw	btw	btw
-	-	-
why	whi	why
the	the	the
sneer	sneer	sneer
quotes	quot	quote
?	?	?

>	>	>

"	"	"
we	we	we
"	"	"
know	know	know
because	becaus	because
the	the	the
area	area	area
that	that	that
the	the	the
gun	gun	gun
shop	shop	shop
/	/	/
shooting	shoot	shooting
range	rang	range
is	is	is
in	in	in
is	is	is
right	right	right
on	on	on
the	the	the
border	border	border
of	of	of
the	the	the
west	west	west
side	side	side
of	of	of
chicago	chicago	chicago
.	.	.

that	that	that
is	is	is
a	a	a
gang	gang	gang
infested	infest	infested
area	area	area
.	.	.

there	there	there
are	are	are
many	mani	many
,	,	,
many	mani	many
bad	bad	bad
things	thing	thing
going	go	going
on	on	on
in	in	in
that	that	that
area	area	area
.	.	.

also	also	also
,	,	,
i	i	i
have	have	have
several	sever	several
friends	friend	friend
that	that	that
live	live	live
very	veri	very
close	close	close
to	to	to
that	that	that
area	area	area
who	who	who
have	have	have
had	had	had
problems	problem	problem
with	with	with
some	some	some
of	of	of
these	these	these
folks	folk	folk
.	.	.

by	by	by
the	the	the
way	way	way
,	,	,
where	where	where
did	did	did
i	i	i
say	say	say
that	that	that
they	they	they
were	were	were
minorities	minor	minority
?	?	?

do	do	do
you	you	you
think	think	think
that	that	that
only	onli	only
minorities	minor	minority
have	have	have
gangs	gang	gang
?	?	?

not	not	not
so	so	so
.	.	.

as	as	a
far	far	far
