from	from	from
:	:	:
cdt@sw.stratus.com	cdt@sw.stratus.com	cdt@sw.stratus.com
(	(	(
c	c	c
.	.	.
d	d	d
.	.	.
tavares	tavar	tavares
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
constitutionality	constitut	constitutionality
of	of	of
18	18	18
u	u	u
.	.	.
s	s	s
.	.	.
c	c	c
922	922	922
(	(	(
o	o	o
)	)	)

organization	organ	organization
:	:	:
stratus	stratus	stratus
computer	comput	computer
,	,	,
inc	inc	inc
.	.	.

lines	line	line
:	:	:
53	53	53

distribution	distribut	distribution
:	:	:
usa	usa	usa

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
rocket	rocket	rocket
.	.	.
sw	sw	sw
.	.	.
stratus	stratus	stratus
.	.	.
com	com	com

in	in	in
article	articl	article
<	<	<
1993apr15.142322.1318@atlastele.com	1993apr15.142322.1318@atlastele.com	1993apr15.142322.1318@atlastele.com
>	>	>
,	,	,
brians@atlastele.com	brians@atlastele.com	brians@atlastele.com
(	(	(
brian	brian	brian
sheets	sheet	sheet
)	)	)
writes	write	writes
:	:	:

>	>	>
you	you	you
know	know	know
,	,	,
i	i	i
was	was	wa
reading	read	reading
18	18	18
u	u	u
.	.	.
s	s	s
.	.	.
c	c	c
.	.	.
922	922	922
and	and	and
something	someth	something
just	just	just
did	did	did
not	not	not
make	make	make

>	>	>
sence	senc	sence
and	and	and
i	i	i
was	was	wa
wondering	wonder	wondering
if	if	if
someone	someon	someone
could	could	could
help	help	help
me	me	me
out	out	out
.	.	.

>	>	>

>	>	>
say	say	say
u	u	u
.	.	.
s	s	s
.	.	.
c	c	c
.	.	.
922	922	922
:	:	:

>	>	>

>	>	>
(	(	(
1	1	1
)	)	)
except	except	except
as	as	a
provided	provid	provided
in	in	in
paragraph	paragraph	paragraph
(	(	(
2	2	2
)	)	)
,	,	,
it	it	it
shall	shall	shall
be	be	be
unlawful	unlaw	unlawful
for	for	for

>	>	>
any	ani	any
person	person	person
to	to	to
transfer	transfer	transfer
or	or	or
possess	possess	possess
a	a	a
machinegun	machinegun	machinegun
.	.	.

>	>	>

>	>	>
well	well	well
i	i	i
got	got	got
to	to	to
looking	look	looking
in	in	in
my	my	my
law	law	law
dictionary	dictionari	dictionary
and	and	and
i	i	i
found	found	found
that	that	that
a	a	a
"	"	"
person	person	person
"	"	"

>	>	>
might	might	might
also	also	also
be	be	be
an	an	an
artificial	artifici	artificial
entity	entiti	entity
that	that	that
is	is	is
created	creat	created
by	by	by
government	govern	government

^	^	^
^	^	^
^	^	^
^	^	^
^	^	^

>	>	>
and	and	and
has	has	ha
no	no	no
rights	right	right
under	under	under
the	the	the
federal	feder	federal
constitution	constitut	constitution
.	.	.

so	so	so
,	,	,
what	what	what
i	i	i

>	>	>
don	don	don
'	'	'
t	t	t
understand	understand	understand
is	is	is
how	how	how
a	a	a
statute	statut	statute
like	like	like
922	922	922
can	can	can
be	be	be
enforced	enforc	enforced
on	on	on

>	>	>
an	an	an
individual	individu	individual
.	.	.

so	so	so
someone	someon	someone
tell	tell	tell
me	me	me
how	how	how
my	my	my
government	govern	government
can	can	can
tell	tell	tell

>	>	>
me	me	me
what	what	what
i	i	i
can	can	can
or	or	or
cannot	cannot	cannot
possess	possess	possess
.	.	.

just	just	just
passing	pass	passing
a	a	a
law	law	law

^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^

>	>	>
does	doe	doe
