from	from	from
:	:	:
fcrary@ucsu.colorado.edu	fcrary@ucsu.colorado.edu	fcrary@ucsu.colorado.edu
(	(	(
frank	frank	frank
crary	crari	crary
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
gun	gun	gun
control	control	control
(	(	(
was	was	wa
re	re	re
:	:	:
we	we	we
'	'	'
re	re	re
mad	mad	mad
as	as	a
hell	hell	hell
at	at	at
the	the	the
tv	tv	tv
news	news	news
)	)	)

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
ucsu	ucsu	ucsu
.	.	.
colorado	colorado	colorado
.	.	.
edu	edu	edu

organization	organ	organization
:	:	:
university	univers	university
of	of	of
colorado	colorado	colorado
,	,	,
boulder	boulder	boulder

lines	line	line
:	:	:
24	24	24

in	in	in
article	articl	article
<	<	<
c518b1.amf@magpie.linknet.com	c518b1.amf@magpie.linknet.com	c518b1.amf@magpie.linknet.com
>	>	>
manes@magpie.linknet.com	manes@magpie.linknet.com	manes@magpie.linknet.com
(	(	(
steve	steve	steve
manes	mane	mane
)	)	)
writes	write	writes
:	:	:

>	>	>
:	:	:
>	>	>
:	:	:
>	>	>
last	last	last
year	year	year
the	the	the
us	us	u
suffered	suffer	suffered
almost	almost	almost
10	10	10
,	,	,
000	000	000
wrongful	wrong	wrongful
or	or	or
accidental	accident	accidental

>	>	>
:	:	:
>	>	>
:	:	:
>	>	>
deaths	death	death
by	by	by
handguns	handgun	handgun
alone	alon	alone
(	(	(
fbi	fbi	fbi
statistics	statist	statistic
)	)	)
.	.	.

in	in	in
the	the	the
same	same	same
year	year	year
,	,	,
the	the	the
uk	uk	uk

>	>	>
:	:	:
>	>	>
:	:	:
>	>	>
suffered	suffer	suffered
35	35	35
such	such	such
deaths	death	death
(	(	(
scotland	scotland	scotland
yard	yard	yard
statistics	statist	statistic
)	)	)
.	.	.

the	the	the
population	popul	population

>	>	>
:	:	:
>	>	>
:	:	:
>	>	>
of	of	of
the	the	the
uk	uk	uk
is	is	is
about	about	about
1	1	1
/	/	/
5	5	5
that	that	that
of	of	of
the	the	the
us	us	u
(	(	(
10	10	10
,	,	,
000	000	000
/	/	/
(	(	(
35	35	35
*	*	*
5	5	5
)	)	)
)	)	)
.	.	.

weighted	weight	weighted

>	>	>
:	:	:
>	>	>
:	:	:
>	>	>
for	for	for
population	popul	population
,	,	,
the	the	the
us	us	u
has	has	ha
57x	57x	57x
as	as	a
many	mani	many
handgun	handgun	handgun
-	-	-
related	relat	related
deaths	death	death
as	as	a
the	the	the

>	>	>
:	:	:
>	>	>
:	:	:
>	>	>
uk	uk	uk
.	.	.

and	and	and
,	,	,
no	no	no
,	,	,
the	the	the
brits	brit	brit
don	don	don
'	'	'
t	t	t
make	make	make
up	up	up
for	for	for
this	this	this
by	by	by
murdering	murder	murdering
57x	57x	57x
as	as	a

>	>	>
:	:	:
>	>	>
:	:	:
>	>	>
many	mani	many
people	peopl	people
with	with	with
baseball	basebal	baseball
bats	bat	bat
.	.	.

>	>	>
:	:	:
if	if	if
you	you	you
examine	examin	examine
the	the	the
figures	figur	figure
,	,	,
they	they	they
do	do	do
.	.	.

stabbing	stab	stabbing
is	is	is
favourite	favourit	favourite
,	,	,
closely	close	closely

>	>	>
:	:	:
followed	follow	followed
by	by	by
striking	strike	striking
,	,	,
punching	punch	punching
,	,	,
kicking	kick	kicking
.	.	.

many	mani	many
more	more	more
people	peopl	people
are	are	are
burnt	burnt	burnt
to	to	to

>	>	>
:	:	:
death	death	death
in	in	in
britain	britain	britain
as	as	a
are	are	are
shot	shot	shot
to	to	to
death	death	death
.	.	.

take	take	take
at	at	at
look	look	look
and	and	and
you	you	you
'	'	'
ll	ll	ll
see	see	see
for	for	for

>	>	>
:	:	:
yourself	yourself	yourself
.	.	.

>	>	>
it	it	it
means	mean	mean
that	that	that
very	veri	very
few	few	few
people	peopl	people
are	are	are
shot	shot	shot
to	to	to
death	death	death
in	in	in
great	great	great
britain	britain	britain
.	.	.

and	and	and
i	i	i
'	'	'
m	m	m
sure	sure	sure
that	that	that
is	is	is
a	a	a
great	great	great
comfort	comfort	comfort
to	to	to
the	the	the
widows	widow	widow
and	and	and
children	children	child
of	of	of
those	those	those
stabbed	stab	stabbed
,	,	,
beaten	beaten	beaten
and	and	and
burned	burn	burned
to	to	to
death	death	death
.	.	.

the	the	the
real	real	real
question	question	question
is	is	is
,	,	,
"	"	"
did	did	did
the	the	the
crime	crime	crime
rate	rate	rate
in	in	in
england	england	england
go	go	go
down	down	down
,	,	,
after	after	after
they	they	they
enacted	enact	enacted
gun	gun	gun
control	control	control
laws	law	law
?	?	?
"	"	"
if	if	if
you	you	you
look	look	look
at	at	at
the	the	the
rates	rate	rate
before	befor	before
and	and	and
after	after	after
their	their	their
first	first	first
such	such	such
law	law	law
in	in	in
1920	1920	1920
,	,	,
you	you	you
will	will	will
see	see	see
no	no	no
effect	effect	effect
.	.	.

frank	frank	frank
crary	crari	crary

cu	cu	cu
boulder	boulder	boulder
