subject	subject	subject
:	:	:
re	re	re
:	:	:
non	non	non
-	-	-
lethal	lethal	lethal
alternatives	altern	alternative
to	to	to
handguns	handgun	handgun
?	?	?

from	from	from
:	:	:
steiner@jupiter.cse.utoledo.edu	steiner@jupiter.cse.utoledo.edu	steiner@jupiter.cse.utoledo.edu
(	(	(
jason	jason	jason
'	'	'
think	think	think
!	!	!
'	'	'
steiner	steiner	steiner
)	)	)

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
jupiter	jupit	jupiter
.	.	.
cse	cse	cse
.	.	.
utoledo	utoledo	utoledo
.	.	.
edu	edu	edu

x	x	x
-	-	-
newsreader	newsread	newsreader
:	:	:
tin	tin	tin
[	[	[
version	version	version
1	1	1
.	.	.
1	1	1
pl9	pl9	pl9
]	]	]

lines	line	line
:	:	:
16	16	16

douglas	dougla	douglas
craig	craig	craig
holland	holland	holland
(	(	(
holland@cs.colostate.edu	holland@cs.colostate.edu	holland@cs.colostate.edu
)	)	)
writes	write	writes
:	:	:

[	[	[
.	.	.
.	.	.
.	.	.
lostsa	lostsa	lostsa
'	'	'
crap	crap	crap
deleted	delet	deleted
.	.	.

trim	trim	trim
your	your	your
articles	articl	article
!	!	!
.	.	.
.	.	.
.	.	.
]	]	]

>	>	>
what	what	what
about	about	about
guns	gun	gun
with	with	with
non	non	non
-	-	-
lethal	lethal	lethal
bullets	bullet	bullet
,	,	,
like	like	like
rubber	rubber	rubber
or	or	or
plastic	plastic	plastic

>	>	>
bullets	bullet	bullet
.	.	.

would	would	would
those	those	those
work	work	work
very	veri	very
well	well	well
in	in	in
stopping	stop	stopping
an	an	an
attack	attack	attack
?	?	?

last	last	last
i	i	i
heard	heard	heard
,	,	,
"	"	"
non	non	non
-	-	-
lethal	lethal	lethal
"	"	"
was	was	wa
a	a	a
bit	bit	bit
of	of	of
a	a	a
misnomer	misnom	misnomer
for	for	for
these	these	these
things	thing	thing
.	.	.

jason	jason	jason

-	-	-
-	-	-

`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`

`	`	`
,	,	,
`	`	`
democrat	democrat	democrat
:	:	:
give	give	give
us	us	u
your	your	your
money	money	money
.	.	.

_we	_we	_we
'	'	'
ll_	ll_	ll_
solve	solv	solve
your	your	your
problems	problem	problem
.	.	.

`	`	`
,	,	,
`	`	`

`	`	`
,	,	,
`	`	`
republican	republican	republican
:	:	:
give	give	give
us	us	u
your	your	your
money	money	money
.	.	.

we	we	we
'	'	'
ll	ll	ll
ignore	ignor	ignore
your	your	your
problems	problem	problem
.	.	.

`	`	`
,	,	,
`	`	`

`	`	`
,	,	,
`	`	`
libertarian	libertarian	libertarian
:	:	:
keep	keep	keep
your	your	your
money	money	money
.	.	.

solve	solv	solve
your	your	your
own	own	own
problems	problem	problem
.	.	.

`	`	`
,	,	,
`	`	`

`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
steiner@jupiter.cse.utoledo.edu	steiner@jupiter.cse.utoledo.edu	steiner@jupiter.cse.utoledo.edu
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
,	,	,
`	`	`
