from	from	from
:	:	:
henry@zoo.toronto.edu	henry@zoo.toronto.edu	henry@zoo.toronto.edu
(	(	(
henry	henri	henry
spencer	spencer	spencer
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
level	level	level
5	5	5
?	?	?

organization	organ	organization
:	:	:
u	u	u
of	of	of
toronto	toronto	toronto
zoology	zoolog	zoology

lines	line	line
:	:	:
18	18	18

in	in	in
article	articl	article
<	<	<
1raejd	1raejd	1raejd
$	$	$
bf4@access.digex.net	bf4@access.digex.net	bf4@access.digex.net
>	>	>
prb@access.digex.com	prb@access.digex.com	prb@access.digex.com
(	(	(
pat	pat	pat
)	)	)
writes	write	writes
:	:	:

>	>	>
what	what	what
ever	ever	ever
happened	happen	happened
to	to	to
the	the	the
hypothesis	hypothesi	hypothesis
that	that	that
the	the	the
shuttle	shuttl	shuttle
flight	flight	flight
software	softwar	software

>	>	>
was	was	wa
a	a	a
major	major	major
factor	factor	factor
in	in	in
the	the	the
loss	loss	loss
of	of	of
51	51	51
-	-	-
l	l	l
.	.	.

to	to	to
wit	wit	wit
,	,	,
that	that	that
during	dure	during
the	the	the

>	>	>
wind	wind	wind
shear	shear	shear
event	event	event
,	,	,
the	the	the
flight	flight	flight
control	control	control
software	softwar	software
indicated	indic	indicated
a	a	a
series	seri	series

>	>	>
of	of	of
very	veri	very
violent	violent	violent
engine	engin	engine
movements	movement	movement
that	that	that
shocked	shock	shocked
and	and	and
set	set	set
upa	upa	upa
harmonic	harmon	harmonic

>	>	>
resonance	reson	resonance
leading	lead	leading
to	to	to
an	an	an
overstress	overstress	overstress
of	of	of
the	the	the
struts	strut	strut
.	.	.

this	this	this
sounds	sound	sound
like	like	like
another	anoth	another
of	of	of
ali	ali	ali
abutaha	abutaha	abutaha
'	'	'
s	s	s
57	57	57
different	differ	different
"	"	"
real	real	real
causes	caus	cause
"	"	"
of	of	of
the	the	the
challenger	challeng	challenger
accident	accid	accident
.	.	.

as	as	a
far	far	far
as	as	a
i	i	i
know	know	know
,	,	,
there	there	there
has	has	ha
never	never	never
been	been	been
the	the	the
slightest	slightest	slightest
shred	shred	shred
of	of	of
evidence	evid	evidence
for	for	for
a	a	a
"	"	"
harmonic	harmon	harmonic
resonance	reson	resonance
"	"	"
having	have	having
occurred	occur	occurred
.	.	.

the	the	the
windshear	windshear	windshear
-	-	-
induced	induc	induced
maneuvering	maneuv	maneuvering
probably	probabl	probably
*	*	*
did	did	did
*	*	*
contribute	contribut	contribute
to	to	to
opening	open	opening
up	up	up
the	the	the
leak	leak	leak
path	path	path
in	in	in
the	the	the
srb	srb	srb
joint	joint	joint
again	again	again
-	-	-
-	-	-
it	it	it
seems	seem	seems
to	to	to
have	have	have
sealed	seal	sealed
itself	itself	itself
after	after	after
the	the	the
puffs	puff	puff
of	of	of
smoke	smoke	smoke
during	dure	during
liftoff	liftoff	liftoff
-	-	-
-	-	-
but	but	but
the	the	the
existing	exist	existing
explanation	explan	explanation
of	of	of
this	this	this
and	and	and
related	relat	related
events	event	event
seems	seem	seems
to	to	to
account	account	account
for	for	for
the	the	the
evidence	evid	evidence
adequately	adequ	adequately
.	.	.

-	-	-
-	-	-
svr4	svr4	svr4
resembles	resembl	resembles
a	a	a
high	high	high
-	-	-
speed	speed	speed
collision	collis	collision
|	|	|
henry	henri	henry
spencer	spencer	spencer
@	@	@
u	u	u
of	of	of
toronto	toronto	toronto
zoology	zoolog	zoology
between	between	between
svr3	svr3	svr3
and	and	and
sunos	suno	sunos
.	.	.

-	-	-
dick	dick	dick
dunn	dunn	dunn
|	|	|
henry@zoo.toronto.edu	henry@zoo.toronto.edu	henry@zoo.toronto.edu
utzoo	utzoo	utzoo
!	!	!
henry	henri	henry
