from	from	from
:	:	:
wales.larrison@ofa123.fidonet.org	wales.larrison@ofa123.fidonet.org	wales.larrison@ofa123.fidonet.org

subject	subject	subject
:	:	:
space	space	space
advertising	advertis	advertising
(	(	(
1	1	1
of	of	of
2	2	2
)	)	)

x	x	x
-	-	-
sender	sender	sender
:	:	:
newtout	newtout	newtout
0	0	0
.	.	.
08	08	08
feb	feb	feb
23	23	23
1993	1993	1993

lines	line	line
:	:	:
81	81	81

brian	brian	brian
yamauchi	yamauchi	yamauchi
asks	ask	asks
:	:	:
[	[	[
regarding	regard	regarding
orbital	orbit	orbital
billboards	billboard	billboard
.	.	.
.	.	.
.	.	.
]	]	]

>	>	>
and	and	and
does	doe	doe
anyone	anyon	anyone
have	have	have
any	ani	any
more	more	more
details	detail	detail
other	other	other
than	than	than
what	what	what
was	was	wa
in	in	in
the	the	the
wn	wn	wn

>	>	>
news	news	news
blip	blip	blip
?	?	?

how	how	how
serious	serious	serious
is	is	is
this	this	this
project	project	project
?	?	?

is	is	is
this	this	this
just	just	just
in	in	in
the	the	the
"	"	"
wild	wild	wild

>	>	>
idea	idea	idea
"	"	"
stage	stage	stage
or	or	or
does	doe	doe
it	it	it
have	have	have
real	real	real
funding	fund	funding
?	?	?

well	well	well
,	,	,
i	i	i
had	had	had
been	been	been
collecting	collect	collecting
data	data	data
for	for	for
next	next	next
edition	edit	edition
of	of	of
the	the	the
commercial	commerci	commercial
space	space	space
news	news	news
/	/	/
space	space	space
technology	technolog	technology
investor	investor	investor
.	.	.
.	.	.
.	.	.

to	to	to
summarize	summar	summarize
:	:	:

space	space	space
advertising	advertis	advertising

first	first	first
,	,	,
advertising	advertis	advertising
on	on	on
space	space	space
vehicles	vehicl	vehicle
is	is	is
not	not	not
new	new	new
-	-	-
-	-	-
it	it	it
is	is	is
very	veri	very
common	common	common
practice	practic	practice
to	to	to
put	put	put
the	the	the
cooperating	cooper	cooperating
organization	organ	organization
'	'	'
s	s	s
logos	logo	logo
on	on	on
the	the	the
space	space	space
launch	launch	launch
vehicle	vehicl	vehicle
.	.	.

for	for	for
example	exampl	example
,	,	,
the	the	the
latest	latest	latest
gps	gps	gps
launcher	launcher	launcher
had	had	had
the	the	the

(	(	(
very	veri	very
prominent	promin	prominent
)	)	)
logos	logo	logo
on	on	on
its	it	it
side	side	side
of	of	of

-	-	-
mcdonnell	mcdonnel	mcdonnell
douglas	dougla	douglas
(	(	(
the	the	the
delta	delta	delta
launcher	launcher	launcher
)	)	)

-	-	-
rockwell	rockwel	rockwell
international	intern	international
(	(	(
who	who	who
built	built	built
the	the	the
gps	gps	gps
satellite	satellit	satellite
)	)	)

-	-	-
usaf	usaf	usaf
(	(	(
who	who	who
paid	paid	paid
for	for	for
the	the	the
satellite	satellit	satellite
and	and	and
launch	launch	launch
)	)	)
,	,	,
and	and	and

-	-	-
the	the	the
gps	gps	gps
/	/	/
navstar	navstar	navstar
program	program	program
office	offic	office

this	this	this
has	has	ha
not	not	not
been	been	been
considered	consid	considered
"	"	"
paid	paid	paid
advertising	advertis	advertising
"	"	"
but	but	but
rather	rather	rather

"	"	"
public	public	public
relations	relat	relation
"	"	"
,	,	,
since	sinc	since
the	the	the
restrictions	restrict	restriction
have	have	have
been	been	been
such	such	such
that	that	that
only	onli	only
organizations	organ	organization
involved	involv	involved
in	in	in
the	the	the
launch	launch	launch
could	could	could
put	put	put
their	their	their
logos	logo	logo
on	on	on
the	the	the
side	side	side
,	,	,
and	and	and
there	there	there
was	was	wa
no	no	no
money	money	money
exchanged	exchang	exchanged
for	for	for
this	this	this
.	.	.

[	[	[
however	howev	however
,	,	,
putting	put	putting
a	a	a
10	10	10
'	'	'
high	high	high
logo	logo	logo
on	on	on
the	the	the
side	side	side
of	of	of
the	the	the
launch	launch	launch
vehicle	vehicl	vehicle
facing	face	facing
the	the	the
cameras	camera	camera
is	is	is
"	"	"
advertising	advertis	advertising
"	"	"
as	as	a
much	much	much
as	as	a
it	it	it
is	is	is
"	"	"
public	public	public
relations	relat	relation
"	"	"
,	,	,
in	in	in
my	my	my
opinion	opinion	opinion
.	.	.
]	]	]
[	[	[
and	and	and
by	by	by
the	the	the
way	way	way
,	,	,
i	i	i
note	note	note
that	that	that
the	the	the
dc	dc	dc
-	-	-
x	x	x
test	test	test
vehicle	vehicl	vehicle
has	has	ha
rather	rather	rather
prominent	promin	prominent
mcdonnell	mcdonnel	mcdonnell
-	-	-
douglas	dougla	douglas
and	and	and
sdio	sdio	sdio
logos	logo	logo
on	on	on
the	the	the
side	side	side
.	.	.
.	.	.
.	.	.
]	]	]

there	there	there
have	have	have
been	been	been
several	sever	several
studies	studi	study
looking	look	looking
at	at	at
the	the	the
revenue	revenu	revenue
potentials	potenti	potential
for	for	for
use	use	use
of	of	of
space	space	space
vehicles	vehicl	vehicle
for	for	for
advertising	advertis	advertising
,	,	,
or	or	or
placing	place	placing
large	larg	large
advertising	advertis	advertising
signs	sign	sign
in	in	in
orbit	orbit	orbit
.	.	.

on	on	on
