from	from	from
:	:	:
whit@carson.u.washington.edu	whit@carson.u.washington.edu	whit@carson.u.washington.edu
(	(	(
john	john	john
whitmore	whitmor	whitmore
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
a	a	a
question	question	question
about	about	about
120vac	120vac	120vac
outlet	outlet	outlet
wiring	wire	wiring
.	.	.
.	.	.

keywords	keyword	keywords
:	:	:
outlet	outlet	outlet

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
shelley	shelley	shelley
.	.	.
1qkm8iinn92t	1qkm8iinn92t	1qkm8iinn92t

distribution	distribut	distribution
:	:	:
world	world	world

organization	organ	organization
:	:	:
university	univers	university
of	of	of
washington	washington	washington
,	,	,
seattle	seattl	seattle

lines	line	line
:	:	:
34	34	34

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
carson	carson	carson
.	.	.
u	u	u
.	.	.
washington	washington	washington
.	.	.
edu	edu	edu

in	in	in
article	articl	article
<	<	<
1qids1innebl@chnews.intel.com	1qids1innebl@chnews.intel.com	1qids1innebl@chnews.intel.com
>	>	>
crichmon@sedona.intel.com	crichmon@sedona.intel.com	crichmon@sedona.intel.com
(	(	(
chris	chris	chris
richmond	richmond	richmond
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
in	in	in
article	articl	article
<	<	<
1993apr14.193122.20818@mprgate.mpr.ca	1993apr14.193122.20818@mprgate.mpr.ca	1993apr14.193122.20818@mprgate.mpr.ca
>	>	>
,	,	,
vanderby@mprgate.mpr.ca	vanderby@mprgate.mpr.ca	vanderby@mprgate.mpr.ca
(	(	(
david	david	david
vanderbyl	vanderbyl	vanderbyl
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
in	in	in
article	articl	article
<	<	<
1993apr14.172145.27458@ecsvax.uncecs.edu	1993apr14.172145.27458@ecsvax.uncecs.edu	1993apr14.172145.27458@ecsvax.uncecs.edu
>	>	>
,	,	,
crisp@ecsvax.uncecs.edu	crisp@ecsvax.uncecs.edu	crisp@ecsvax.uncecs.edu
(	(	(
russ	russ	rus
crisp	crisp	crisp
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
|	|	|
>	>	>
i	i	i
'	'	'
m	m	m
considering	consid	considering
modernizing	modern	modernizing
some	some	some
old	old	old
wiring	wire	wiring
in	in	in
my	my	my
home	home	home
,	,	,
and	and	and

>	>	>
>	>	>
|	|	|
>	>	>
i	i	i
need	need	need
a	a	a
little	littl	little
advice	advic	advice
on	on	on
outlet	outlet	outlet
wiring	wire	wiring
.	.	.

several	sever	several
outlets	outlet	outlet

>	>	>
>	>	>
|	|	|
>	>	>
are	are	are
the	the	the
old	old	old
'	'	'
two	two	two
prong	prong	prong
'	'	'
type	type	type
,	,	,
without	without	without
the	the	the
ground	ground	ground
.	.	.

naturally	natur	naturally
,	,	,
>	>	>
>	>	>
|	|	|
>	>	>
the	the	the
wire	wire	wire
feeding	feed	feeding
these	these	these
outlets	outlet	outlet
is	is	is
12	12	12
/	/	/
2	2	2
,	,	,
without	without	without
the	the	the
ground	ground	ground

>	>	>
>	>	>
|	|	|
>	>	>
wire	wire	wire
.	.	.

i	i	i
noticed	notic	noticed
at	at	at
the	the	the
fusebox	fusebox	fusebox
that	that	that
some	some	some
circuits	circuit	circuit
have	have	have
the	the	the

>	>	>
>	>	>
|	|	|
>	>	>
12	12	12
/	/	/
2	2	2
with	with	with
ground	ground	ground
,	,	,
and	and	and
that	that	that
on	on	on
these	these	these
circuits	circuit	circuit
,	,	,
the	the	the
ground	ground	ground

>	>	>
>	>	>
|	|	|
>	>	>
wire	wire	wire
was	was	wa
tied	tie	tied
to	to	to
the	the	the
same	same	same
bus	bus	bus
as	as	a
the	the	the
neutral	neutral	neutral
(	(	(
white	white	white
)	)	)
wire	wire	wire
.	.	.

>	>	>
>	>	>
this	this	this
is	is	is
contrary	contrari	contrary
to	to	to
the	the	the
electrical	electr	electrical
code	code	code
and	and	and
should	should	should
be	be	be
fixed	fix	fixed
.	.	.

>	>	>
well	well	well
,	,	,
my	my	my
house	hous	house
was	was	wa
built	built	built
just	just	just
last	last	last
year	year	year
,	,	,
and	and	and
the	the	the
breaker	breaker	breaker
box	box	box
is	is	is
wired	wire	wired
the	the	the

>	>	>
same	same	same
way	way	way
.	.	.

there	there	there
should	should	should
be	be	be
a	a	a
connection	connect	connection
of	of	of
the	the	the
ground	ground	ground
wire	wire	wire
to	to	to
a	a	a
ground	ground	ground
in	in	in
the	the	the
breaker	breaker	breaker
box	box	box
.	.	.

there	there	there
also	also	also
should	should	should
be	be	be
a	a	a
connection	connect	connection
of	of	of
the	the	the
neutral	neutral	neutral
wire	wire	wire
to	to	to
a	a	a
ground	ground	ground
in	in	in
the	the	the
breaker	breaker	breaker
box	box	box
.	.	.

there	there	there
should	should	should
be	be	be
no	no	no
other	other	other
place	place	place
in	in	in
the	the	the
building	build	building
where	where	where
such	such	such
a	a	a
connection	connect	connection
occurs	occur	occurs
(	(	(
i	i	i
.	.	.
e	e	e
.	.	.
not	not	not
in	in	in
any	ani	any
of	of	of
the	the	the
outlet	outlet	outlet
boxes	box	box
)	)	)
.	.	.

the	the	the
neutral	neutral	neutral
(	(	(
white	white	white
)	)	)
wire	wire	wire
is	is	is
a	a	a
'	'	'
grounding	ground	grounding
conductor	conductor	conductor
'	'	'
for	for	for
the	the	the
plug	plug	plug
,	,	,
and	and	and
is	is	is
not	not	not
safe	safe	safe
to	to	to
touch	touch	touch
,	,	,
while	while	while
the	the	the
ground	ground	ground
(	(	(
green	green	green
)	)	)
wire	wire	wire
is	is	is
a	a	a
'	'	'
protective	protect	protective
ground	ground	ground
'	'	'
and	and	and
carries	carri	carry
no	no	no
current	current	current
unless	unless	unless
some	some	some
kind	kind	kind
