from	from	from
:	:	:
verity@jack.sns.com	verity@jack.sns.com	verity@jack.sns.com
(	(	(
steve	steve	steve
verity	veriti	verity
)	)	)

subject	subject	subject
:	:	:
need	need	need
help	help	help
with	with	with
video	video	video
detection	detect	detection
circuit	circuit	circuit

organization	organ	organization
:	:	:
systems	system	system
'	'	'
n	n	n
'	'	'
software	softwar	software

lines	line	line
:	:	:
55	55	55

i	i	i
am	am	am
trying	tri	trying
to	to	to
build	build	build
a	a	a
circuit	circuit	circuit
that	that	that
detects	detect	detects
the	the	the
presence	presenc	presence
of	of	of
video	video	video
(	(	(
vs	vs	v
.	.	.
a	a	a
blank	blank	blank
screen	screen	screen
)	)	)
by	by	by
monitoring	monitor	monitoring
the	the	the
r	r	r
,	,	,
g	g	g
,	,	,
and	and	and
b	b	b
outputs	output	output
of	of	of
a	a	a
graphics	graphic	graphic
card	card	card
.	.	.

it	it	it
should	should	should
be	be	be
able	abl	able
to	to	to
detect	detect	detect
the	the	the
presence	presenc	presence
of	of	of
a	a	a
single	singl	single
pixel	pixel	pixel
at	at	at
65	65	65
mhz	mhz	mhz
,	,	,
which	which	which
would	would	would
mean	mean	mean
detecting	detect	detecting
a	a	a
15	15	15
ns	ns	n
pulse	puls	pulse
.	.	.

it	it	it
should	should	should
also	also	also
be	be	be
able	abl	able
to	to	to
tell	tell	tell
the	the	the
difference	differ	difference
between	between	between
a	a	a
blank	blank	blank
screen	screen	screen
(	(	(
about	about	about
300	300	300
mv	mv	mv
)	)	)
and	and	and
a	a	a
dim	dim	dim
screen	screen	screen
(	(	(
say	say	say
,	,	,
around	around	around
310	310	310
mv	mv	mv
)	)	)
.	.	.

oh	oh	oh
yes	yes	yes
,	,	,
it	it	it
also	also	also
needs	need	need
to	to	to
be	be	be
cheap	cheap	cheap
.	.	.

my	my	my
first	first	first
circuit	circuit	circuit
was	was	wa
a	a	a
dismal	dismal	dismal
failure	failur	failure
.	.	.

i	i	i
used	use	used
3	3	3
compariators	compari	compariators
;	;	;
each	each	each
compariator	compari	compariator
had	had	had
the	the	the
+	+	+
input	input	input
going	go	going
to	to	to
one	one	one
of	of	of
the	the	the
guns	gun	gun
,	,	,
the	the	the
-	-	-
input	input	input
went	went	went
to	to	to
a	a	a
reference	refer	reference
created	creat	created
by	by	by
a	a	a
voltage	voltag	voltage
divider	divid	divider
(	(	(
a	a	a
potentiometer	potentiomet	potentiometer
)	)	)
.	.	.

the	the	the
first	first	first
problem	problem	problem
was	was	wa
that	that	that
the	the	the
compariator	compari	compariator
was	was	wa
way	way	way
too	too	too
slow	slow	slow
.	.	.
.	.	.

i	i	i
needed	need	needed
to	to	to
get	get	get
several	sever	several
pixels	pixel	pixel
in	in	in
a	a	a
row	row	row
before	befor	before
it	it	it
would	would	would
fire	fire	fire
the	the	the
compariators	compari	compariators
,	,	,
so	so	so
i	i	i
could	could	could
have	have	have
a	a	a
whole	whole	whole
screen	screen	screen
full	full	full
of	of	of
text	text	text
,	,	,
but	but	but
my	my	my
circuit	circuit	circuit
would	would	would
not	not	not
detect	detect	detect
it	it	it
.	.	.

the	the	the
second	second	second
problem	problem	problem
is	is	is
that	that	that
there	there	there
was	was	wa
more	more	more
noise	nois	noise
on	on	on
the	the	the
reference	refer	reference
then	then	then
the	the	the
smallest	smallest	smallest
difference	differ	difference
between	between	between
a	a	a
blank	blank	blank
screen	screen	screen
and	and	and
a	a	a
dim	dim	dim
screen	screen	screen
.	.	.

in	in	in
fact	fact	fact
the	the	the
difference	differ	difference
between	between	between
completely	complet	completely
black	black	black
and	and	and
