from	from	from
:	:	:
alung@megatest.com	alung@megatest.com	alung@megatest.com
(	(	(
aaron	aaron	aaron
lung	lung	lung
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
telephone	telephon	telephone
on	on	on
hook	hook	hook
/	/	/
off	off	off
hok	hok	hok
ok	ok	ok
circuit	circuit	circuit

organization	organ	organization
:	:	:
megatest	megatest	megatest
corporation	corpor	corporation

lines	line	line
:	:	:
59	59	59

in	in	in
article	articl	article
<	<	<
1993apr15.144826.4607@bnr.ca	1993apr15.144826.4607@bnr.ca	1993apr15.144826.4607@bnr.ca
>	>	>
moffatt@bnr.ca	moffatt@bnr.ca	moffatt@bnr.ca
(	(	(
john	john	john
thomson	thomson	thomson
)	)	)
writes	write	writes
:	:	:

>	>	>
:	:	:
>	>	>
>	>	>
>	>	>
just	just	just
a	a	a
thought	thought	thought
of	of	of
mine	mine	mine
here	here	here
:	:	:

>	>	>
:	:	:
>	>	>
>	>	>
>	>	>
since	sinc	since
an	an	an
on	on	on
-	-	-
hook	hook	hook
line	line	line
is	is	is
aprox	aprox	aprox
48	48	48
-	-	-
50v	50v	50v
,	,	,
and	and	and
off	off	off
-	-	-
hook	hook	hook
it	it	it
usually	usual	usually
drops	drop	drop
below	below	below
1	1	1

>	>	>
:	:	:
>	>	>
>	>	>
>	>	>
how	how	how
about	about	about
an	an	an
led	led	led
in	in	in
series	seri	series
with	with	with
a	a	a
zener	zener	zener
say	say	say
around	around	around
30v	30v	30v
.	.	.

>	>	>
:	:	:
>	>	>
>	>	>
>	>	>
on	on	on
-	-	-
hook	hook	hook
=	=	=
led	led	led
on	on	on

>	>	>
:	:	:
>	>	>
>	>	>
>	>	>
off	off	off
-	-	-
hook	hook	hook
=	=	=
led	led	led
off	off	off
.	.	.

>	>	>
:	:	:
>	>	>
>	>	>
>	>	>
would	would	would
this	this	this
work	work	work
?	?	?

if	if	if
anyone	anyon	anyone
tries	tri	try
/	/	/
tried	tri	tried
it	it	it
,	,	,
please	pleas	please
let	let	let
me	me	me
know	know	know
.	.	.

>	>	>
:	:	:
>	>	>
>	>	>

>	>	>
:	:	:
>	>	>
>	>	>
aye	aye	aye
,	,	,
there	there	there
'	'	'
s	s	s
the	the	the
rub	rub	rub
-	-	-
-	-	-
if	if	if
you	you	you
draw	draw	draw
enough	enough	enough
current	current	current
to	to	to
light	light	light
an	an	an
led	led	led
,	,	,
the	the	the

>	>	>
:	:	:
>	>	>
>	>	>
equipment	equip	equipment
at	at	at
the	the	the
phone	phone	phone
company	compani	company
will	will	will
think	think	think
you	you	you
'	'	'
ve	ve	ve
gone	gone	gone
off	off	off
hook	hook	hook
.	.	.

>	>	>
:	:	:
>	>	>
>	>	>
in	in	in
the	the	the
on	on	on
-	-	-
hook	hook	hook
state	state	state
you	you	you
'	'	'
re	re	re
not	not	not
supposed	suppos	supposed
to	to	to
draw	draw	draw
current	current	current
.	.	.

>	>	>
:	:	:
>	>	>

>	>	>
:	:	:
>	>	>
which	which	which
means	mean	mean
you	you	you
should	should	should
just	just	just
use	use	use
your	your	your
digital	digit	digital
voltmeter	voltmet	voltmeter
.	.	.

you	you	you
can	can	can
use	use	use
an	an	an

>	>	>
:	:	:
>	>	>
old	old	old
vom	vom	vom
but	but	but
the	the	the
phone	phone	phone
company	compani	company
equipment	equip	equipment
can	can	can
detect	detect	detect
that	that	that
and	and	and
might	might	might
think	think	think

>	>	>
:	:	:
>	>	>
there	there	there
'	'	'
s	s	s
something	someth	something
wrong	wrong	wrong
with	with	with
the	the	the
cable	cabl	cable
.	.	.

>	>	>
:	:	:
>	>	>

>	>	>
:	:	:

>	>	>
:	:	:
look	look	look
guys	guy	guy
,	,	,
what	what	what
'	'	'
s	s	s
the	the	the
problem	problem	problem
here	here	here
?	?	?

if	if	if
you	you	you
want	want	want
a	a	a
light	light	light
that	that	that
goes	goe	go
on	on	on
when	when	when

>	>	>
:	:	:
the	the	the
'	'	'
phone	phone	phone
is	is	is
*	*	*
off	off	off
*	*	*
hook	hook	hook
,	,	,
all	all	all
you	you	you
need	need	need
it	it	it
to	to	to
run	run	run
it	it	it
in	in	in
*	*	*
series	seri	series
*	*	*
with	with	with
the	the	the

>	>	>
:	:	:
line	line	line
,	,	,
as	as	a
i	i	i
mentioned	mention	mentioned
in	in	in
my	my	my
previous	previous	previous
post	post	post
.	.	.

if	if	if
you	you	you
want	want	want
a	a	a
light	light	light
that	that	that
goes	goe	go
on	on	on

>	>	>
:	:	:
when	when	when
the	the	the
'	'	'
phone	phone	phone
is	is	is
*	*	*
on	on	on
*	*	*
hook	hook	hook
,	,	,
all	all	all
you	you	you
need	need	need
is	is	is
a	a	a
voltage	voltag	voltage
threshold	threshold	threshold
detector	detector	detector
.	.	.

>	>	>

>	>	>
if	if	if
you	you	you
'	'	'
re	re	re
going	go	going
to	to	to
do	do	do
the	the	the
series	seri	series
diode	diod	diode
thing	thing	thing
(	(	(
which	which	which
is	is	is
the	the	the
easiest	easiest	easiest
)	)	)
,	,	,
just	just	just

>	>	>
make	make	make
sure	sure	sure
that	that	that
the	the	the
led	led	led
can	can	can
take	take	take
the	the	the
current	current	current
(	(	(
i	i	i
can	can	can
'	'	'
t	t	t
recall	recal	recall
it	it	it
off	off	off
-	-	-
hand	hand	hand
,	,	,
but	but	but

>	>	>
it	it	it
'	'	'
s	s	s
something	someth	something
like	like	like
100ma	100ma	100ma
or	or	or
more	more	more
?	?	?
)	)	)

careful	care	careful
now	now	now
folks	folk	folk
.	.	.
.	.	.
.	.	.

also	also	also
consider	consid	consider
the	the	the
90vac	90vac	90vac
+	+	+
@	@	@
20hz	20hz	20hz
that	that	that
is	is	is
forced	forc	forced
on	on	on
ring	ring	ring
and	and	and
tip	tip	tip
when	when	when
the	the	the
phone	phone	phone
'	'	'
s	s	s
supposed	suppos	supposed
to	to	to
ring	ring	ring
!	!	!

even	even	even
with	with	with
a	a	a
simple	simpl	simple
zener	zener	zener
and	and	and
led	led	led
setup	setup	setup
,	,	,
you	you	you
might	might	might
end	end	end
up	up	up
with	with	with
some	some	some
carbon	carbon	carbon
real	real	real
quick	quick	quick
.	.	.

whatever	whatev	whatever
scheme	scheme	scheme
you	you	you
use	use	use
,	,	,
make	make	make
sure	sure	sure
you	you	you
'	'	'
ve	ve	ve
got	got	got
at	at	at
least	least	least
200v	200v	200v
-	-	-
rated	rate	rated
components	compon	component
on	on	on
the	the	the
frontend	frontend	frontend
.	.	.

also	also	also
remember	rememb	remember
that	that	that
,	,	,
if	if	if
i	i	i
'	'	'
m	m	m
not	not	not
mistaken	mistaken	mistaken
,	,	,
the	the	the
phone	phone	phone
line	line	line
is	is	is
a	a	a
600ohm	600ohm	600ohm
equivalent	equival	equivalent
circuit	circuit	circuit
.	.	.

any	ani	any
current	current	current
you	you	you
draw	draw	draw
from	from	from
the	the	the
48v	48v	48v
or	or	or
so	so	so
gets	get	get
dropped	drop	dropped
across	across	across
that	that	that
600ohms	600ohm	600ohms
.	.	.

that	that	that
'	'	'
s	s	s
fine	fine	fine
until	until	until
you	you	you
'	'	'
re	re	re
down	down	down
to	to	to
roughly	rough	roughly
12v	12v	12v
,	,	,
when	when	when
ma	ma	ma
bell	bell	bell
considers	consid	considers
it	it	it
to	to	to
be	be	be
off	off	off
-	-	-
hook	hook	hook
.	.	.

but	but	but
dropping	drop	dropping
it	it	it
that	that	that
far	far	far
down	down	down
is	is	is
probably	probabl	probably
a	a	a
big	big	big
no	no	no
-	-	-
no	no	no
.	.	.

the	the	the
easiest	easiest	easiest
implementation	implement	implementation
to	to	to
accomplish	accomplish	accomplish
the	the	the
above	abov	above
?	?	?
?	?	?

tip	tip	tip
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
>	>	>
|	|	|
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
+	+	+
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
+	+	+

rectifier	rectifi	rectifier
resistor	resistor	resistor
|	|	|
|	|	|

diode	diod	diode
|	|	|
\	\	\

