subject	subject	subject
:	:	:
re	re	re
:	:	:
smiths	smith	smith
birthday	birthday	birthday
goal	goal	goal
was	was	wa
leafs	leaf	leaf
go	go	go
all	all	all
the	the	the
way	way	way
!	!	!
!	!	!
!	!	!

from	from	from
:	:	:
caldwell8102@mtroyal.ab.ca	caldwell8102@mtroyal.ab.ca	caldwell8102@mtroyal.ab.ca

organization	organ	organization
:	:	:
mount	mount	mount
royal	royal	royal
college	colleg	college
,	,	,
calgary	calgari	calgary
,	,	,
alberta	alberta	alberta

lines	line	line
:	:	:
28	28	28

in	in	in
article	articl	article
<	<	<
c4wty9.40u@mcs.anl.gov	c4wty9.40u@mcs.anl.gov	c4wty9.40u@mcs.anl.gov
>	>	>
,	,	,
mwm@aps.anl.gov	mwm@aps.anl.gov	mwm@aps.anl.gov
(	(	(
michael	michael	michael
w	w	w
.	.	.

mcdowell	mcdowel	mcdowell
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
5kl@undergrad.math.uwaterloo.ca	5kl@undergrad.math.uwaterloo.ca	5kl@undergrad.math.uwaterloo.ca
,	,	,
kwk2chow@descartes.uwaterloo.ca	kwk2chow@descartes.uwaterloo.ca	kwk2chow@descartes.uwaterloo.ca
(	(	(
kevin	kevin	kevin
c	c	c
.	.	.
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
(	(	(
thanks	thank	thanks
for	for	for
the	the	the
goals	goal	goal
by	by	by
steve	steve	steve
smith	smith	smith
)	)	)

>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
see	see	see
why	whi	why
more	more	more
people	peopl	people
don	don	don
'	'	'
t	t	t
blame	blame	blame
grant	grant	grant
fuhr	fuhr	fuhr
for	for	for
the	the	the
goal	goal	goal
that	that	that
smith	smith	smith

>	>	>
put	put	put
in	in	in
his	his	his
own	own	own
net	net	net
,	,	,
it	it	it
'	'	'
s	s	s
common	common	common
to	to	to
play	play	play
the	the	the
puck	puck	puck
back	back	back
to	to	to
your	your	your
own	own	own
goalie	goali	goalie
when	when	when

>	>	>
deep	deep	deep
in	in	in
your	your	your
own	own	own
end	end	end
and	and	and
under	under	under
little	littl	little
or	or	or
no	no	no
pressure	pressur	pressure
from	from	from
the	the	the
offensive	offens	offensive
team	team	team
.	.	.

>	>	>
if	if	if
fuhr	fuhr	fuhr
had	had	had
been	been	been
in	in	in
position	posit	position
the	the	the
puck	puck	puck
would	would	would
have	have	have
never	never	never
crossed	cross	crossed
the	the	the
line	line	line
.	.	.

from	from	from
this	this	this
account	account	account
,	,	,
it	it	it
doesn	doesn	doesn
'	'	'
t	t	t
sound	sound	sound
like	like	like
you	you	you
even	even	even
saw	saw	saw
the	the	the
goal	goal	goal
,	,	,
mike	mike	mike
.	.	.

smith	smith	smith
came	came	came
out	out	out
from	from	from
behind	behind	behind
his	his	his
own	own	own
net	net	net
and	and	and
fired	fire	fired
a	a	a
breakout	breakout	breakout
pass	pass	pas
that	that	that
hit	hit	hit
fuhr	fuhr	fuhr
in	in	in
the	the	the
back	back	back
of	of	of
the	the	the
leg	leg	leg
.	.	.

fuhr	fuhr	fuhr
was	was	wa
backing	back	backing
up	up	up
at	at	at
the	the	the
time	time	time
and	and	and
never	never	never
saw	saw	saw
what	what	what
happened	happen	happened
.	.	.

the	the	the
puck	puck	puck
went	went	went
straight	straight	straight
off	off	off
fuhr	fuhr	fuhr
'	'	'
s	s	s
leg	leg	leg
and	and	and
into	into	into
the	the	the
net	net	net
.	.	.

fuhr	fuhr	fuhr
never	never	never
had	had	had
a	a	a
chance	chanc	chance
.	.	.

there	there	there
was	was	wa
no	no	no
play	play	play
back	back	back
to	to	to
the	the	the
goaltender	goaltend	goaltender
,	,	,
in	in	in
fact	fact	fact
perry	perri	perry
berezan	berezan	berezan
of	of	of
calgary	calgari	calgary
had	had	had
just	just	just
dumped	dump	dumped
it	it	it
in	in	in
and	and	and
smith	smith	smith
was	was	wa
retrieving	retriev	retrieving
it	it	it
.	.	.

it	it	it
was	was	wa
unfortunate	unfortun	unfortunate
that	that	that
it	it	it
happened	happen	happened
;	;	;
smith	smith	smith
is	is	is
a	a	a
nice	nice	nice
guy	guy	guy
and	and	and
was	was	wa
only	onli	only
a	a	a
rookie	rooki	rookie
at	at	at
the	the	the
time	time	time
,	,	,
and	and	and
on	on	on
his	his	his
birthday	birthday	birthday
too	too	too
.	.	.

but	but	but
all	all	all
the	the	the
blame	blame	blame
lies	lie	lie
with	with	with
him	him	him
.	.	.

starting	start	starting
in	in	in
pee	pee	pee
-	-	-
wee	wee	wee
coaches	coach	coach
tell	tell	tell
players	player	player
never	never	never
to	to	to
make	make	make
a	a	a
cross	cross	cross
-	-	-
ice	ice	ice
pass	pass	pas
in	in	in
front	front	front
of	of	of
their	their	their
own	own	own
net	net	net
.	.	.

too	too	too
much	much	much
chance	chanc	chance
of	of	of
having	have	having
it	it	it
intercepted	intercept	intercepted
,	,	,
or	or	or
hitting	hit	hitting
the	the	the
goaltender	goaltend	goaltender
,	,	,
or	or	or
whatever	whatev	whatever
.	.	.

and	and	and
to	to	to
the	the	the
people	peopl	people
who	who	who
say	say	say
that	that	that
smith	smith	smith
cost	cost	cost
the	the	the
oilers	oiler	oiler
the	the	the
series	seri	series
,	,	,
i	i	i
can	can	can
only	onli	only
say	say	say
that	that	that
he	he	he
certainly	certain	certainly
didn	didn	didn
'	'	'
t	t	t
cause	caus	cause
the	the	the
team	team	team
to	to	to
lose	lose	lose
the	the	the
other	other	other
three	three	three
games	game	game
.	.	.

there	there	there
was	was	wa
no	no	no
reason	reason	reason
for	for	for
a	a	a
powerhouse	powerhous	powerhouse
team	team	team
like	like	like
edmonton	edmonton	edmonton
to	to	to
be	be	be
tied	tie	tied
late	late	late
in	in	in
the	the	the
third	third	third
period	period	period
of	of	of
the	the	the
7th	7th	7th
game	game	game
of	of	of
the	the	the
second	second	second
round	round	round
.	.	.

everybody	everybodi	everybody
on	on	on
the	the	the
team	team	team
has	has	ha
to	to	to
take	take	take
responsibility	respons	responsibility
for	for	for
them	them	them
even	even	even
being	be	being
in	in	in
that	that	that
situation	situat	situation
.	.	.

alan	alan	alan
