from	from	from
:	:	:
etxonss@ufsa.ericsson.se	etxonss@ufsa.ericsson.s	etxonss@ufsa.ericsson.se
(	(	(
staffan	staffan	staffan
axelsson	axelsson	axelsson
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
pens	pen	pen
info	info	info
needed	need	needed

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
uipc104	uipc104	uipc104
.	.	.
ericsson	ericsson	ericsson
.	.	.
se	se	se

organization	organ	organization
:	:	:
ericsson	ericsson	ericsson
telecom	telecom	telecom
,	,	,
stockholm	stockholm	stockholm
,	,	,
sweden	sweden	sweden

lines	line	line
:	:	:
44	44	44

kevin	kevin	kevin
l	l	l
.	.	.

stamber	stamber	stamber
writes	write	writes
:	:	:

>	>	>
if	if	if
there	there	there
'	'	'
s	s	s
anyone	anyon	anyone
who	who	who
can	can	can
help	help	help
me	me	me
on	on	on
these	these	these
items	item	item
,	,	,
please	pleas	please

>	>	>
let	let	let
me	me	me
know	know	know
.	.	.

>	>	>

>	>	>
*	*	*
markus	markus	markus
naslund	naslund	naslund
-	-	-
-	-	-
i	i	i
saw	saw	saw
that	that	that
modo	modo	modo
lost	lost	lost
early	earli	early
in	in	in
the	the	the
national	nation	national

>	>	>
tournament	tournament	tournament
and	and	and
that	that	that
he	he	he
was	was	wa
playing	play	playing
for	for	for
the	the	the
national	nation	national

>	>	>
team	team	team
at	at	at
the	the	the
world	world	world
championships	championship	championship
.	.	.

any	ani	any
stats	stat	stats

>	>	>
available	avail	available
?	?	?

any	ani	any
word	word	word
on	on	on
how	how	how
he	he	he
'	'	'
s	s	s
playing	play	playing
?	?	?

when	when	when

>	>	>
is	is	is
he	he	he
expected	expect	expected
to	to	to
join	join	join
the	the	the
club	club	club
?	?	?

>	>	>

markus	markus	markus
had	had	had
a	a	a
good	good	good
season	season	season
in	in	in
modo	modo	modo
in	in	in
the	the	the
swedish	swedish	swedish
elite	elit	elite
league	leagu	league
,	,	,
scoring	score	scoring

22	22	22
goals	goal	goal
,	,	,
17	17	17
assists	assist	assist
,	,	,
39	39	39
points	point	point
and	and	and
67	67	67
pim	pim	pim
in	in	in
39	39	39
games	game	game
.	.	.

as	as	a
daryl	daryl	daryl
points	point	point
out	out	out
,	,	,
markus	markus	markus
won	won	won
'	'	'
t	t	t
be	be	be
joining	join	joining
the	the	the
pens	pen	pen
for	for	for
this	this	this
year	year	year
'	'	'
s	s	s

playoffs	playoff	playoff
,	,	,
since	sinc	since
the	the	the
world	world	world
championships	championship	championship
starts	start	start
april	april	april
18th	18th	18th
.	.	.

but	but	but
there	there	there
is	is	is
a	a	a
good	good	good
chance	chanc	chance
that	that	that
markus	markus	markus
will	will	will
join	join	join
the	the	the
pens	pen	pen
before	befor	before
next	next	next

season	season	season
.	.	.

modo	modo	modo
,	,	,
though	though	though
,	,	,
naturally	natur	naturally
wants	want	want
to	to	to
keep	keep	keep
their	their	their
superstars	superstar	superstar
forsberg	forsberg	forsberg

and	and	and
naslund	naslund	naslund
,	,	,
so	so	so
the	the	the
latest	latest	latest
