subject	subject	subject
:	:	:
remarks	remark	remark
by	by	by
president	presid	president
clinton	clinton	clinton
to	to	to
ncaa	ncaa	ncaa
division	divis	division
i	i	i
champion	champion	champion
hockey	hockey	hockey
team	team	team

from	from	from
:	:	:
"	"	"
nigel	nigel	nigel
allen	allen	allen
"	"	"
<	<	<
nigel.allen@canrem.com	nigel.allen@canrem.com	nigel.allen@canrem.com
>	>	>

reply	repli	reply
-	-	-
to	to	to
:	:	:
"	"	"
nigel	nigel	nigel
allen	allen	allen
"	"	"
<	<	<
nigel.allen@canrem.com	nigel.allen@canrem.com	nigel.allen@canrem.com
>	>	>

distribution	distribut	distribution
:	:	:
rec	rec	rec

organization	organ	organization
:	:	:
canada	canada	canada
remote	remot	remote
systems	system	system

lines	line	line
:	:	:
158	158	158

here	here	here
is	is	is
a	a	a
press	press	press
release	releas	release
from	from	from
the	the	the
white	white	white
house	hous	house
.	.	.

remarks	remark	remark
by	by	by
president	presid	president
clinton	clinton	clinton
to	to	to
ncaa	ncaa	ncaa
division	divis	division
i	i	i
champion	champion	champion
hockey	hockey	hockey
team	team	team
april	april	april
19	19	19
;	;	;
q	q	q
&	&	&
a	a	a
following	follow	following

to	to	to
:	:	:
national	nation	national
desk	desk	desk

contact	contact	contact
:	:	:
white	white	white
house	hous	house
office	offic	office
of	of	of
the	the	the
press	press	press
secretary	secretari	secretary
,	,	,
202-456-2100	202-456-2100	202-456-2100

washington	washington	washington
,	,	,
april	april	april
19	19	19
-	-	-
-	-	-
following	follow	following
is	is	is
a	a	a
transcript	transcript	transcript
of	of	of
remarks	remark	remark
by	by	by
president	presid	president
clinton	clinton	clinton
to	to	to
the	the	the
university	univers	university
of	of	of
maine	main	maine
"	"	"
black	black	black
bears	bear	bear
"	"	"
ncaa	ncaa	ncaa
division	divis	division
i	i	i
hockey	hockey	hockey
champions	champion	champion
:	:	:

the	the	the
rose	rose	rose
garden	garden	garden

9:58 a.m	9:58 a.m	9:58 a.m
.	.	.
edt	edt	edt

the	the	the
president	presid	president
:	:	:
good	good	good
morning	morn	morning
ladies	ladi	lady
and	and	and
gentlemen	gentlemen	gentleman
.	.	.

it	it	it
'	'	'
s	s	s
an	an	an
honor	honor	honor
for	for	for
me	me	me
to	to	to
welcome	welcom	welcome
the	the	the
university	univers	university
of	of	of
maine	main	maine
black	black	black
bears	bear	bear
,	,	,
the	the	the
winner	winner	winner
of	of	of
the	the	the
ncaa	ncaa	ncaa
division	divis	division
i	i	i
hockey	hockey	hockey
national	nation	national
championship	championship	championship
to	to	to
the	the	the
rose	rose	rose
garden	garden	garden
and	and	and
the	the	the
white	white	white
house	hous	house
.	.	.

i	i	i
understand	understand	understand
from	from	from
senator	senat	senator
mitchell	mitchel	mitchell
that	that	that
this	this	this
is	is	is
the	the	the
first	first	first
team	team	team
from	from	from
the	the	the
university	univers	university
of	of	of
maine	main	maine
every	everi	every
to	to	to
win	win	win
a	a	a
national	nation	national
championship	championship	championship
.	.	.

and	and	and
we	we	we
'	'	'
re	re	re
glad	glad	glad
to	to	to
have	have	have
them	them	them
here	here	here
.	.	.

i	i	i
'	'	'
m	m	m
inspired	inspir	inspired
not	not	not
only	onli	only
by	by	by
how	how	how
the	the	the
team	team	team
pulled	pull	pulled
together	togeth	together
to	to	to
win	win	win
the	the	the
championship	championship	championship
,	,	,
but	but	but
how	how	how
the	the	the
entire	entir	entire
