subject	subject	subject
:	:	:
re	re	re
:	:	:
tie	tie	tie
breaker	breaker	breaker
.	.	.
.	.	.
.	.	.
.	.	.
(	(	(
isles	isl	isle
and	and	and
devils	devil	devil
)	)	)

from	from	from
:	:	:
caldwell8102@mtroyal.ab.ca	caldwell8102@mtroyal.ab.ca	caldwell8102@mtroyal.ab.ca

organization	organ	organization
:	:	:
mount	mount	mount
royal	royal	royal
college	colleg	college
,	,	,
calgary	calgari	calgary
,	,	,
alberta	alberta	alberta

lines	line	line
:	:	:
21	21	21

in	in	in
article	articl	article
<	<	<
lrw509f@rpi.edu	lrw509f@rpi.edu	lrw509f@rpi.edu
>	>	>
,	,	,
wangr@vccsouth22.its.rpi.edu	wangr@vccsouth22.its.rpi.edu	wangr@vccsouth22.its.rpi.edu
(	(	(
rex	rex	rex
wang	wang	wang
)	)	)
writes	write	writes
:	:	:

>	>	>
are	are	are
people	peopl	people
here	here	here
stupid	stupid	stupid
or	or	or
what	what	what
?	?	?
?	?	?
?	?	?

it	it	it
is	is	is
a	a	a
tie	tie	tie
breaker	breaker	breaker
,	,	,
of	of	of
cause	caus	cause
they	they	they

>	>	>
have	have	have
to	to	to
have	have	have
the	the	the
same	same	same
record	record	record
.	.	.

how	how	how
can	can	can
people	peopl	people
be	be	be
sooooo	sooooo	sooooo
stuppid	stuppid	stuppid
to	to	to
put	put	put
win	win	win
as	as	a

>	>	>
first	first	first
in	in	in
the	the	the
list	list	list
for	for	for
tie	tie	tie
breaker	breaker	breaker
?	?	?
?	?	?
?	?	?

if	if	if
it	it	it
is	is	is
a	a	a
tie	tie	tie
breaker	breaker	breaker
,	,	,
how	how	how
can	can	can
there	there	there
be	be	be

>	>	>
different	differ	different
record	record	record
?	?	?
?	?	?
?	?	?
?	?	?

man	man	man
,	,	,
i	i	i
thought	thought	thought
people	peopl	people
in	in	in
this	this	this
net	net	net
are	are	are
good	good	good
with	with	with
hockey	hockey	hockey
.	.	.

>	>	>
i	i	i
might	might	might
not	not	not
be	be	be
great	great	great
in	in	in
math	math	math
,	,	,
but	but	but
tell	tell	tell
me	me	me
how	how	how
can	can	can
two	two	two
teams	team	team
ahve	ahv	ahve
the	the	the
same	same	same
points	point	point

>	>	>
with	with	with
different	differ	different
record	record	record
?	?	?
?	?	?
?	?	?

man	man	man
.	.	.
.	.	.
.	.	.
retard	retard	retard
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!
!	!	!

can	can	can
'	'	'
t	t	t
believe	believ	believe
people	peopl	people
actually	actual	actually
put	put	put

>	>	>
win	win	win
as	as	a
first	first	first
in	in	in
a	a	a
tie	tie	tie
breaker	breaker	breaker
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.

then	then	then
allow	allow	allow
me	me	me
to	to	to
enlighten	enlighten	enlighten
you	you	you
,	,	,
rex	rex	rex
.	.	.

you	you	you
see	see	see
,	,	,
there	there	there
'	'	'
s	s	s
a	a	a
thing	thing	thing
called	call	called
a	a	a
tie	tie	tie
.	.	.

a	a	a
tie	tie	tie
is	is	is
worth	worth	worth
one	one	one
point	point	point
(	(	(
i	i	i
know	know	know
,	,	,
i	i	i
know	know	know
.	.	.

you	you	you
'	'	'
re	re	re
not	not	not
good	good	good
at	at	at
math	math	math
.	.	.

but	but	but
bear	bear	bear
with	with	with
me	me	me
)	)	)
.	.	.

a	a	a
win	win	win
is	is	is
worth	worth	worth
two	two	two
points	point	point
.	.	.

so	so	so
,	,	,
getting	get	getting
two	two	two
ties	tie	tie
is	is	is
the	the	the
same	same	same
as	as	a
getting	get	getting
one	one	one
win	win	win
.	.	.

if	if	if
your	your	your
team	team	team
played	play	played
two	two	two
games	game	game
,	,	,
won	won	won
one	one	one
and	and	and
lost	lost	lost
one	one	one
,	,	,
you	you	you
'	'	'
d	d	d
have	have	have
two	two	two
points	point	point
.	.	.

if	if	if
my	my	my
team	team	team
played	play	played
two	two	two
games	game	game
and	and	and
tied	tie	tied
them	them	them
both	both	both
,	,	,
we	we	we
'	'	'
d	d	d
also	also	also
have	have	have
two	two	two
points	point	point
.	.	.

we	we	we
'	'	'
d	d	d
be	be	be
tied	tie	tied
in	in	in
the	the	the
standings	stand	standing
even	even	even
though	though	though
our	our	our
records	record	record
are	are	are
different	differ	different
.	.	.

perhaps	perhap	perhaps
you	you	you
should	should	should
learn	learn	learn
something	someth	something
about	about	about
hockey	hockey	hockey
before	befor	before
posting	post	posting
again	again	again
.	.	.

(	(	(
i	i	i
am	am	am
starting	start	starting
to	to	to
sound	sound	sound
like	like	like
roger	roger	roger
or	or	or
what	what	what
?	?	?
)	)	)

alan	alan	alan
