from	from	from
:	:	:
cmmiller@iastate.edu	cmmiller@iastate.edu	cmmiller@iastate.edu
(	(	(
c	c	c
.	.	.
m	m	m
.	.	.
miller	miller	miller
)	)	)

subject	subject	subject
:	:	:
results	result	result
of	of	of
mathematica	mathematica	mathematica
speed	speed	speed
tests	test	test
!	!	!
!	!	!

organization	organ	organization
:	:	:
iowa	iowa	iowa
state	state	state
university	univers	university
,	,	,
ames	ame	ames
,	,	,
ia	ia	ia

lines	line	line
:	:	:
84	84	84

well	well	well
,	,	,
here	here	here
are	are	are
the	the	the
results	result	result
of	of	of
the	the	the
mathematica	mathematica	mathematica
test	test	test
which	which	which
i	i	i
posted	post	posted
to	to	to
this	this	this
newsgroup	newsgroup	newsgroup
.	.	.

the	the	the
"	"	"
test	test	test
"	"	"
was	was	wa
the	the	the
following	follow	following
command	command	command
:	:	:

>	>	>
plot3d	plot3d	plot3d
[	[	[
(	(	(
(	(	(
-	-	-
2	2	2
*	*	*
9000	9000	9000
)	)	)
/	/	/
(	(	(
2	2	2
*	*	*
3	3	3
.	.	.
1416	1416	1416
*	*	*
(	(	(
(	(	(
x	x	x
-	-	-
5000	5000	5000
)	)	)
^	^	^
2	2	2
+	+	+
(	(	(
y	y	y
-	-	-
8000	8000	8000
)	)	)
^	^	^
2	2	2
+	+	+

>	>	>
81000000	81000000	81000000
)	)	)
^	^	^
1	1	1
.	.	.
5	5	5
)	)	)
)	)	)
+	+	+
(	(	(
(	(	(
-	-	-
3	3	3
*	*	*
9000	9000	9000
)	)	)
/	/	/
(	(	(
2	2	2
*	*	*
3	3	3
.	.	.
1416	1416	1416
*	*	*
(	(	(
(	(	(
x	x	x
-	-	-
10000	10000	10000
)	)	)
^	^	^
2	2	2
+	+	+

>	>	>
(	(	(
y	y	y
-	-	-
1000	1000	1000
)	)	)
^	^	^
2	2	2
+	+	+
81000000	81000000	81000000
)	)	)
^	^	^
1	1	1
.	.	.
5	5	5
)	)	)
)	)	)
+	+	+
(	(	(
(	(	(
4	4	4
*	*	*
2000	2000	2000
)	)	)
/	/	/
(	(	(
2	2	2
*	*	*
3	3	3
.	.	.
1416	1416	1416
*	*	*

>	>	>
(	(	(
(	(	(
x	x	x
-	-	-
7000	7000	7000
)	)	)
^	^	^
2	2	2
+	+	+
(	(	(
y	y	y
-	-	-
10000	10000	10000
)	)	)
^	^	^
2	2	2
+	+	+
4000000	4000000	4000000
)	)	)
^	^	^
1	1	1
.	.	.
5	5	5
)	)	)
)	)	)
,	,	,
>	>	>
{	{	{
x	x	x
,	,	,
-	-	-
5500	5500	5500
,	,	,
19500	19500	19500
}	}	}
,	,	,
{	{	{
y	y	y
,	,	,
-	-	-
5500	5500	5500
,	,	,
19500	19500	19500
}	}	}
,	,	,
plotpoints	plotpoint	plotpoints
-	-	-
>	>	>
50	50	50
]	]	]

i	i	i
was	was	wa
just	just	just
curious	curious	curious
how	how	how
fast	fast	fast
the	the	the
plot	plot	plot
command	command	command
would	would	would
be	be	be
executed	execut	executed
on	on	on
various	various	various
macintosh	macintosh	macintosh
machines	machin	machine
as	as	a
well	well	well
as	as	a
other	other	other
personal	person	personal
computers	comput	computer
and	and	and
workstations	workstat	workstation
.	.	.

the	the	the
results	result	result
are	are	are
posted	post	posted
below	below	below
:	:	:

machine	machin	machine
system	system	system
math	math	math
vers	ver	vers
.	.	.

#	#	#
of	of	of
trials	trial	trial
time	time	time
,	,	,
min	min	min

pb	pb	pb
170	170	170
7	7	7
.	.	.
0	0	0
.	.	.
0	0	0
with	with	with
2	2	2
.	.	.
1	1	1
2	2	2
2	2	2
:	:	:
08	08	08

tuneup	tuneup	tuneup
/	/	/
8mb	8mb	8mb

ram	ram	ram
/	/	/
5mb	5mb	5mb
for	for	for

mathematica	mathematica	mathematica

dec	dec	dec
5000	5000	5000
ultrix	ultrix	ultrix
v4	v4	v4
.	.	.
2a	2a	2a
2	2	2
.	.	.
1	1	1
for	for	for
1	1	1
0	0	0
:	:	:
25	25	25

dec	dec	dec
risc	risc	risc

iisi	iisi	iisi
7	7	7
.	.	.
1	1	1
/	/	/
cache	cach	cache
@	@	@
96mb	96mb	96mb
1	1	1
.	.	.
2f33enh	2f33enh	2f33enh
.	.	.

1	1	1
4	4	4
:	:	:
30	30	30

25mhz	25mhz	25mhz
/	/	/
5mb	5mb	5mb
ram	ram	ram
/	/	/

3mb	3mb	3mb
for	for	for
math	math	math
.	.	.
/	/	/

w	w	w
/	/	/
68882	68882	68882

c650	c650	c650
7	7	7
.	.	.
1	1	1
/	/	/
8mb	8mb	8mb
ram	ram	ram
2	2	2
0	0	0
:	:	:
32	32	32

q800	q800	q800
8mb	8mb	8mb
/	/	/
cache	cach	cache
@	@	@
384	384	384
/	/	/
1	1	1
.	.	.
2	2	2
1	1	1
:	:	:
01	01	01

4mb	4mb	4mb
for	for	for
math	math	math
.	.	.

sparc	sparc	sparc
sunos4	sunos4	sunos4
.	.	.
1	1	1
.	.	.
3	3	3
0	0	0
:	:	:
14	14	14
station	station	station
40mb	40mb	40mb
ram	ram	ram

sgi	sgi	sgi
iris	iri	iris
/	/	/
4d	4d	4d
r3000	r3000	r3000
risc	risc	risc
<	<	<
0	0	0
:	:	:
01	01	01

processor	processor	processor

version	version	version

sparc	sparc	sparc
sunos4	sunos4	sunos4
.	.	.
1	1	1
.	.	.
2	2	2
2	2	2
.	.	.
1	1	1
0	0	0
:	:	:
26	26	26
station2	station2	station2

iisi	iisi	iisi
7	7	7
.	.	.
1	1	1
3	3	3
:	:	:
15	15	15

next	next	next
nextstep	nextstep	nextstep
2	2	2
.	.	.
1	1	1
1	1	1
.	.	.
2	2	2
2	2	2
:	:	:
38	38	38
cube	cube	cube
68030	68030	68030
based	base	based
/	/	/

w	w	w
/	/	/
coprocessor	coprocessor	coprocessor

next	next	next
nextstep	nextstep	nextstep
3	3	3
.	.	.
0	0	0
1	1	1
.	.	.
2	2	2
5	5	5
(	(	(
ave	ave	ave
)	)	)
0	0	0
:	:	:
52	52	52
cube	cube	cube
68040	68040	68040
/	/	/
25mhz	25mhz	25mhz
/	/	/

20	20	20
mb	mb	mb
ram	ram	ram

iisi	iisi	iisi
17mb	17mb	17mb
/	/	/
8mb	8mb	8mb
for	for	for
2	2	2
.	.	.
102	102	102
enha	enha	enha
3	3	3
:	:	:
