from	from	from
:	:	:
mlobbia@sdcc13.ucsd.edu	mlobbia@sdcc13.ucsd.edu	mlobbia@sdcc13.ucsd.edu
(	(	(
kaneda	kaneda	kaneda
)	)	)

subject	subject	subject
:	:	:
summary	summari	summary
:	:	:
zyxel	zyxel	zyxel
strings	string	string

keywords	keyword	keywords
:	:	:
zterm	zterm	zterm
,	,	,
firstclass	firstclass	firstclass
,	,	,
telefinder	telefind	telefinder
strings	string	string

lines	line	line
:	:	:
90	90	90

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
sdcc13	sdcc13	sdcc13
.	.	.
ucsd	ucsd	ucsd
.	.	.
edu	edu	edu

i	i	i
write	write	write
:	:	:

>	>	>
i	i	i
recently	recent	recently
got	got	got
a	a	a
zyxel	zyxel	zyxel
u	u	u
-	-	-
1496e	1496e	1496e
modem	modem	modem
.	.	.

it	it	it
'	'	'
s	s	s
great	great	great
,	,	,
but	but	but
i	i	i
'	'	'
m	m	m
still	still	still
having	have	having

>	>	>
some	some	some
problems	problem	problem
figuring	figur	figuring
out	out	out
what	what	what
strings	string	string
to	to	to
use	use	use
in	in	in
what	what	what
applications	applic	application
.	.	.

>	>	>
i	i	i
basically	basic	basically
need	need	need
strings	string	string
for	for	for
z	z	z
-	-	-
term	term	term
,	,	,
firstclass	firstclass	firstclass
client	client	client
,	,	,
and	and	and
telefinder	telefind	telefinder

>	>	>
client	client	client
.	.	.

i	i	i
'	'	'
ve	ve	ve
been	been	been
able	abl	able
to	to	to
get	get	get
firstclass	firstclass	firstclass
and	and	and
z	z	z
-	-	-
term	term	term
working	work	working
by	by	by
using	use	using

>	>	>
another	anoth	another
modem	modem	modem
'	'	'
s	s	s
settings	set	setting
in	in	in
firstclass	firstclass	firstclass
and	and	and
copying	copi	copying
them	them	them
for	for	for
z	z	z
-	-	-
term	term	term
.	.	.

>	>	>
however	howev	however
,	,	,
it	it	it
still	still	still
has	has	ha
problems	problem	problem
-	-	-
z	z	z
-	-	-
term	term	term
,	,	,
for	for	for
example	exampl	example
,	,	,
will	will	will
list	list	list
'	'	'
error	error	error
'	'	'

>	>	>
the	the	the
first	first	first
time	time	time
i	i	i
try	tri	try
dialing	dial	dialing
after	after	after
starting	start	starting
the	the	the
problem	problem	problem
.	.	.

if	if	if
i	i	i
cancel	cancel	cancel
and	and	and

>	>	>
try	tri	try
again	again	again
,	,	,
it	it	it
works	work	work
fine	fine	fine
.	.	.

