from	from	from
:	:	:
arromdee@jyusenkyou.cs.jhu.edu	arromdee@jyusenkyou.cs.jhu.edu	arromdee@jyusenkyou.cs.jhu.edu
(	(	(
ken	ken	ken
arromdee	arromde	arromdee
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
american	american	american
jewish	jewish	jewish
congress	congress	congress
open	open	open
letter	letter	letter
to	to	to
clinton	clinton	clinton

organization	organ	organization
:	:	:
johns	john	john
hopkins	hopkin	hopkins
university	univers	university
cs	cs	c
dept	dept	dept
.	.	.

lines	line	line
:	:	:
46	46	46

in	in	in
article	articl	article
<	<	<
22apr199307534304@vxcrna.cern.ch	22apr199307534304@vxcrna.cern.ch	22apr199307534304@vxcrna.cern.ch
>	>	>
casper@vxcrna.cern.ch	casper@vxcrna.cern.ch	casper@vxcrna.cern.ch
(	(	(
casper	casper	casper
,	,	,
davi	davi	davi
.	.	.
/	/	/
ppe	ppe	ppe
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
[	[	[
i	i	i
said	said	said
the	the	the
fixation	fixat	fixation
on	on	on
bosnia	bosnia	bosnia
is	is	is
due	due	due
to	to	to
it	it	it
being	be	being
in	in	in
a	a	a
european	european	european
country	countri	country
,	,	,
>	>	>
>	>	>
rather	rather	rather
than	than	than
the	the	the
third	third	third
world	world	world
]	]	]

>	>	>
>	>	>
i	i	i
recall	recal	recall
,	,	,
before	befor	before
we	we	we
did	did	did
anything	anyth	anything
for	for	for
somalia	somalia	somalia
,	,	,
(	(	(
apparent	appar	apparent
)	)	)
left	left	left
-	-	-
wingers	winger	winger
saying	say	saying

>	>	>
>	>	>
that	that	that
the	the	the
reason	reason	reason
everyone	everyon	everyone
was	was	wa
more	more	more
willing	will	willing
to	to	to
send	send	send
troops	troop	troop
to	to	to
bosnia	bosnia	bosnia
than	than	than
to	to	to

>	>	>
>	>	>
somalia	somalia	somalia
was	was	wa
because	becaus	because
the	the	the
somalis	somali	somali
are	are	are
third	third	third
-	-	-
worlders	worlder	worlders
who	who	who
americans	american	american
consider	consid	consider

>	>	>
>	>	>
unworthy	unworthi	unworthy
of	of	of
help	help	help
.	.	.

they	they	they
suddenly	sudden	suddenly
shut	shut	shut
up	up	up
when	when	when
the	the	the
us	us	u
decided	decid	decided
to	to	to
send	send	send
troops	troop	troop
to	to	to

>	>	>
>	>	>
the	the	the
opposite	opposit	opposite
place	place	place
than	than	than
that	that	that
predicted	predict	predicted
by	by	by
the	the	the
theory	theori	theory
.	.	.

>	>	>
i	i	i
am	am	am
a	a	a
staunch	staunch	staunch
republican	republican	republican
,	,	,
btw	btw	btw
.	.	.

the	the	the
irony	ironi	irony
of	of	of
arguing	argu	arguing
against	against	against
military	militari	military

>	>	>
intervention	intervent	intervention
with	with	with
arguments	argument	argument
based	base	based
on	on	on
vietnam	vietnam	vietnam
has	has	ha
not	not	not
escaped	escap	escaped
me	me	me
.	.	.

i	i	i
was	was	wa
opposed	oppos	opposed

>	>	>
to	to	to
us	us	u
intervention	intervent	intervention
in	in	in
somalia	somalia	somalia
for	for	for
the	the	the
same	same	same
reasons	reason	reason
,	,	,
although	although	although
clearly	clear	clearly
it	it	it
was	was	wa

>	>	>
not	not	not
nearly	near	nearly
as	as	a
risky	riski	risky
.	.	.

based	base	based
on	on	on
the	the	the
same	same	same
reasons	reason	reason
?	?	?

you	you	you
mean	mean	mean
you	you	you
were	were	were
opposed	oppos	opposed
to	to	to
us	us	u
intervention	intervent	intervention
in	in	in
somalia	somalia	somalia
because	becaus	because
since	sinc	since
