from	from	from
:	:	:
cthulhu@mosquito.cis.ufl.edu	cthulhu@mosquito.cis.ufl.edu	cthulhu@mosquito.cis.ufl.edu
(	(	(
mark	mark	mark
kupper	kupper	kupper
)	)	)

subject	subject	subject
:	:	:
*	*	*
*	*	*
comics	comic	comic
for	for	for
sale	sale	sale
*	*	*
*	*	*

organization	organ	organization
:	:	:
univ	univ	univ
.	.	.

of	of	of
florida	florida	florida
cis	cis	ci
dept	dept	dept
.	.	.

lines	line	line
:	:	:
59	59	59

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
mosquito	mosquito	mosquito
.	.	.
cis	cis	ci
.	.	.
ufl	ufl	ufl
.	.	.
edu	edu	edu

i	i	i
want	want	want
to	to	to
get	get	get
rid	rid	rid
of	of	of
alot	alot	alot
of	of	of
comics	comic	comic
that	that	that
i	i	i
have	have	have
.	.	.

i	i	i
am	am	am
selling	sell	selling
for	for	for
30	30	30
%	%	%
off	off	off
the	the	the
overstreet	overstreet	overstreet
price	price	price
guide	guid	guide
.	.	.

comic	comic	comic
condition	condit	condition

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-

arion	arion	arion
#	#	#
1	1	1
m	m	m
batman	batman	batman
'	'	'
s	s	s
detective	detect	detective
comics	comic	comic
#	#	#
480	480	480
vf	vf	vf
-	-	-
nm	nm	nm
contest	contest	contest
of	of	of
champions	champion	champion
#	#	#
1	1	1
m	m	m
contest	contest	contest
of	of	of
champions	champion	champion
#	#	#
2	2	2
m	m	m
contest	contest	contest
of	of	of
champions	champion	champion
#	#	#
3	3	3
m	m	m
crystar	crystar	crystar
#	#	#
1	1	1
m	m	m
daredevil	daredevil	daredevil
#	#	#
181	181	181
(	(	(
elektra	elektra	elektra
dies	die	dy
)	)	)
nm	nm	nm
-	-	-
m	m	m
daredevil	daredevil	daredevil
#	#	#
186	186	186
m	m	m
fantastic	fantast	fantastic
four	four	four
#	#	#
52	52	52
(	(	(
1st	1st	1st
app	app	app
.	.	.

black	black	black
panther	panther	panther
)	)	)
f	f	f
-	-	-
vf	vf	vf
g	g	g
.	.	.
i	i	i
.	.	.
joe	joe	joe
#	#	#
1	1	1
m	m	m
hercules	hercul	hercules
#	#	#
1	1	1
m	m	m
incredible	incred	incredible
hulk	hulk	hulk
#	#	#
181	181	181
(	(	(
1st	1st	1st
app	app	app
.	.	.

wolverine	wolverin	wolverine
)	)	)
vf	vf	vf
the	the	the
krypton	krypton	krypton
chronicles	chronicl	chronicle
#	#	#
1	1	1
m	m	m
the	the	the
man	man	man
-	-	-
thing	thing	thing
#	#	#
1	1	1
m	m	m
the	the	the
man	man	man
-	-	-
thing	thing	thing
#	#	#
5	5	5
m	m	m
marvel	marvel	marvel
age	age	age
#	#	#
1	1	1
vf	vf	vf
marvel	marvel	marvel
age	age	age
#	#	#
2	2	2
nm	nm	nm
marvel	marvel	marvel
and	and	and
dc	dc	dc
present	present	present
(	(	(
x	x	x
-	-	-
men	men	men
and	and	and
new	new	new

teen	teen	teen
titans	titan	titan
)	)	)
m	m	m
marvel	marvel	marvel
graphic	graphic	graphic
novel	novel	novel
#	#	#
4	4	4
(	(	(
1st	1st	1st
app	app	app
.	.	.

new	new	new
mutants	mutant	mutant
)	)	)
m	m	m
the	the	the
marvel	marvel	marvel
guide	guid	guide
to	to	to
collecting	collect	collecting
comics	comic	comic
nm	nm	nm
marvel	marvel	marvel
team	team	team
-	-	-
up	up	up
#	#	#
1	1	1
vf	vf	vf
-	-	-
nm	nm	nm
marvel	marvel	marvel
team	team	team
-	-	-
up	up	up
#	#	#
95	95	95
m	m	m
master	master	master
of	of	of
kung	kung	kung
fu	fu	fu
#	#	#
90	90	90
m	m	m
the	the	the
micronauts	micronaut	micronauts
#	#	#
1	1	1
m	m	m
micronauts	micronaut	micronauts
king	king	king
-	-	-
size	size	size
annual	annual	annual
#	#	#
1	1	1
m	m	m
new	new	new
mutants	mutant	mutant
#	#	#
1	1	1
(	(	(
5	5	5
copies	copi	copy
!	!	!
)	)	)
m	m	m
new	new	new
mutants	mutant	mutant
#	#	#
2	2	2
m	m	m
new	new	new
mutants	mutant	mutant
#	#	#
3	3	3
m	m	m
the	the	the
omega	omega	omega
men	men	men
#	#	#
1	1	1
m	m	m
red	red	red
sonja	sonja	sonja
#	#	#
1	1	1
m	m	m
ripley	ripley	ripley
'	'	'
s	s	s
believe	believ	believe
it	it	it
or	or	or
not	not	not
true	true	true
war	war	war
strories	strori	strories
#	#	#
1	1	1
vf	vf	vf
rom	rom	rom
spaceknight	spaceknight	spaceknight
#	#	#
1	1	1
m	m	m
rom	rom	rom
spaceknight	spaceknight	spaceknight
#	#	#
8	8	8
m	m	m
the	the	the
secret	secret	secret
society	societi	society
of	of	of
super	super	super
villains	villain	villain
#	#	#
1	1	1
nm	nm	nm
peter	peter	peter
parker	parker	parker
,	,	,
the	the	the
spectacular	spectacular	spectacular
spiderman	spiderman	spiderman
#	#	#
44	44	44
m	m	m
amazing	amaz	amazing
spiderman	spiderman	spiderman
#	#	#
188	188	188
m	m	m
star	star	star
trek	trek	trek
#	#	#
4	4	4
m	m	m
super	super	super
-	-	-
villain	villain	villain
classics	classic	classic
#	#	#
1	1	1
(	(	(
origin	origin	origin
galactus	galactus	galactus
)	)	)
m	m	m
new	new	new
teen	teen	teen
titans	titan	titan
#	#	#
1	1	1
m	m	m
uncanny	uncanni	uncanny
tales	tale	tale
#	#	#
33	33	33
(	(	(
publisher	publish	publisher
'	'	'
s	s	s
file	file	file
copy	copi	copy
)	)	)
nm	nm	nm
-	-	-
m	m	m
vision	vision	vision
and	and	and
the	the	the
scarlet	scarlet	scarlet
witch	witch	witch
#	#	#
1	1	1
m	m	m
what	what	what
if	if	if
#	#	#
3	3	3
(	(	(
the	the	the
avengers	aveng	avenger
had	had	had
never	never	never
been	been	been
)	)	)
nm	nm	nm
