from	from	from
:	:	:
tpremo@mentor.cc.purdue.edu	tpremo@mentor.cc.purdue.edu	tpremo@mentor.cc.purdue.edu
(	(	(
cinnamon	cinnamon	cinnamon
bear	bear	bear
)	)	)

subject	subject	subject
:	:	:
optonica	optonica	optonica
tuner	tuner	tuner
and	and	and
integrated	integr	integrated
amp	amp	amp
forsale	forsal	forsale
:	:	:

organization	organ	organization
:	:	:
purdue	purdu	purdue
university	univers	university
computing	comput	computing
center	center	center

distribution	distribut	distribution
:	:	:
na	na	na

lines	line	line
:	:	:
29	29	29

i	i	i
have	have	have
an	an	an
old	old	old
optonica	optonica	optonica
tuner	tuner	tuner
and	and	and
integrated	integr	integrated
amp	amp	amp
that	that	that
i	i	i
no	no	no
longer	longer	longer
use	use	use
.	.	.

the	the	the
integrated	integr	integrated
amp	amp	amp
section	section	section
does	doe	doe
not	not	not
work	work	work
right	right	right
now	now	now
but	but	but
should	should	should
not	not	not
cost	cost	cost
much	much	much
to	to	to
fix	fix	fix
.	.	.

i	i	i
believe	believ	believe
that	that	that
it	it	it
is	is	is
just	just	just
a	a	a
chip	chip	chip
.	.	.

i	i	i
have	have	have
used	use	used
it	it	it
as	as	a
a	a	a
preamp	preamp	preamp
and	and	and
it	it	it
works	work	work
great	great	great
!	!	!

this	this	this
is	is	is
a	a	a
very	veri	very
nice	nice	nice
looking	look	looking
and	and	and
well	well	well
built	built	built
set	set	set
.	.	.

they	they	they
both	both	both
are	are	are
low	low	low
profile	profil	profile
but	but	but
the	the	the
amp	amp	amp
is	is	is
rather	rather	rather
heavy	heavi	heavy
.	.	.

the	the	the
tuner	tuner	tuner
is	is	is
in	in	in
fine	fine	fine
working	work	working
condition	condit	condition
and	and	and
is	is	is
a	a	a
match	match	match
to	to	to
the	the	the
amp	amp	amp
.	.	.

the	the	the
amp	amp	amp
is	is	is
rated	rate	rated
at	at	at
75w	75w	75w
/	/	/
ch	ch	ch
.	.	.

these	these	these
peices	peic	peices
went	went	went
for	for	for
about	about	about
$	$	$
850	850	850
new	new	new
.	.	.

i	i	i
would	would	would
like	like	like
to	to	to
get	get	get
$	$	$
150	150	150
.	.	.

obo	obo	obo
for	for	for
the	the	the
pair	pair	pair
.	.	.

if	if	if
anybody	anybodi	anybody
has	has	ha
knowledge	knowledg	knowledge
anough	anough	anough
to	to	to
fix	fix	fix
the	the	the
amp	amp	amp
,	,	,
i	i	i
have	have	have
had	had	had
an	an	an
estimate	estim	estimate
done	done	done
that	that	that
it	it	it
should	should	should
cost	cost	cost
less	less	less
than	than	than
$	$	$
50	50	50
in	in	in
parts	part	part
.	.	.

please	pleas	please
email	email	email
me	me	me
if	if	if
you	you	you
are	are	are
interested	interest	interested
.	.	.

i	i	i
will	will	will
be	be	be
moving	move	moving
back	back	back
home	home	home
for	for	for
the	the	the
summer	summer	summer
and	and	and
will	will	will
sell	sell	sell
it	it	it
back	back	back
there	there	there
if	if	if
i	i	i
do	do	do
not	not	not
do	do	do
so	so	so
here	here	here
.	.	.

todd	todd	todd

-	-	-
-	-	-

%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%
%	%	%

(	(	(
___________________________________	___________________________________	___________________________________
%	%	%
todd	todd	todd
premo	premo	premo

/	/	/
/	/	/
/	/	/
%	%	%
purdue	purdu	purdue
universtiy	universtiy	universtiy

/	/	/
__	__	__
__	__	__
/	/	/
__	__	__
/	/	/
%	%	%
environmental	environment	environmental
engineering	engin	engineering
