from	from	from
:	:	:
pjtier01@ulkyvx.louisville.edu	pjtier01@ulkyvx.louisville.edu	pjtier01@ulkyvx.louisville.edu

subject	subject	subject
:	:	:
re	re	re
:	:	:
phills	phill	phills
vs	vs	v
pirates	pirat	pirate

lines	line	line
:	:	:
28	28	28

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
ulkyvx	ulkyvx	ulkyvx
.	.	.
louisville	louisvill	louisville
.	.	.
edu	edu	edu

organization	organ	organization
:	:	:
university	univers	university
of	of	of
louisville	louisvill	louisville

>	>	>
>	>	>
>	>	>
$	$	$
mlb	mlb	mlb
-	-	-
m	m	m
pit	pit	pit
phi	phi	phi

>	>	>
>	>	>
>	>	>
monday	monday	monday
,	,	,
5	5	5
/	/	/
10	10	10
pittsburg	pittsburg	pittsburg
at	at	at
philadelphia	philadelphia	philadelphia
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
tuesday	tuesday	tuesday
,	,	,
5	5	5
/	/	/
11	11	11
pittsburg	pittsburg	pittsburg
at	at	at
philadelphia	philadelphia	philadelphia
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
wednesday	wednesday	wednesday
,	,	,
5	5	5
/	/	/
12	12	12
pittsburg	pittsburg	pittsburg
at	at	at
philadelphia	philadelphia	philadelphia
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
friday	friday	friday
,	,	,
6	6	6
/	/	/
25	25	25
philadelphia	philadelphia	philadelphia
at	at	at
pittsburg	pittsburg	pittsburg
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
saturday	saturday	saturday
,	,	,
6	6	6
/	/	/
26	26	26
philadelphia	philadelphia	philadelphia
at	at	at
pittsburg	pittsburg	pittsburg
(	(	(
5:05 pm	5:05 pm	5:05 pm
)	)	)

>	>	>
>	>	>
>	>	>
sunday	sunday	sunday
,	,	,
6	6	6
/	/	/
27	27	27
philadelphia	philadelphia	philadelphia
at	at	at
pittsburg	pittsburg	pittsburg
(	(	(
11:35 am	11:35 am	11:35 am
)	)	)

>	>	>
>	>	>
>	>	>
friday	friday	friday
,	,	,
7	7	7
/	/	/
30	30	30
pittsburg	pittsburg	pittsburg
at	at	at
philadelphia	philadelphia	philadelphia
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
saturday	saturday	saturday
,	,	,
7	7	7
/	/	/
31	31	31
pittsburg	pittsburg	pittsburg
at	at	at
philadelphia	philadelphia	philadelphia
(	(	(
5:05 pm	5:05 pm	5:05 pm
)	)	)

>	>	>
>	>	>
>	>	>
sunday	sunday	sunday
,	,	,
8	8	8
/	/	/
1	1	1
pittsburg	pittsburg	pittsburg
at	at	at
philadelphia	philadelphia	philadelphia
(	(	(
11:35 am	11:35 am	11:35 am
)	)	)

>	>	>
>	>	>
>	>	>
monday	monday	monday
,	,	,
9	9	9
/	/	/
27	27	27
philadelphia	philadelphia	philadelphia
at	at	at
pittsburg	pittsburg	pittsburg
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
tuesday	tuesday	tuesday
,	,	,
9	9	9
/	/	/
28	28	28
philadelphia	philadelphia	philadelphia
at	at	at
pittsburg	pittsburg	pittsburg
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
wednesday	wednesday	wednesday
,	,	,
9	9	9
/	/	/
29	29	29
philadelphia	philadelphia	philadelphia
at	at	at
pittsburg	pittsburg	pittsburg
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>
>	>	>
thursday	thursday	thursday
,	,	,
9	9	9
/	/	/
30	30	30
philadelphia	philadelphia	philadelphia
at	at	at
pittsburg	pittsburg	pittsburg
(	(	(
5:35 pm	5:35 pm	5:35 pm
)	)	)

>	>	>
>	>	>

>	>	>
>	>	>

>	>	>
>	>	>
are	are	are
these	these	these
times	time	time
correct	correct	correct
?	?	?
?	?	?

>	>	>
>	>	>

>	>	>
>	>	>
they	they	they
seem	seem	seem
as	as	a
if	if	if
they	they	they
are	are	are
2	2	2
hrs	hrs	hr
ahead	ahead	ahead
of	of	of
the	the	the
usual	usual	usual
tiems	tiem	tiems

>	>	>
>	>	>
for	for	for
these	these	these
two	two	two
teams	team	team
.	.	.

>	>	>
>	>	>

>	>	>

>	>	>
the	the	the
origin	origin	origin
of	of	of
that	that	that
first	first	first
message	messag	message
was	was	wa
boise	bois	boise
,	,	,
which	which	which
is	is	is
on	on	on
central	central	central
time	time	time
.	.	.

>	>	>

>	>	>
p	p	p
.	.	.

tierney	tierney	tierney

whoops	whoop	whoop
!	!	!

i	i	i
meant	meant	meant
mountain	mountain	mountain
time	time	time
.	.	.

p	p	p
.	.	.

tierney	tierney	tierney
