from	from	from
:	:	:
zappala@pollux.usc.edu	zappala@pollux.usc.edu	zappala@pollux.usc.edu
(	(	(
daniel	daniel	daniel
zappala	zappala	zappala
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
darrrrrrrrryl	darrrrrrrrryl	darrrrrrrrryl

organization	organ	organization
:	:	:
university	univers	university
of	of	of
southern	southern	southern
california	california	california
,	,	,
los	los	los
angeles	angel	angeles
,	,	,
ca	ca	ca

lines	line	line
:	:	:
31	31	31

distribution	distribut	distribution
:	:	:
world	world	world

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
pollux	pollux	pollux
.	.	.
usc	usc	usc
.	.	.
edu	edu	edu

mark	mark	mark
singer	singer	singer
brings	bring	brings
up	up	up
the	the	the
strawberry	strawberri	strawberry
incident	incid	incident
,	,	,
where	where	where
he	he	he
lost	lost	lost
a	a	a
homerun	homerun	homerun
and	and	and
the	the	the
fan	fan	fan
caught	caught	caught
it	it	it
.	.	.

|	|	|
>	>	>
before	befor	before
each	each	each
dodger	dodger	dodger
game	game	game
the	the	the
public	public	public
address	address	address
announcer	announc	announcer
makes	make	make
a	a	a
speech	speech	speech

|	|	|
>	>	>
wherein	wherein	wherein
he	he	he
says	say	say
that	that	that
fans	fan	fan
are	are	are
welcome	welcom	welcome
to	to	to
the	the	the
souvenirs	souvenir	souvenir
of	of	of
balls	ball	ball
that	that	that

|	|	|
>	>	>
are	are	are
hit	hit	hit
into	into	into
the	the	the
stands	stand	stand
as	as	a
long	long	long
as	as	a
they	they	they
do	do	do
not	not	not
interfere	interfer	interfere
with	with	with
any	ani	any

|	|	|
>	>	>
that	that	that
are	are	are
in	in	in
the	the	the
field	field	field
of	of	of
play	play	play
.	.	.

was	was	wa
the	the	the
fan	fan	fan
wrong	wrong	wrong
?	?	?

should	should	should
he	he	he
have	have	have

|	|	|
>	>	>
been	been	been
more	more	more
aware	awar	aware
of	of	of
the	the	the
situation	situat	situation
and	and	and
acted	act	acted
to	to	to
avoid	avoid	avoid
any	ani	any
possibility	possibl	possibility

|	|	|
>	>	>
of	of	of
interference	interfer	interference
?	?	?

yes	yes	yes
,	,	,
i	i	i
think	think	think
he	he	he
should	should	should
have	have	have
done	done	done
more	more	more
to	to	to
get	get	get
out	out	out
of	of	of
the	the	the
way	way	way
.	.	.

as	as	a
much	much	much
as	as	a
fans	fan	fan
want	want	want
to	to	to
catch	catch	catch
a	a	a
ball	ball	ball
,	,	,
they	they	they
really	realli	really
should	should	should
be	be	be
aware	awar	aware
that	that	that
winning	win	winning
the	the	the
game	game	game
is	is	is
more	more	more
important	import	important
.	.	.

as	as	a
a	a	a
dodger	dodger	dodger
fan	fan	fan
,	,	,
he	he	he
has	has	ha
to	to	to
be	be	be
aware	awar	aware
that	that	that
this	this	this
is	is	is
the	the	the
home	home	home
stadium	stadium	stadium
,	,	,
and	and	and
that	that	that
entails	entail	entail
helping	help	helping
the	the	the
home	home	home
team	team	team
win	win	win
in	in	in
any	ani	any
way	way	way
possible	possibl	possible
.	.	.

as	as	a
soon	soon	soon
as	as	a
the	the	the
ball	ball	ball
was	was	wa
hit	hit	hit
that	that	that
far	far	far
,	,	,
his	his	his
first	first	first
instinct	instinct	instinct
should	should	should
be	be	be
to	to	to
root	root	root
for	for	for
darryl	darryl	darryl
to	to	to
catch	catch	catch
it	it	it
,	,	,
not	not	not
to	to	to
try	tri	try
to	to	to
catch	catch	catch
it	it	it
himself	himself	himself
,	,	,
particularly	particular	particularly
when	when	when
he	he	he
is	is	is
sitting	sit	sitting
that	that	that
close	close	close
.	.	.

i	i	i
enjoy	enjoy	enjoy
the	the	the
attitude	attitud	attitude
of	of	of
the	the	the
wrigley	wrigley	wrigley
fans	fan	fan
,	,	,
where	where	where
they	they	they
are	are	are
against	against	against
visiting	visit	visiting
team	team	team
home	home	home
runs	run	run
so	so	so
much	much	much
,	,	,
they	they	they
actually	actual	actually
throw	throw	throw
them	them	them
back	back	back
on	on	on
the	the	the
field	field	field
.	.	.

now	now	now
,	,	,
this	this	this
has	has	ha
nothing	noth	nothing
to	to	to
do	do	do
with	with	with
whether	whether	whether
darryl	darryl	darryl
could	could	could
have	have	have
caught	caught	caught
it	it	it
or	or	or
not	not	not
.	.	.

sure	sure	sure
,	,	,
he	he	he
probably	probabl	probably
screwed	screw	screwed
up	up	up
,	,	,
but	but	but
the	the	the
fan	fan	fan
should	should	should
realize	realiz	realize
his	his	his
first	first	first
responsibility	respons	responsibility
is	is	is
to	to	to
get	get	get
out	out	out
of	of	of
the	the	the
way	way	way
and	and	and
help	help	help
the	the	the
team	team	team
win	win	win
.	.	.

daniel	daniel	daniel
daniel@caldera.usc.edu	daniel@caldera.usc.edu	daniel@caldera.usc.edu
