from	from	from
:	:	:
boell@hpcc01.corp.hp.com	boell@hpcc01.corp.hp.com	boell@hpcc01.corp.hp.com
(	(	(
donald	donald	donald
p	p	p
boell	boell	boell
)	)	)

subject	subject	subject
:	:	:
rockies	rocki	rockies
opening	open	opening
day	day	day
cast	cast	cast

organization	organ	organization
:	:	:
the	the	the
hp	hp	hp
corporate	corpor	corporate
notes	note	note
server	server	server

lines	line	line
:	:	:
34	34	34

here	here	here
is	is	is
the	the	the
colorado	colorado	colorado
rockies	rocki	rockies
openning	open	openning
day	day	day
cast	cast	cast
:	:	:

pitchers	pitcher	pitcher

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
scott	scott	scott
aldred	aldr	aldred
(	(	(
l	l	l
)	)	)
mlb	mlb	mlb
totals	total	total
31	31	31
games	game	game
,	,	,
6	6	6
-	-	-
14	14	14
,	,	,
5	5	5
.	.	.
08	08	08
era	era	era
,	,	,
0	0	0
saves	save	save
andy	andi	andy
ashby	ashbi	ashby
(	(	(
r	r	r
)	)	)
18	18	18
games	game	game
,	,	,
2	2	2
-	-	-
8	8	8
,	,	,
6	6	6
.	.	.
72	72	72
era	era	era
,	,	,
0	0	0
saves	save	save
willie	willi	willie
blair	blair	blair
(	(	(
r	r	r
)	)	)
67	67	67
games	game	game
,	,	,
10	10	10
-	-	-
15	15	15
,	,	,
4	4	4
.	.	.
57	57	57
era	era	era
,	,	,
0	0	0
saves	save	save
butch	butch	butch
henry	henri	henry
(	(	(
l	l	l
)	)	)
28	28	28
games	game	game
,	,	,
6	6	6
-	-	-
9	9	9
,	,	,
4	4	4
.	.	.
02	02	02
era	era	era
,	,	,
0	0	0
saves	save	save
darren	darren	darren
holmes	holm	holmes
(	(	(
r	r	r
)	)	)
95	95	95
games	game	game
,	,	,
5	5	5
-	-	-
9	9	9
,	,	,
4	4	4
.	.	.
10	10	10
era	era	era
,	,	,
9	9	9
saves	save	save
david	david	david
neid	neid	neid
(	(	(
r	r	r
)	)	)
6	6	6
games	game	game
,	,	,
3	3	3
-	-	-
0	0	0
,	,	,
1	1	1
.	.	.
17	17	17
era	era	era
,	,	,
0	0	0
saves	save	save
jeff	jeff	jeff
parrett	parrett	parrett
(	(	(
r	r	r
)	)	)
341	341	341
games	game	game
,	,	,
46	46	46
-	-	-
30	30	30
,	,	,
3	3	3
.	.	.
65	65	65
era	era	era
,	,	,
21	21	21
saves	save	save
steve	steve	steve
reed	reed	reed
(	(	(
r	r	r
)	)	)
18	18	18
games	game	game
,	,	,
1	1	1
-	-	-
0	0	0
,	,	,
2	2	2
.	.	.
30	30	30
era	era	era
,	,	,
0	0	0
saves	save	save
bruce	bruce	bruce
ruffin	ruffin	ruffin
(	(	(
l	l	l
)	)	)
223	223	223
games	game	game
,	,	,
43	43	43
-	-	-
64	64	64
,	,	,
4	4	4
.	.	.
31	31	31
era	era	era
,	,	,
3	3	3
saves	save	save
bryn	bryn	bryn
smith	smith	smith
(	(	(
r	r	r
)	)	)
354	354	354
games	game	game
,	,	,
106	106	106
-	-	-
90	90	90
,	,	,
3	3	3
.	.	.
44	44	44
era	era	era
,	,	,
6	6	6
saves	save	save
gary	gari	gary
wayne	wayn	wayne
(	(	(
l	l	l
)	)	)
147	147	147
games	game	game
,	,	,
8	8	8
-	-	-
8	8	8
,	,	,
3	3	3
.	.	.
44	44	44
era	era	era
,	,	,
3	3	3
saves	save	save

the	the	the
rest	rest	rest

-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
-	-	-
joe	joe	joe
girardi	girardi	girardi
(	(	(
c	c	c
)	)	)
304	304	304
games	game	game
,	,	,
.	.	.
262	262	262
,	,	,
3	3	3
hr	hr	hr
,	,	,
70	70	70
rbi	rbi	rbi
,	,	,
10	10	10
sb	sb	sb
danny	danni	danny
sheaffer	sheaffer	sheaffer
(	(	(
c	c	c
)	)	)
32	32	32
games	game	game
,	,	,
.	.	.
110	110	110
,	,	,
1	1	1
hr	hr	hr
,	,	,
5	5	5
rbi	rbi	rbi
,	,	,
0	0	0
sb	sb	sb
freddie	freddi	freddie
benavides	benavid	benavides
(	(	(
ss	ss	s
)	)	)
98	98	98
games	game	game
,	,	,
.	.	.
246	246	246
,	,	,
1	1	1
hr	hr	hr
,	,	,
20	20	20
rbi	rbi	rbi
,	,	,
1	1	1
sb	sb	sb
vinny	vinni	vinny
castilla	castilla	castilla
(	(	(
ss	ss	s
)	)	)
21	21	21
games	game	game
,	,	,
.	.	.
238	238	238
,	,	,
0	0	0
hr	hr	hr
,	,	,
1	1	1
rbi	rbi	rbi
,	,	,
0	0	0
sb	sb	sb
andres	andr	andres
galarraga	galarraga	galarraga
(	(	(
1b	1b	1b
)	)	)
942	942	942
games	game	game
,	,	,
.	.	.
267	267	267
,	,	,
116hr	116hr	116hr
,	,	,
472	472	472
rbi	rbi	rbi
,	,	,
59	59	59
sb	sb	sb
charlie	charli	charlie
hayes	hay	hayes
(	(	(
3b	3b	3b
)	)	)
530	530	530
games	game	game
,	,	,
.	.	.
250	250	250
,	,	,
48	48	48
hr	hr	hr
,	,	,
219	219	219
rbi	rbi	rbi
,	,	,
13	13	13
sb	sb	sb
jim	jim	jim
tatum	tatum	tatum
(	(	(
3b	3b	3b
)	)	)
5	5	5
games	game	game
,	,	,
.	.	.
125	125	125
,	,	,
0	0	0
hr	hr	hr
,	,	,
0	0	0
rbi	rbi	rbi
,	,	,
0	0	0
sb	sb	sb
eric	eric	eric
young	young	young
(	(	(
2b	2b	2b
)	)	)
49	49	49
games	game	game
,	,	,
.	.	.
258	258	258
,	,	,
1	1	1
hr	hr	hr
,	,	,
11	11	11
rbi	rbi	rbi
,	,	,
6	6	6
sb	sb	sb
dante	dant	dante
bichette	bichett	bichette
(	(	(
of	of	of
)	)	)
424	424	424
games	game	game
,	,	,
.	.	.
254	254	254
,	,	,
38	38	38
hr	hr	hr
,	,	,
176	176	176
rbi	rbi	rbi
,	,	,
40	40	40
sb	sb	sb
daryl	daryl	daryl
boston	boston	boston
(	(	(
of	of	of
)	)	)
882	882	882
games	game	game
,	,	,
.	.	.
250	250	250
,	,	,
65	65	65
hr	hr	hr
,	,	,
224	224	224
rbi	rbi	rbi
,	,	,
97	97	97
sb	sb	sb
jerald	jerald	jerald
clark	clark	clark
(	(	(
of	of	of
)	)	)
339	339	339
games	game	game
,	,	,
.	.	.
237	237	237
,	,	,
28	28	28
hr	hr	hr
,	,	,
126	126	126
rbi	rbi	rbi
,	,	,
5	5	5
sb	sb	sb
alex	alex	alex
cole	cole	cole
(	(	(
of	of	of
)	)	)
290	290	290
games	game	game
,	,	,
.	.	.
283	283	283
,	,	,
0	0	0
hr	hr	hr
,	,	,
49	49	49
rbi	rbi	rbi
,	,	,
83	83	83
sb	sb	sb
gerald	gerald	gerald
young	young	young
(	(	(
of	of	of
)	)	)
605	605	605
games	game	game
,	,	,
.	.	.
246	246	246
,	,	,
3	3	3
hr	hr	hr
,	,	,
109	109	109
rbi	rbi	rbi
,	,	,
153	153	153
sb	sb	sb
dale	dale	dale
murphy	murphi	murphy
(	(	(
of	of	of
)	)	)
15	15	15
seasons	season	season
,	,	,
.	.	.
266	266	266
,	,	,
398	398	398
hr	hr	hr
,	,	,
1259	1259	1259
rbi	rbi	rbi
