from	from	from
:	:	:
robert	robert	robert
andrew	andrew	andrew
ryan	ryan	ryan
<	<	<
rr2b+@andrew.cmu.edu	rr2b+@andrew.cmu.edu	rr2b+@andrew.cmu.edu
>	>	>

subject	subject	subject
:	:	:
re	re	re
:	:	:
monthly	month	monthly
question	question	question
about	about	about
xcopyarea	xcopyarea	xcopyarea
(	(	(
)	)	)
and	and	and
expose	expos	expose
events	event	event

organization	organ	organization
:	:	:
school	school	school
of	of	of
computer	comput	computer
science	scienc	science
,	,	,
carnegie	carnegi	carnegie
mellon	mellon	mellon
,	,	,
pittsburgh	pittsburgh	pittsburgh
,	,	,
pa	pa	pa

lines	line	line
:	:	:
19	19	19

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
po5	po5	po5
.	.	.
andrew	andrew	andrew
.	.	.
cmu	cmu	cmu
.	.	.
edu	edu	edu

in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
<	<	<
buzz.93apr19125438@lion.bear.com	buzz.93apr19125438@lion.bear.com	buzz.93apr19125438@lion.bear.com
>	>	>

excerpts	excerpt	excerpt
from	from	from
netnews	netnew	netnews
.	.	.
comp	comp	comp
.	.	.
windows	window	window
.	.	.
x	x	x
:	:	:
19	19	19
-	-	-
apr	apr	apr
-	-	-
93	93	93
monthly	month	monthly
question	question	question
about	about	about
xcop	xcop	xcop
.	.	.
.	.	.

buzz	buzz	buzz
moschetti@bear.com	moschetti@bear.com	moschetti@bear.com
(	(	(
1055	1055	1055
)	)	)

>	>	>
a	a	a
button	button	button
widget	widget	widget
,	,	,
when	when	when
pressed	press	pressed
,	,	,
will	will	will
cause	caus	cause
a	a	a
new	new	new
item	item	item
to	to	to
be	be	be
drawn	drawn	drawn
in	in	in
the	the	the

>	>	>
window	window	window
.	.	.

this	this	this
action	action	action
clearly	clear	clearly
should	should	should
not	not	not
call	call	call
xcopyarea	xcopyarea	xcopyarea
(	(	(
)	)	)

>	>	>
(	(	(
or	or	or
equiv	equiv	equiv
)	)	)
directly	direct	directly
;	;	;
instead	instead	instead
,	,	,
it	it	it
should	should	should
register	regist	register
the	the	the
existence	exist	existence
of	of	of
the	the	the

>	>	>
new	new	new
item	item	item
in	in	in
a	a	a
memory	memori	memory
structure	structur	structure
and	and	and
let	let	let
the	the	the
same	same	same
expose	expos	expose
event	event	event
handler	handler	handler

>	>	>
that	that	that
handles	handl	handle
"	"	"
regular	regular	regular
"	"	"
expose	expos	expose
events	event	event
(	(	(
e	e	e
.	.	.
g	g	g
.	.	.
window	window	window
manager	manag	manager
-	-	-
driven	driven	driven

>	>	>
exposures	exposur	exposure
)	)	)
take	take	take
care	care	care
of	of	of
rendering	render	rendering
the	the	the
new	new	new
image	imag	image
.	.	.

hmmm	hmmm	hmmm
.	.	.
.	.	.
.	.	.
.	.	.

clearly	clear	clearly
?	?	?

depends	depend	depends
on	on	on
your	your	your
programming	program	programming
model	model	model
.	.	.

it	it	it
is	is	is
not	not	not
at	at	at
all	all	all
forbidden	forbidden	forbidden
to	to	to
draw	draw	draw
outside	outsid	outside
the	the	the
context	context	context
of	of	of
an	an	an
expose	expos	expose
event	event	event
.	.	.

certainly	certain	certainly
any	ani	any
internal	intern	internal
data	data	data
structures	structur	structure
should	should	should
be	be	be
maintained	maintain	maintained
such	such	such
that	that	that
the	the	the
visual	visual	visual
appearance	appear	appearance
would	would	would
be	be	be
maintained	maintain	maintained
properly	proper	properly
whenever	whenev	whenever
an	an	an
expose	expos	expose
event	event	event
happens	happen	happens
to	to	to
be	be	be
generated	generat	generated
.	.	.

this	this	this
doesn	doesn	doesn
'	'	'
t	t	t
preclude	preclud	preclude
drawing	draw	drawing
immediately	immedi	immediately
after	after	after
updating	updat	updating
the	the	the
datastructures	datastructur	datastructures
though	though	though
.	.	.
.	.	.
.	.	.

-	-	-
rob	rob	rob
