from	from	from
:	:	:
marc@pinet.aip.org	marc@pinet.aip.org	marc@pinet.aip.org
(	(	(
marc	marc	marc
wiener	wiener	wiener
)	)	)

subject	subject	subject
:	:	:
core	core	core
dump	dump	dump
from	from	from
getcons	getcon	getcons

organization	organ	organization
:	:	:
american	american	american
institute	institut	institute
of	of	of
physics	physic	physic

lines	line	line
:	:	:
12	12	12

we	we	we
are	are	are
getting	get	getting
a	a	a
memory	memori	memory
fault	fault	fault
and	and	and
a	a	a
core	core	core
dump	dump	dump
whenever	whenev	whenever
we	we	we
end	end	end
a	a	a
motif	motif	motif
session	session	session
under	under	under
ultrix	ultrix	ultrix
4	4	4
.	.	.
3	3	3
,	,	,
running	run	running
on	on	on
a	a	a
dec	dec	dec
5000	5000	5000
/	/	/
240	240	240
.	.	.

an	an	an
examintion	examint	examintion
of	of	of
the	the	the
core	core	core
file	file	file
leads	lead	lead
us	us	u
to	to	to
believe	believ	believe
it	it	it
'	'	'
s	s	s
from	from	from
getcons	getcon	getcons
.	.	.

does	doe	doe
anyone	anyon	anyone
know	know	know
what	what	what
this	this	this
is	is	is
all	all	all
about	about	about
?	?	?

marc	marc	marc

-	-	-
-	-	-
marc	marc	marc
wiener	wiener	wiener
|	|	|
marc@aip.org	marc@aip.org	marc@aip.org
american	american	american
institute	institut	institute
of	of	of
physics	physic	physic
|	|	|
500	500	500
sunnyside	sunnysid	sunnyside
blvd	blvd	blvd
.	.	.

|	|	|
voice	voic	voice
:	:	:
(	(	(
516)576-2329	516)576-2329	516)576-2329
woodbury	woodburi	woodbury
,	,	,
ny	ny	ny
11797	11797	11797
|	|	|
fax	fax	fax
:	:	:
(	(	(
516)349-7669	516)349-7669	516)349-7669
