from	from	from
:	:	:
keith@cco.caltech.edu	keith@cco.caltech.edu	keith@cco.caltech.edu
(	(	(
keith	keith	keith
allan	allan	allan
schneider	schneider	schneider
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
<	<	<
political	polit	political
atheists	atheist	atheist
?	?	?

organization	organ	organization
:	:	:
california	california	california
institute	institut	institute
of	of	of
technology	technolog	technology
,	,	,
pasadena	pasadena	pasadena

lines	line	line
:	:	:
44	44	44

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
punisher	punish	punisher
.	.	.
caltech	caltech	caltech
.	.	.
edu	edu	edu

bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com
(	(	(
robert	robert	robert
beauchaine	beauchain	beauchaine
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
but	but	but
,	,	,
you	you	you
don	don	don
'	'	'
t	t	t
know	know	know
that	that	that
capital	capit	capital
punishment	punish	punishment
is	is	is
wrong	wrong	wrong
,	,	,
so	so	so
it	it	it
isn	isn	isn
'	'	'
t	t	t
the	the	the
same	same	same

>	>	>
>	>	>
as	as	a
shooting	shoot	shooting
.	.	.

a	a	a
better	better	better
analogy	analog	analogy
would	would	would
be	be	be
that	that	that
you	you	you
continue	continu	continue
to	to	to
drive	drive	drive
your	your	your
car	car	car
,	,	,
>	>	>
>	>	>
realizing	realiz	realizing
that	that	that
sooner	sooner	sooner
or	or	or
later	later	later
,	,	,
someone	someon	someone
is	is	is
going	go	going
to	to	to
be	be	be
killed	kill	killed
in	in	in
an	an	an
automobile	automobil	automobile

>	>	>
>	>	>
accident	accid	accident
.	.	.

you	you	you
*	*	*
know	know	know
*	*	*
people	peopl	people
get	get	get
killed	kill	killed
as	as	a
a	a	a
result	result	result
of	of	of
driving	drive	driving
,	,	,
yet	yet	yet
you	you	you

>	>	>
>	>	>
continue	continu	continue
to	to	to
do	do	do
it	it	it
anyway	anyway	anyway
.	.	.

>	>	>
uh	uh	uh
uh	uh	uh
.	.	.

you	you	you
do	do	do
not	not	not
know	know	know
that	that	that
you	you	you
will	will	will
be	be	be
the	the	the
one	one	one
to	to	to
do	do	do
the	the	the

>	>	>
killing	kill	killing
.	.	.

i	i	i
'	'	'
m	m	m
not	not	not
sure	sure	sure
i	i	i
'	'	'
d	d	d
drive	drive	drive
a	a	a
car	car	car
if	if	if
i	i	i
had	had	had
sufficient	suffici	sufficient
evidence	evid	evidence
to	to	to

>	>	>
conclude	conclud	conclude
that	that	that
i	i	i
would	would	would
necessarily	necessarili	necessarily
kill	kill	kill
someone	someon	someone
during	dure	during
my	my	my
lifetime	lifetim	lifetime
.	.	.

yes	yes	yes
,	,	,
and	and	and
everyone	everyon	everyone
thinks	think	think
as	as	a
you	you	you
do	do	do
.	.	.

no	no	no
one	one	one
thinks	think	think
that	that	that
he	he	he
is	is	is
going	go	going
to	to	to
cause	caus	cause
or	or	or
be	be	be
involved	involv	involved
in	in	in
a	a	a
fatal	fatal	fatal
accident	accid	accident
,	,	,
but	but	but
the	the	the
likelihood	likelihood	likelihood
is	is	is
surprisingly	surpris	surprisingly
high	high	high
.	.	.

just	just	just
because	becaus	because
you	you	you
are	are	are
the	the	the
man	man	man
on	on	on
the	the	the
firing	fire	firing
