from	from	from
:	:	:
keith@cco.caltech.edu	keith@cco.caltech.edu	keith@cco.caltech.edu
(	(	(
keith	keith	keith
allan	allan	allan
schneider	schneider	schneider
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
political	polit	political
atheists	atheist	atheist
?	?	?

organization	organ	organization
:	:	:
california	california	california
institute	institut	institute
of	of	of
technology	technolog	technology
,	,	,
pasadena	pasadena	pasadena

lines	line	line
:	:	:
26	26	26

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
punisher	punish	punisher
.	.	.
caltech	caltech	caltech
.	.	.
edu	edu	edu

bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com
(	(	(
robert	robert	robert
beauchaine	beauchain	beauchaine
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
if	if	if
i	i	i
kill	kill	kill
this	this	this
person	person	person
[	[	[
an	an	an
innocent	innoc	innocent
person	person	person
convicted	convict	convicted
of	of	of
murder	murder	murder
]	]	]
,	,	,
>	>	>
>	>	>
then	then	then
a	a	a
murder	murder	murder
would	would	would
be	be	be
committed	commit	committed
,	,	,
but	but	but
i	i	i
would	would	would
not	not	not
be	be	be
the	the	the
murderer	murder	murderer
.	.	.

at	at	at
least	least	least
,	,	,
>	>	>
>	>	>
i	i	i
wouldn	wouldn	wouldn
'	'	'
t	t	t
"	"	"
reasonably	reason	reasonably
"	"	"
be	be	be
considered	consid	considered
a	a	a
murderer	murder	murderer
,	,	,
with	with	with
"	"	"
reasonable	reason	reasonable
"	"	"
being	be	being

>	>	>
>	>	>
introduced	introduc	introduced
as	as	a
a	a	a
fudge	fudg	fudge
factor	factor	factor
necessary	necessari	necessary
to	to	to
account	account	account
for	for	for
the	the	the
inability	inabl	inability
to	to	to
be	be	be

>	>	>
>	>	>
totally	total	totally
objective	object	objective
due	due	due
to	to	to
a	a	a
lack	lack	lack
of	of	of
absolutely	absolut	absolutely
true	true	true
information	inform	information
.	.	.

>	>	>
if	if	if
society	societi	society
collective	collect	collective
decides	decid	decides
to	to	to
carry	carri	carry
the	the	the
burden	burden	burden
of	of	of
executing	execut	executing

>	>	>
it	it	it
'	'	'
s	s	s
citizens	citizen	citizen
,	,	,
then	then	then
it	it	it
also	also	also
carries	carri	carry
the	the	the
blame	blame	blame
for	for	for
their	their	their
innocent	innoc	innocent

>	>	>
blood	blood	blood
.	.	.

each	each	each
and	and	and
every	everi	every
voter	voter	voter
who	who	who
casts	cast	cast
a	a	a
ballot	ballot	ballot
in	in	in
favor	favor	favor
of	of	of

>	>	>
capital	capit	capital
punishment	punish	punishment
is	is	is
in	in	in
part	part	part
guilty	guilti	guilty
of	of	of
the	the	the
murder	murder	murder
of	of	of
each	each	each
and	and	and

>	>	>
every	everi	every
innocent	innoc	innocent
victim	victim	victim
of	of	of
the	the	the
system	system	system
.	.	.

why	whi	why
are	are	are
only	onli	only
those	those	those
people	peopl	people
in	in	in
favor	favor	favor
of	of	of
the	the	the
system	system	system
to	to	to
blame	blame	blame
.	.	.

if	if	if
society	societi	society
accepts	accept	accepts
such	such	such
a	a	a
system	system	system
,	,	,
then	then	then
each	each	each
member	member	member
of	of	of
society	societi	society
is	is	is
to	to	to
blame	blame	blame
when	when	when
an	an	an
innocent	innoc	innocent
person	person	person
gets	get	get
executed	execut	executed
.	.	.

those	those	those
that	that	that
are	are	are
not	not	not
in	in	in
favor	favor	favor
should	should	should
work	work	work
to	to	to
convince	convinc	convince
others	other	others
.	.	.

and	and	and
,	,	,
most	most	most
members	member	member
of	of	of
our	our	our
society	societi	society
have	have	have
accepted	accept	accepted
the	the	the
blame	blame	blame
-	-	-
-	-	-
they	they	they
'	'	'
ve	ve	ve
considered	consid	considered
the	the	the
risk	risk	risk
to	to	to
be	be	be
acceptable	accept	acceptable
.	.	.

similarly	similar	similarly
,	,	,
every	everi	every
person	person	person
who	who	who
drives	drive	drive
must	must	must
accept	accept	accept
the	the	the
blame	blame	blame
for	for	for
fatal	fatal	fatal
traffic	traffic	traffic
accidents	accid	accident
.	.	.

this	this	this
is	is	is
something	someth	something
that	that	that
is	is	is
surely	sure	surely
going	go	going
to	to	to
happen	happen	happen
when	when	when
so	so	so
many	mani	many
people	peopl	people
are	are	are
driving	drive	driving
.	.	.

it	it	it
is	is	is
all	all	all
a	a	a
question	question	question
of	of	of
what	what	what
risk	risk	risk
is	is	is
acceptable	accept	acceptable
.	.	.

it	it	it
is	is	is
much	much	much
more	more	more
likely	like	likely
that	that	that
an	an	an
innocent	innoc	innocent
person	person	person
will	will	will
be	be	be
killed	kill	killed
driving	drive	driving
than	than	than
it	it	it
is	is	is
that	that	that
one	one	one
will	will	will
be	be	be
executed	execut	executed
.	.	.

keith	keith	keith
