from	from	from
:	:	:
(	(	(
rashid	rashid	rashid
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
yet	yet	yet
more	more	more
rushdie	rushdi	rushdie
[	[	[
re	re	re
:	:	:
islamic	islam	islamic
law	law	law
]	]	]

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
47	47	47
.	.	.
252	252	252
.	.	.
4	4	4
.	.	.
179	179	179

organization	organ	organization
:	:	:
nh	nh	nh

lines	line	line
:	:	:
76	76	76

in	in	in
article	articl	article
<	<	<
1993apr14.131032.15644@monu6.cc.monash.edu.au	1993apr14.131032.15644@monu6.cc.monash.edu.au	1993apr14.131032.15644@monu6.cc.monash.edu.au
>	>	>
,	,	,
darice@yoyo.cc.monash.edu.au	darice@yoyo.cc.monash.edu.au	darice@yoyo.cc.monash.edu.au
(	(	(
fred	fred	fred
rice	rice	rice
)	)	)
wrote	wrote	wrote
:	:	:

>	>	>

>	>	>
it	it	it
is	is	is
my	my	my
understanding	understand	understanding
that	that	that
it	it	it
is	is	is
generally	general	generally
agreed	agre	agreed
upon	upon	upon
by	by	by
the	the	the
ulema	ulema	ulema

>	>	>
[	[	[
islamic	islam	islamic
scholars	scholar	scholar
]	]	]
that	that	that
islamic	islam	islamic
law	law	law
applies	appli	applies
only	onli	only
in	in	in
an	an	an
islamic	islam	islamic
country	countri	country
,	,	,
>	>	>
of	of	of
which	which	which
the	the	the
uk	uk	uk
is	is	is
not	not	not
.	.	.

furthermore	furthermor	furthermore
,	,	,
to	to	to
take	take	take
the	the	the
law	law	law
into	into	into
one	one	one
'	'	'
s	s	s
own	own	own

>	>	>
hands	hand	hand
is	is	is
a	a	a
criminal	crimin	criminal
act	act	act
,	,	,
as	as	a
these	these	these
are	are	are
matters	matter	matter
for	for	for
the	the	the
state	state	state
,	,	,
not	not	not
for	for	for

>	>	>
individuals	individu	individual
.	.	.

nevertheless	nevertheless	nevertheless
,	,	,
khomeini	khomeini	khomeini
offered	offer	offered
a	a	a
cash	cash	cash
prize	prize	prize
for	for	for
people	peopl	people
to	to	to

>	>	>
take	take	take
the	the	the
law	law	law
into	into	into
their	their	their
own	own	own
hands	hand	hand
-	-	-
-	-	-
something	someth	something
which	which	which
,	,	,
to	to	to
my	my	my

>	>	>
understanding	understand	understanding
,	,	,
is	is	is
against	against	against
islamic	islam	islamic
law	law	law
.	.	.

yes	yes	yes
,	,	,
this	this	this
is	is	is
also	also	also
my	my	my
understanding	understand	understanding
of	of	of
the	the	the
majority	major	majority
of	of	of
islamic	islam	islamic
laws	law	law
.	.	.

however	howev	however
,	,	,
i	i	i
believe	believ	believe
there	there	there
are	are	are
also	also	also
certain	certain	certain
legal	legal	legal
rulings	rule	ruling
which	which	which
,	,	,
in	in	in
all	all	all
five	five	five
schools	school	school
of	of	of
law	law	law
(	(	(
4	4	4
sunni	sunni	sunni
and	and	and
1	1	1
jaffari	jaffari	jaffari
)	)	)
,	,	,
can	can	can
be	be	be
levelled	level	levelled
against	against	against
muslim	muslim	muslim
or	or	or
non	non	non
-	-	-
muslims	muslim	muslim
,	,	,
both	both	both
within	within	within
and	and	and
