from	from	from
:	:	:
rush@leland.stanford.edu	rush@leland.stanford.edu	rush@leland.stanford.edu
(	(	(
voelkerding	voelkerd	voelkerding
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
death	death	death
penalty	penalti	penalty
(	(	(
was	was	wa
re	re	re
:	:	:
political	polit	political
atheists	atheist	atheist
?	?	?
)	)	)

organization	organ	organization
:	:	:
dsg	dsg	dsg
,	,	,
stanford	stanford	stanford
university	univers	university
,	,	,
ca	ca	ca
94305	94305	94305
,	,	,
usa	usa	usa

lines	line	line
:	:	:
52	52	52

in	in	in
article	articl	article
<	<	<
11812@vice.ico.tek.com	11812@vice.ico.tek.com	11812@vice.ico.tek.com
>	>	>
bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com
(	(	(
robert	robert	robert
beauchaine	beauchain	beauchaine
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1993apr14.205414.3982@leland.stanford.edu	1993apr14.205414.3982@leland.stanford.edu	1993apr14.205414.3982@leland.stanford.edu
>	>	>
rush@leland.stanford.edu	rush@leland.stanford.edu	rush@leland.stanford.edu
(	(	(
voelkerding	voelkerd	voelkerding
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>

>	>	>
>	>	>
if	if	if
we	we	we
worry	worri	worry
about	about	about
the	the	the
one	one	one
case	case	case
in	in	in
20	20	20
,	,	,
000	000	000
(	(	(
or	or	or
more	more	more
)	)	)
where	where	where
an	an	an
innocent	innoc	innocent
man	man	man
is	is	is

>	>	>
>	>	>
convicted	convict	convicted
of	of	of
something	someth	something
horrible	horribl	horrible
enough	enough	enough
to	to	to
warrant	warrant	warrant
the	the	the
death	death	death
penalty	penalti	penalty
,	,	,
and	and	and

>	>	>
>	>	>
hence	henc	hence
put	put	put
laws	law	law
into	into	into
place	place	place
which	which	which
make	make	make
it	it	it
virtually	virtual	virtually
impossible	imposs	impossible
to	to	to
actually	actual	actually

>	>	>
>	>	>
execute	execut	execute
real	real	real
criminals	crimin	criminal
,	,	,
then	then	then
the	the	the
death	death	death
penalty	penalti	penalty
is	is	is
not	not	not
serving	serv	serving
its	it	it
original	origin	original

>	>	>
>	>	>
purpose	purpos	purpose
.	.	.

it	it	it
should	should	should
either	either	either
be	be	be
changed	chang	changed
or	or	or
done	done	done
away	away	away
with	with	with
.	.	.

>	>	>
>	>	>

>	>	>

>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
have	have	have
numbers	number	number
to	to	to
back	back	back
this	this	this
up	up	up
,	,	,
so	so	so
take	take	take
the	the	the
following	follow	following

>	>	>
accordingly	accord	accordingly
.	.	.

>	>	>

>	>	>
you	you	you
use	use	use
an	an	an
off	off	off
-	-	-
the	the	the
-	-	-
cuff	cuff	cuff
number	number	number
of	of	of
1	1	1
in	in	in
20	20	20
,	,	,
000	000	000
innocent	innoc	innocent
people	peopl	people

>	>	>
sentenced	sentenc	sentenced
to	to	to
die	die	die
as	as	a
an	an	an
acceptable	accept	acceptable
loss	loss	loss
for	for	for
the	the	the
benefit	benefit	benefit
of	of	of
capital	capit	capital

>	>	>
punishment	punish	punishment
.	.	.

i	i	i
'	'	'
d	d	d
be	be	be
very	veri	very
,	,	,
very	veri	very
surprised	surpris	surprised
if	if	if
the	the	the
ratio	ratio	ratio
were	were	were
that	that	that

>	>	>
low	low	low
.	.	.

there	there	there
have	have	have
been	been	been
approximately	approxim	approximately
a	a	a
dozen	dozen	dozen
known	known	known
cases	case	case
of	of	of
the	the	the

>	>	>
execution	execut	execution
of	of	of
the	the	the
innocent	innoc	innocent
in	in	in
the	the	the
us	us	u
since	sinc	since
the	the	the
turn	turn	turn
of	of	of
the	the	the
century	centuri	century
.	.	.

>	>	>
have	have	have
we	we	we
in	in	in
that	that	that
same	same	same
period	period	period
sentenced	sentenc	sentenced
240	240	240
,	,	,
000	000	000
people	peopl	people
to	to	to
death	death	death
?	?	?

>	>	>
accounting	account	accounting
for	for	for
those	those	those
cases	case	case
that	that	that
we	we	we
don	don	don
'	'	'
t	t	t
know	know	know
the	the	the
truth	truth	truth
,	,	,
it	it	it
seems	seem	seems

>	>	>
reasonable	reason	reasonable
to	to	to
assume	assum	assume
that	that	that
twice	twice	twice
that	that	that
many	mani	many
innocent	innoc	innocent
people	peopl	people
have	have	have
in	in	in

>	>	>
fact	fact	fact
been	been	been
executed	execut	executed
.	.	.

that	that	that
would	would	would
raise	rais	raise
the	the	the
number	number	number
of	of	of
death	death	death

>	>	>
sentences	sentenc	sentence
metered	meter	metered
out	out	out
since	sinc	since
1900	1900	1900
to	to	to
half	half	half
a	a	a
million	million	million
for	for	for
your	your	your

>	>	>
acceptance	accept	acceptance
ratio	ratio	ratio
to	to	to
hold	hold	hold
.	.	.

i	i	i
rather	rather	rather
doubt	doubt	doubt
that	that	that
'	'	'
s	s	s
the	the	the
case	case	case
.	.	.

>	>	>

>	>	>

>	>	>
the	the	the
point	point	point
,	,	,
of	of	of
course	cours	course
,	,	,
is	is	is
what	what	what
*	*	*
is	is	is
*	*	*
an	an	an
acceptable	accept	acceptable
loss	loss	loss
.	.	.

1	1	1
in	in	in

>	>	>
10	10	10
,	,	,
000	000	000
?	?	?

seems	seem	seems
we	we	we
'	'	'
re	re	re
probably	probabl	probably
not	not	not
doing	do	doing
even	even	even
that	that	that
well	well	well
.	.	.

1	1	1
in	in	in
100	100	100
?	?	?

>	>	>
1	1	1
in	in	in
2	2	2
?	?	?

or	or	or
should	should	should
we	we	we
perhaps	perhap	perhaps
find	find	find
a	a	a
better	better	better
solution	solut	solution
?	?	?

>	>	>

>	>	>
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\
/	/	/
\	\	\

>	>	>

>	>	>
bob	bob	bob
beauchaine	beauchain	beauchaine
bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com	bobbe@vice.ico.tek.com

>	>	>

any	ani	any
suggestions	suggest	suggestion
as	as	a
to	to	to
what	what	what
a	a	a
better	better	better
solution	solut	solution
might	might	might
be	be	be
?	?	?

i	i	i
realize	realiz	realize
the	the	the
off	off	off
-	-	-
hand	hand	hand
nature	natur	nature
of	of	of
the	the	the
numbers	number	number
i	i	i
used	use	used
.	.	.

and	and	and
i	i	i
can	can	can
'	'	'
t	t	t
answer	answer	answer
as	as	a
to	to	to
what	what	what
an	an	an
acceptable	accept	acceptable
loss	loss	loss
rate	rate	rate
is	is	is
.	.	.

however	howev	however
,	,	,
as	as	a
i	i	i
said	said	said
in	in	in
another	anoth	another
post	post	post
,	,	,
i	i	i
despise	despis	despise
the	the	the
idea	idea	idea
of	of	of
supporting	support	supporting
criminals	crimin	criminal
for	for	for
life	life	life
.	.	.

it	it	it
'	'	'
s	s	s
the	the	the
economics	econom	economics
of	of	of
the	the	the
situation	situat	situation
that	that	that
concern	concern	concern
me	me	me
most	most	most
.	.	.

the	the	the
money	money	money
spent	spent	spent
feeding	feed	feeding
,	,	,
clothing	cloth	clothing
,	,	,
housing	hous	housing
and	and	and
taking	take	taking
care	care	care
of	of	of
people	peopl	people
who	who	who
have	have	have
demonstrated	demonstr	demonstrated
that	that	that
they	they	they
are	are	are
unfit	unfit	unfit
to	to	to
live	live	live
in	in	in
society	societi	society
could	could	could
go	go	go
to	to	to
a	a	a
number	number	number
of	of	of
places	place	place
,	,	,
all	all	all
of	of	of
which	which	which
i	i	i
,	,	,
and	and	and
probably	probabl	probably
others	other	others
,	,	,
would	would	would
consider	consid	consider
far	far	far
more	more	more
worthwhile	worthwhil	worthwhile
and	and	and
which	which	which
would	would	would
enrish	enrish	enrish
the	the	the
lives	live	life
of	of	of
all	all	all
americans	american	american
.	.	.

give	give	give
people	peopl	people
jobs	job	job
,	,	,
give	give	give
the	the	the
homeless	homeless	homeless
shelter	shelter	shelter
.	.	.

any	ani	any
number	number	number
of	of	of
things	thing	thing
.	.	.

clyde	clyde	clyde

-	-	-
-	-	-
little	littl	little
girls	girl	girl
,	,	,
like	like	like
butterflies	butterfli	butterfly
,	,	,
don	don	don
'	'	'
t	t	t
need	need	need
a	a	a
reason	reason	reason
!	!	!

-	-	-
robert	robert	robert
heinlein	heinlein	heinlein
