subject	subject	subject
:	:	:
re	re	re
:	:	:
a	a	a
visit	visit	visit
from	from	from
the	the	the
jehovah	jehovah	jehovah
'	'	'
s	s	s
witnesses	wit	witness

from	from	from
:	:	:
lippard@skyblu.ccit.arizona.edu	lippard@skyblu.ccit.arizona.edu	lippard@skyblu.ccit.arizona.edu
(	(	(
james	jame	james
j	j	j
.	.	.

lippard	lippard	lippard
)	)	)

<	<	<
suopanki.93apr6024902@stekt6.oulu.fi	suopanki.93apr6024902@stekt6.oulu.fi	suopanki.93apr6024902@stekt6.oulu.fi
>	>	>
<	<	<
kmr4.1444.734058912@po.cwru.edu	kmr4.1444.734058912@po.cwru.edu	kmr4.1444.734058912@po.cwru.edu
>	>	>
distribution	distribut	distribution
:	:	:
world	world	world
,	,	,
local	local	local
organization	organ	organization
:	:	:
university	univers	university
of	of	of
arizona	arizona	arizona
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
skyblu	skyblu	skyblu
.	.	.
ccit	ccit	ccit
.	.	.
arizona	arizona	arizona
.	.	.
edu	edu	edu
news	news	news
-	-	-
software	softwar	software
:	:	:
vax	vax	vax
/	/	/
vms	vms	vms
vnews	vnew	vnews
1	1	1
.	.	.
41	41	41
lines	line	line
:	:	:
26	26	26

in	in	in
article	articl	article
<	<	<
kmr4.1444.734058912@po.cwru.edu	kmr4.1444.734058912@po.cwru.edu	kmr4.1444.734058912@po.cwru.edu
>	>	>
,	,	,
kmr4@po.cwru.edu	kmr4@po.cwru.edu	kmr4@po.cwru.edu
(	(	(
keith	keith	keith
m	m	m
.	.	.

ryan	ryan	ryan
)	)	)
writes	write	writes
.	.	.
.	.	.
.	.	.

>	>	>
in	in	in
article	articl	article
<	<	<
suopanki.93apr6024902@stekt6.oulu.fi	suopanki.93apr6024902@stekt6.oulu.fi	suopanki.93apr6024902@stekt6.oulu.fi
>	>	>
suopanki@stekt6.oulu.fi	suopanki@stekt6.oulu.fi	suopanki@stekt6.oulu.fi
(	(	(
heikki	heikki	heikki
t	t	t
.	.	.

suopanki	suopanki	suopanki
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
:	:	:
>	>	>
god	god	god
is	is	is
eternal	etern	eternal
.	.	.

[	[	[
a	a	a
=	=	=
b	b	b
]	]	]

>	>	>
>	>	>
:	:	:
>	>	>
jesus	jesus	jesus
is	is	is
god	god	god
.	.	.

[	[	[
c	c	c
=	=	=
a	a	a
]	]	]

>	>	>
>	>	>
:	:	:
>	>	>
therefore	therefor	therefore
,	,	,
jesus	jesus	jesus
is	is	is
eternal	etern	eternal
.	.	.

[	[	[
c	c	c
=	=	=
b	b	b
]	]	]

>	>	>
>	>	>

>	>	>
>	>	>
:	:	:
>	>	>
this	this	this
works	work	work
both	both	both
logically	logic	logically
and	and	and
mathematically	mathemat	mathematically
.	.	.

god	god	god
is	is	is
of	of	of
the	the	the
set	set	set
of	of	of

>	>	>
>	>	>
:	:	:
>	>	>
things	thing	thing
which	which	which
are	are	are
eternal	etern	eternal
.	.	.

jesus	jesus	jesus
is	is	is
a	a	a
subset	subset	subset
of	of	of
god	god	god
.	.	.

therefore	therefor	therefore

>	>	>
>	>	>
:	:	:
>	>	>
jesus	jesus	jesus
belongs	belong	belongs
to	to	to
the	the	the
set	set	set
of	of	of
things	thing	thing
which	which	which
are	are	are
eternal	etern	eternal
.	.	.

the	the	the
first	first	first
premise	premis	premise
and	and	and
the	the	the
conclusion	conclus	conclusion
are	are	are
not	not	not
properly	proper	properly
translated	translat	translated
as	as	a
identity	ident	identity
statements	statement	statement
,	,	,
since	sinc	since
the	the	the
"	"	"
is	is	is
"	"	"
in	in	in
those	those	those
statements	statement	statement
is	is	is
the	the	the
"	"	"
is	is	is
"	"	"
of	of	of
predication	predic	predication
rather	rather	rather
than	than	than
of	of	of
identity	ident	identity
.	.	.

instead	instead	instead
,	,	,
they	they	they
should	should	should
be	be	be
translated	translat	translated
using	use	using
a	a	a
predicate	predic	predicate
letter	letter	letter
.	.	.

using	use	using
"	"	"
g	g	g
"	"	"
to	to	to
designate	design	designate
god	god	god
and	and	and
"	"	"
j	j	j
"	"	"
to	to	to
designate	design	designate
jesus	jesus	jesus
,	,	,
and	and	and
the	the	the
predicate	predic	predicate
letter	letter	letter
"	"	"
e	e	e
"	"	"
for	for	for
the	the	the
property	properti	property
of	of	of
being	be	being
eternal	etern	eternal
,	,	,
the	the	the
first	first	first
premise	premis	premise
is	is	is
eg	eg	eg
and	and	and
the	the	the
conclusion	conclus	conclusion
is	is	is
ej	ej	ej
.	.	.

the	the	the
second	second	second
premise	premis	premise
appears	appear	appears
to	to	to
contain	contain	contain
an	an	an
"	"	"
is	is	is
"	"	"
of	of	of
identity	ident	identity
,	,	,
in	in	in
which	which	which
case	case	case
it	it	it
can	can	can
be	be	be
properly	proper	properly
symbolized	symbol	symbolized
as	as	a
j	j	j
=	=	=
g	g	g
.	.	.

but	but	but
your	your	your
remark	remark	remark
that	that	that
"	"	"
jesus	jesus	jesus
is	is	is
a	a	a
subset	subset	subset
of	of	of
god	god	god
"	"	"
suggests	suggest	suggests
that	that	that
strict	strict	strict
identity	ident	identity
is	is	is
not	not	not
desired	desir	desired
here	here	here
.	.	.

if	if	if
,	,	,
however	howev	however
,	,	,
the	the	the
first	first	first
premise	premis	premise
means	mean	mean
that	that	that
all	all	all
members	member	member
making	make	making
up	up	up
the	the	the
set	set	set
god	god	god
have	have	have
the	the	the
property	properti	property
of	of	of
being	be	being
eternal	etern	eternal
,	,	,
the	the	the
same	same	same
conclusion	conclus	conclusion
follows	follow	follows
.	.	.

jim	jim	jim
lippard	lippard	lippard
lippard@ccit.arizona.edu	lippard@ccit.arizona.edu	lippard@ccit.arizona.edu
dept	dept	dept
.	.	.

of	of	of
philosophy	philosophi	philosophy
lippard@arizvms.bitnet	lippard@arizvms.bitnet	lippard@arizvms.bitnet
university	univers	university
of	of	of
arizona	arizona	arizona
tucson	tucson	tucson
,	,	,
az	az	az
85721	85721	85721
